region_code,aip_cycle,from_fix,to_fix,airway,route_id,route_code,leg_sequence
CN,2605,TEBAK,WUY,R474,CN-2605-TEBAK-ZUGY-01,TEBAK-ZUGY-01,1
CN,2605,TEBAK,WUY,R474,CN-2605-TEBAK-ZYCC-01,TEBAK-ZYCC-01,1
CN,2605,TEBAK,WUY,R474,CN-2605-TEBAK-ZYHB-01,TEBAK-ZYHB-01,1
CN,2605,TEBAK,WUY,R474,CN-2605-TEBAK-ZYTL-01,TEBAK-ZYTL-01,1
CN,2605,TEBAK,WUY,R474,CN-2605-TEBAK-ZYTX-01,TEBAK-ZYTX-01,1
CN,2605,TEBAK,XEREN,R474,CN-2605-TEBAK-ZGNN-01,TEBAK-ZGNN-01,1
RU,2605,TEBGI,MEKSI,H24,RU-2605-H24-9324,H24,491
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-AGVUT-01R,ZLXY-AGVUT-01R,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-KAMUD-01,ZLXY-KAMUD-01,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-KAMUD-02,ZLXY-KAMUD-02,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-MORIT-01,ZLXY-MORIT-01,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-OGIGI-01,ZLXY-OGIGI-01,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-RULAD-01,ZLXY-RULAD-01,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-RULAD-02,ZLXY-RULAD-02,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-SARIN-01,ZLXY-SARIN-01,1
CN,2605,TEBIB,OVKAB,W541,CN-2605-ZLXY-SARIN-02,ZLXY-SARIN-02,1
CN,2605,TEBON,TOL,A470,CN-2605-ZGOW-LAMEN-01,ZGOW-LAMEN-01,2
CN,2605,TEBON,VETIB,W155,CN-2605-LAMEN-ZGOW-01,LAMEN-ZGOW-01,5
GB,2605,TEBRA,KOPUL,L610,GB-2605-L610-3380,L610,3
GB,2605,TEBRA,PIBUX,Y4,GB-2605-Y4-17403,Y4,1
RU,2605,TEBRI,GABAL,H24,RU-2605-H24-9324,H24,276
CN,2605,TEBUS,FKG,G588,CN-2605-TEBUS-RULAD,TEBUS-RULAD,1
CN,2605,TEBUS,FKG,G588,CN-2605-TEBUS-SARIN,TEBUS-SARIN,1
CN,2605,TEBUS,FKG,G588,CN-2605-TEBUS-ZWWW-01,TEBUS-ZWWW-01,1
RU,2605,TEDKI,DENUD,H24,RU-2605-H24-12997,H24,1271
RU,2605,TEDKI,PELAP,FL055,RU-2605-FL055-2113,FL055,51
RU,2605,TEDMI,MILUN,H24,RU-2605-H24-9324,H24,533
RU,2605,TEDMI,OSNOK,H24,RU-2605-H24-20710,H24,212
RU,2605,TEDMO,OLARA,H24,RU-2605-H24-4557,H24,652
RU,2605,TEDMO,PETUK,H24,RU-2605-H24-20710,H24,630
RU,2605,TEDNA,NILET,FL055,RU-2605-FL055-2113,FL055,303
RU,2605,TEDNA,NILET,H24,RU-2605-H24-12997,H24,547
RU,2605,TEDNI,PAMKE,H24,RU-2605-H24-12997,H24,732
RU,2605,TEDNI,RIBKO,H24,RU-2605-H24-9324,H24,45
GB,2605,TEDSA,LAPRA,M604,GB-2605-M604-6416,M604,9
GB,2605,TEDSA,SONDO,M183,GB-2605-M183-5646,M183,6
RU,2605,TEGMO,BAGAL,H24,RU-2605-H24-4557,H24,242
RU,2605,TEGMO,TEMOT,FL055,RU-2605-FL055-2113,FL055,229
CN,2605,TEKAM,HCH,W4,CN-2605-ZSQD-POLHO-01,ZSQD-POLHO-01,1
CN,2605,TEKAM,IGDEG,W172,CN-2605-ZSQD-ARGUK-01,ZSQD-ARGUK-01,1
CN,2605,TEKAM,IGDEG,W172,CN-2605-ZSQD-SIMLI-01,ZSQD-SIMLI-01,1
RU,2605,TEKBO,BULAT,H24,RU-2605-H24-9324,H24,454
RU,2605,TEKBO,DIPGO,H24,RU-2605-H24-20710,H24,638
RU,2605,TEKBO,OGDAT,H24,RU-2605-H24-4557,H24,620
CN,2605,TEKIL,BELAX,G212,CN-2605-BEKOL-ZBAD-01,BEKOL-ZBAD-01,4
CN,2605,TEKIL,BELAX,G212,CN-2605-LINSO-ZBAD-01,LINSO-ZBAD-01,5
CN,2605,TEKIL,BELAX,G212,CN-2605-SAGAG-ZBAD-01,SAGAG-ZBAD-01,4
CN,2605,TEKIL,BELAX,G212,CN-2605-TEBAK-ZBAD-01,TEBAK-ZBAD-01,6
CN,2605,TEKIL,BELAX,G212,CN-2605-VHHH-ZBAD-01,VHHH-ZBAD-01,4
CN,2605,TEKIL,BELAX,G212,CN-2605-VMMC-ZBAD-01,VMMC-ZBAD-01,7
CN,2605,TEKIL,OMDEK,W85,CN-2605-LINSO-ZBTJ-02,LINSO-ZBTJ-02,7
GB,2605,TELBA,KEPAD,L151,GB-2605-L151-2091,L151,13
GB,2605,TELBA,STAFA,P18,GB-2605-P18-11229,P18,1
RU,2605,TELNA,GIRTA,H24,RU-2605-H24-12997,H24,835
CN,2605,TELOK,BIDIB,A345,CN-2605-TELOK-ZSPD-01,TELOK-ZSPD-01,1
CN,2605,TELOK,BIDIB,A345,CN-2605-TELOK-ZYTL-01,TELOK-ZYTL-01,1
RU,2605,TELOK,ERNIK,H24,RU-2605-H24-12997,H24,1183
CN,2605,TELOK,GOLOT,A345,CN-2605-TELOK-GOLOT,TELOK-GOLOT,1
CN,2605,TELOK,HLD,A345,CN-2605-TELOK-BISUN,TELOK-BISUN,1
CN,2605,TELOK,HLD,A345,CN-2605-TELOK-VASRO,TELOK-VASRO,1
CN,2605,TELOK,HLD,A345,CN-2605-TELOK-ZBLA-01,TELOK-ZBLA-01,1
CN,2605,TELOK,HLD,A345,CN-2605-TELOK-ZYCC-01,TELOK-ZYCC-01,1
CN,2605,TELOK,HLD,A345,CN-2605-TELOK-ZYHB-01,TELOK-ZYHB-01,1
CN,2605,TELOK,IKITI,A345,CN-2605-TELOK-ZBAA-01,TELOK-ZBAA-01,1
CN,2605,TELOK,KYU,A345,CN-2605-TELOK-ZYTX-01,TELOK-ZYTX-01,1
CN,2605,TELOK,MANLI,A345,CN-2605-TELOK-ZBMZ-01,TELOK-ZBMZ-01,1
RU,2605,TELOK,ULKAS,H24,RU-2605-H24-9324,H24,324
RU,2605,TELRA,DIKUD,H24,RU-2605-H24-20710,H24,521
RU,2605,TELRU,SOPTI,H24,RU-2605-H24-12997,H24,416
GB,2605,TELTU,MIDHURST,M185,GB-2605-M185-5927,M185,4
GB,2605,TELTU,MIDHURST,UM185,GB-2605-UM185-15619,UM185,4
RU,2605,TEMGA,EROBI,H24,RU-2605-H24-4557,H24,511
RU,2605,TEMGA,OLIKU,H24,RU-2605-H24-9324,H24,260
RU,2605,TEMGU,RIRLA,H24,RU-2605-H24-9324,H24,42
RU,2605,TEMOT,TUDRI,FL055,RU-2605-FL055-2113,FL055,230
RU,2605,TEMRA,ODONI,H24,RU-2605-H24-4557,H24,162
FR,2605,TEMTO,KEPER,UN741,FR-2605-UN741-3214,UN741,5
RU,2605,TEMUR,SOSNA,H24,RU-2605-H24-9324,H24,438
RU,2605,TENLA,BEKES,H24,RU-2605-H24-4557,H24,167
RU,2605,TENLA,PAREN,H24,RU-2605-H24-12997,H24,995
RU,2605,TENRI,OTPAD,H24,RU-2605-H24-12997,H24,625
GB,2605,TENSO,BELOX,L603,GB-2605-L603-2874,L603,13
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-APSMS,BEKOL-APSMS,23
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-KAMUD,BEKOL-G470-KAMUD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-RULAD,BEKOL-G470-RULAD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SARIN,BEKOL-G470-SARIN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGM,BEKOL-G470-SGM,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGM,BEKOL-G470-SGM,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGM,BEKOL-G470-SGM,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMN,BEKOL-G470-SGMN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMN,BEKOL-G470-SGMN,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMN,BEKOL-G470-SGMN,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRK,BEKOL-G470-SGMRK,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRK,BEKOL-G470-SGMRK,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRK,BEKOL-G470-SGMRK,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRK,BEKOL-G470-SGMRK,38
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRK,BEKOL-G470-SGMRK,53
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRN,BEKOL-G470-SGMRN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRN,BEKOL-G470-SGMRN,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRN,BEKOL-G470-SGMRN,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SGMRN,BEKOL-G470-SGMRN,38
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SM,BEKOL-G470-SM,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SM,BEKOL-G470-SM,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRK,BEKOL-G470-SRK,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRK,BEKOL-G470-SRK,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRK,BEKOL-G470-SRK,31
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRKL,BEKOL-G470-SRKL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRKL,BEKOL-G470-SRKL,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRKL,BEKOL-G470-SRKL,31
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRKL,BEKOL-G470-SRKL,46
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRL,BEKOL-G470-SRL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRL,BEKOL-G470-SRL,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470-SRL,BEKOL-G470-SRL,31
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRK,BEKOL-G470/L888-SGMRK,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRK,BEKOL-G470/L888-SGMRK,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRK,BEKOL-G470/L888-SGMRK,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRK,BEKOL-G470/L888-SGMRK,38
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRK,BEKOL-G470/L888-SGMRK,48
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRN,BEKOL-G470/L888-SGMRN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRN,BEKOL-G470/L888-SGMRN,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRN,BEKOL-G470/L888-SGMRN,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SGMRN,BEKOL-G470/L888-SGMRN,38
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRK,BEKOL-G470/L888-SRK,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRK,BEKOL-G470/L888-SRK,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRK,BEKOL-G470/L888-SRK,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRKL,BEKOL-G470/L888-SRKL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRKL,BEKOL-G470/L888-SRKL,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRKL,BEKOL-G470/L888-SRKL,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRKL,BEKOL-G470/L888-SRKL,35
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRL,BEKOL-G470/L888-SRL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRL,BEKOL-G470/L888-SRL,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/L888-SRL,BEKOL-G470/L888-SRL,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRK,BEKOL-G470/Y1-SGMRK,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRK,BEKOL-G470/Y1-SGMRK,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRK,BEKOL-G470/Y1-SGMRK,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRK,BEKOL-G470/Y1-SGMRK,38
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRK,BEKOL-G470/Y1-SGMRK,48
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRN,BEKOL-G470/Y1-SGMRN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRN,BEKOL-G470/Y1-SGMRN,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRN,BEKOL-G470/Y1-SGMRN,30
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SGMRN,BEKOL-G470/Y1-SGMRN,38
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SRKL,BEKOL-G470/Y1-SRKL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SRKL,BEKOL-G470/Y1-SRKL,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SRKL,BEKOL-G470/Y1-SRKL,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SRKL,BEKOL-G470/Y1-SRKL,35
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SRL,BEKOL-G470/Y1-SRL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SRL,BEKOL-G470/Y1-SRL,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-G470/Y1-SRL,BEKOL-G470/Y1-SRL,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-GOPTO,BEKOL-GOPTO,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-KAMUD,BEKOL-KAMUD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-L888-RULAD,BEKOL-L888-RULAD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-MN,BEKOL-MN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-MORIT,BEKOL-MORIT,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-RULAD,BEKOL-RULAD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SARIN,BEKOL-SARIN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SGM,BEKOL-SGM,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SGM,BEKOL-SGM,14
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SGM,BEKOL-SGM,27
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SGMN,BEKOL-SGMN,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SGMN,BEKOL-SGMN,14
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SGMN,BEKOL-SGMN,27
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SRKL,BEKOL-SRKL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SRKL,BEKOL-SRKL,14
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SRKL,BEKOL-SRKL,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SRKL,BEKOL-SRKL,38
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SRL,BEKOL-SRL,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SRL,BEKOL-SRL,14
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-SRL,BEKOL-SRL,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-Y1-KAMUD,BEKOL-Y1-KAMUD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-Y1-RULAD,BEKOL-Y1-RULAD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-Y1-SRK,BEKOL-Y1-SRK,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-Y1-SRK,BEKOL-Y1-SRK,16
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-Y1-SRK,BEKOL-Y1-SRK,26
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-ZGKL-01,BEKOL-ZGKL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-ZLXY-01,BEKOL-ZLXY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-ZLXY-02,BEKOL-ZLXY-02,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-ZUCK-01,BEKOL-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-ZUGY-01,BEKOL-ZUGY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-ZUTF-01,BEKOL-ZUTF-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-BEKOL-ZUUU-01,BEKOL-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCKH-ZGKL-01,RCKH-ZGKL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCKH-ZUCK-01,RCKH-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCKH-ZUGY-01,RCKH-ZUGY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCKH-ZUUU-01,RCKH-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCMQ-ZUCK-01,RCMQ-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCMQ-ZUUU-01,RCMQ-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCSS-ZUCK-01,RCSS-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCSS-ZUTF-01,RCSS-ZUTF-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCSS-ZUUU-01,RCSS-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCTP-ZGKL-01,RCTP-ZGKL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCTP-ZLXN-01,RCTP-ZLXN-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCTP-ZUCK-01,RCTP-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCTP-ZUGY-01,RCTP-ZUGY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCTP-ZUTF-01,RCTP-ZUTF-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCTP-ZUUU-01,RCTP-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCYU-ZGKL-01,RCYU-ZGKL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCYU-ZUCK-01,RCYU-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCYU-ZUGY-01,RCYU-ZUGY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-RCYU-ZUUU-01,RCYU-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZGKL-01,VHHH-ZGKL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZLLL-01,VHHH-ZLLL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZLXY-01,VHHH-ZLXY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZUCK-01,VHHH-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZUGY-01,VHHH-ZUGY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZUTF-01,VHHH-ZUTF-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZUUU-01,VHHH-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZWWW-01,VHHH-ZWWW-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VHHH-ZWWW-02,VHHH-ZWWW-02,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-MORIT,VMMC-MORIT,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-RULAD,VMMC-RULAD,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZGKL-01,VMMC-ZGKL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZLLL-01,VMMC-ZLLL-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZLXY-01,VMMC-ZLXY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZUCK-01,VMMC-ZUCK-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZUCK-02,VMMC-ZUCK-02,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZUGY-01,VMMC-ZUGY-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZUTF-01,VMMC-ZUTF-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZUUU-01,VMMC-ZUUU-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-VMMC-ZWWW-01,VMMC-ZWWW-01,3
CN,2605,TEPID,OSNOV,W24,CN-2605-ZGSZ-GOPTO-01,ZGSZ-GOPTO-01,2
CN,2605,TEPID,OSNOV,W24,CN-2605-ZGSZ-GOPTO-02,ZGSZ-GOPTO-02,2
CN,2605,TEPID,OSNOV,W24,CN-2605-ZGSZ-MORIT-01,ZGSZ-MORIT-01,2
CN,2605,TEPID,OSNOV,W24,CN-2605-ZGSZ-RULAD-01,ZGSZ-RULAD-01,2
CN,2605,TEPID,OSNOV,W24,CN-2605-ZGSZ-SARIN-01,ZGSZ-SARIN-01,2
CN,2605,TEPID,OSNOV,W24,CN-2605-ZGSZ-SARIN-02,ZGSZ-SARIN-02,2
CN,2605,TEPID,OSNOV,W24,CN-2605-ZGSZ-SARIN-03,ZGSZ-SARIN-03,2
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ARGUK,VMMC-ARGUK,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-BISUN,VMMC-BISUN,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-GOLOT,VMMC-GOLOT,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-TOMUK,VMMC-TOMUK,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZBAA-01,VMMC-ZBAA-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZBAD-01,VMMC-ZBAD-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZBSJ-01,VMMC-ZBSJ-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZBTJ-01,VMMC-ZBTJ-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZBYN-01,VMMC-ZBYN-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZGHA-01,VMMC-ZGHA-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZHCC-01,VMMC-ZHCC-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZHHH-01,VMMC-ZHHH-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZSOF-01,VMMC-ZSOF-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZYHB-01,VMMC-ZYHB-01,3
CN,2605,TEPID,YIN,W22,CN-2605-VMMC-ZYTX-01,VMMC-ZYTX-01,3
CN,2605,TEPID,YIN,W22,CN-2605-ZGSZ-ARGUK-01,ZGSZ-ARGUK-01,2
CN,2605,TEPID,YIN,W22,CN-2605-ZGSZ-BISUN-01,ZGSZ-BISUN-01,2
CN,2605,TEPID,YIN,W22,CN-2605-ZGSZ-INTIK-01,ZGSZ-INTIK-01,2
CN,2605,TEPID,YIN,W22,CN-2605-ZGSZ-NIXAL-01,ZGSZ-NIXAL-01,2
CN,2605,TEPID,YIN,W22,CN-2605-ZGSZ-POLHO-01,ZGSZ-POLHO-01,2
CN,2605,TEPID,YIN,W22,CN-2605-ZGSZ-SIMLI-01,ZGSZ-SIMLI-01,2
RU,2605,TEPIN,RABID,H24,RU-2605-H24-4557,H24,470
RU,2605,TEPIN,SUDON,H24,RU-2605-H24-12997,H24,843
FR,2605,TEPRA,NORMI,UN867,FR-2605-UN867-3484,UN867,1
FR,2605,TEPRA,NORMI,UN873,FR-2605-UN873-3628,UN873,1
FR,2605,TEPRA,YURZI,UL14,FR-2605-UL14-2167,UL14,1
FR,2605,TEPRI,POGZI,UN491,FR-2605-UN491-3123,UN491,10
RU,2605,TERBO,LEKBI,H24,RU-2605-H24-9324,H24,142
RU,2605,TERDI,RUBEK,H24,RU-2605-H24-20710,H24,293
RU,2605,TERDI,UMDIG,H24,RU-2605-H24-12997,H24,170
FR,2605,TEREZ,OPALE,J19,FR-2605-J19-1940,J19,2
GB,2605,TERKO,SABER,M40,GB-2605-M40-4855,M40,4
GB,2605,TERKO,SIRGO,L179,GB-2605-L179-2417,L179,6
FR,2605,TERPO,AKEMO,UN461,FR-2605-UN461-3042,UN461,1
FR,2605,TERPO,EPINALMIRECOURT,UN490,FR-2605-UN490-3112,UN490,1
FR,2605,TERPO,ERIGA,UN872,FR-2605-UN872-3578,UN872,7
FR,2605,TERPO,GODAN,UP87,FR-2605-UP87-3711,UP87,3
FR,2605,TERPO,RINSO,UN867,FR-2605-UN867-3484,UN867,4
FR,2605,TERPO,USODA,UM616,FR-2605-UM616-2559,UM616,2
FR,2605,TERPO,UVUDO,UN862,FR-2605-UN862-3430,UN862,4
CN,2605,TESIG,BZ,A470,CN-2605-ZSNJ-RCKH-01,ZSNJ-RCKH-01,1
CN,2605,TESIG,BZ,A470,CN-2605-ZSNJ-RCMQ-01,ZSNJ-RCMQ-01,1
CN,2605,TESIG,BZ,A470,CN-2605-ZSNJ-RCTP-01,ZSNJ-RCTP-01,1
CN,2605,TESIG,BZ,A470,CN-2605-ZSNJ-RCYU-01,ZSNJ-RCYU-01,1
