region_code,aip_cycle,from_fix,to_fix,airway,route_id,route_code,leg_sequence
SG,2605,10DMEPU,PU,B469,SG-2605-B469-269,B469,8
SG,2605,20DMEPU,VTK,B338,SG-2605-B338-207,B338,2
SG,2605,30DMEPU,AKOMA,B469,SG-2605-B469-269,B469,6
SG,2605,30VTK,VTK,G219,SG-2605-G219-429,G219,2
SG,2605,35DMESJ,LELIB,A464,SG-2605-A464-87,A464,2
GB,2605,524757N0004834W,532003N0013042W,UN601,GB-2605-UN601-16131,UN601,16
GB,2605,530016N0010043W,522632N0003702W,UN601,GB-2605-UN601-16131,UN601,19
GB,2605,532003N0013042W,532012N0011840W,UN601,GB-2605-UN601-16131,UN601,17
GB,2605,532012N0011840W,530016N0010043W,UN601,GB-2605-UN601-16131,UN601,18
GB,2605,532845N0013215W,533142N0010734W,Y70,GB-2605-Y70-17805,Y70,18
GB,2605,533109N0010751W,534402N0012252W,Y70,GB-2605-Y70-17805,Y70,20
GB,2605,533142N0010734W,533109N0010751W,Y70,GB-2605-Y70-17805,Y70,19
GB,2605,533835N0013503W,53462698N001193700W,Y70,GB-2605-Y70-17805,Y70,15
GB,2605,53412782N001035797W,532845N0013215W,Y70,GB-2605-Y70-17805,Y70,17
GB,2605,534402N0012252W,534007N0011937W,Y70,GB-2605-Y70-17805,Y70,21
GB,2605,53462698N001193700W,53412782N001035797W,Y70,GB-2605-Y70-17805,Y70,16
SG,2605,90DMEPU,BIKTA,B469,SG-2605-B469-269,B469,3
RU,2605,ABABO,OLOPI,H24,RU-2605-H24-12997,H24,906
RU,2605,ABAGA,GIKSI,H24,RU-2605-H24-12997,H24,1202
RU,2605,ABAGA,NESPA,H24,RU-2605-H24-9324,H24,594
RU,2605,ABAGI,BANAM,H24,RU-2605-H24-12997,H24,633
RU,2605,ABAGI,PISAR,H24,RU-2605-H24-4307,H24,11
RU,2605,ABAGI,TAKIB,H24,RU-2605-H24-20710,H24,438
RU,2605,ABALI,GITEK,H24,RU-2605-H24-20710,H24,207
RU,2605,ABALI,KEROM,H24,RU-2605-H24-9324,H24,579
RU,2605,ABATA,BEPIN,H24,RU-2605-H24-12997,H24,576
RU,2605,ABATA,RUNON,H24,RU-2605-H24-4557,H24,458
FR,2605,ABBEVILLE,ATREX,J19,FR-2605-J19-1940,J19,4
FR,2605,ABBEVILLE,DEVAL,UN29,FR-2605-UN29-2868,UN29,4
FR,2605,ABBEVILLE,DIMAL,T11,FR-2605-T11-4613,T11,24
FR,2605,ABBEVILLE,KUNAV,UM989,FR-2605-UM989-2848,UM989,4
FR,2605,ABBEVILLE,OBIVA,R50,FR-2605-R50-4316,R50,2
GB,2605,ABBEW,DAWLY,N864,GB-2605-N864-9844,N864,3
RU,2605,ABDAD,PEMON,H24,RU-2605-H24-4557,H24,448
RU,2605,ABDID,BAGUP,H24,RU-2605-H24-20710,H24,576
FR,2605,ABDIL,MEDOK,R161,FR-2605-R161-4519,R161,11
FR,2605,ABDIL,TUPOX,T43,FR-2605-T43-4854,T43,5
RU,2605,ABDIR,NAMOL,H24,RU-2605-H24-9324,H24,635
RU,2605,ABDIR,ORTOD,H24,RU-2605-H24-12997,H24,403
RU,2605,ABDIS,TIRET,H24,RU-2605-H24-20710,H24,146
RU,2605,ABDIS,VALIK,H24,RU-2605-H24-12997,H24,738
RU,2605,ABDOL,LOPRA,H24,RU-2605-H24-20710,H24,584
FR,2605,ABDOS,SANCE,R31,FR-2605-R31-4272,R31,3
FR,2605,ABDOS,VEROS,G54,FR-2605-G54-1508,G54,4
RU,2605,ABEBI,OLUGA,H24,RU-2605-H24-12997,H24,613
GB,2605,ABEDA,BANEM,P155,GB-2605-P155-12127,P155,2
RU,2605,ABELO,NETLU,H24,RU-2605-H24-9324,H24,19
RU,2605,ABELO,URMAN,H24,RU-2605-H24-12997,H24,1065
RU,2605,ABELU,OKLEK,H24,RU-2605-H24-20710,H24,603
GB,2605,ABERDEEN,NANEV,Y904,GB-2605-Y904-18638,Y904,1
GB,2605,ABERDEEN,OSLEL,P600,GB-2605-P600-12252,P600,18
GB,2605,ABERDEEN,PETOX,Y905,GB-2605-Y905-18678,Y905,1
RU,2605,ABERI,KUNER,H24,RU-2605-H24-4557,H24,339
RU,2605,ABERI,LUKEL,H24,RU-2605-H24-9324,H24,245
RU,2605,ABESA,LUMER,H24,RU-2605-H24-12997,H24,410
GB,2605,ABEVI,INPIP,N601,GB-2605-N601-9020,N601,17
RU,2605,ABGAR,ULKAM,H24,RU-2605-H24-4557,H24,122
RU,2605,ABGEL,SOTEN,H24,RU-2605-H24-9324,H24,658
GB,2605,ABGEP,RULAV,Q36,GB-2605-Q36-12648,Q36,5
RU,2605,ABGER,SUROL,H24,RU-2605-H24-4557,H24,32
RU,2605,ABGIL,LARTU,H24,RU-2605-H24-4557,H24,21
RU,2605,ABGIR,OTLIM,H24,RU-2605-H24-12997,H24,987
RU,2605,ABGUL,INPIL,H24,RU-2605-H24-9324,H24,572
RU,2605,ABGUL,PERMBOLSHOESAVINO,H24,RU-2605-H24-4557,H24,363
FR,2605,ABILI,UGLET,Q226,FR-2605-Q226-3871,Q226,9
RU,2605,ABINA,VALDA,H24,RU-2605-H24-9324,H24,167
RU,2605,ABINU,OSKIT,H24,RU-2605-H24-4557,H24,810
RU,2605,ABIPA,DIKDA,H24,RU-2605-H24-9324,H24,501
RU,2605,ABITI,LUKAS,H24,RU-2605-H24-4557,H24,590
RU,2605,ABK,BEKPU,H24,RU-2605-H24-12997,H24,325
GB,2605,ABKAT,GASKO,P18,GB-2605-P18-11229,P18,8
GB,2605,ABKIM,SOUTHAMPTON,L620,GB-2605-L620-3943,L620,5
RU,2605,ABKOS,OLNUP,H24,RU-2605-H24-9324,H24,96
FR,2605,ABLAK,ABILI,Q226,FR-2605-Q226-3871,Q226,8
FR,2605,ABLAK,MOTIM,P856,FR-2605-P856-3741,P856,1
RU,2605,ABLAS,ROMIP,H24,RU-2605-H24-4557,H24,320
RU,2605,ABLEB,UGNOR,H24,RU-2605-H24-4557,H24,492
RU,2605,ABLES,BIKBA,H24,RU-2605-H24-20710,H24,15
RU,2605,ABLIK,ABDOL,H24,RU-2605-H24-20710,H24,583
GB,2605,ABLIN,IRKUM,L18,GB-2605-L18-1112,L18,14
RU,2605,ABLOG,OGURA,H24,RU-2605-H24-4557,H24,842
RU,2605,ABLOR,GEPLA,H24,RU-2605-H24-12997,H24,1063
RU,2605,ABLOR,KUDED,H24,RU-2605-H24-4557,H24,406
RU,2605,ABMAG,OTRIT,H24,RU-2605-H24-12997,H24,1172
RU,2605,ABMIS,BAMIR,H24,RU-2605-H24-12997,H24,668
RU,2605,ABMOM,LUNOM,H24,RU-2605-H24-20710,H24,642
RU,2605,ABMOM,RONUM,H24,RU-2605-H24-4557,H24,730
RU,2605,ABMUD,IRKEM,H24,RU-2605-H24-9324,H24,90
RU,2605,ABMUD,LURIM,H24,RU-2605-H24-20710,H24,190
RU,2605,ABNAB,OTVOV,FL055,RU-2605-FL055-2113,FL055,48
RU,2605,ABNAB,TIGNU,H24,RU-2605-H24-12997,H24,286
RU,2605,ABNOK,UNVIN,H24,RU-2605-H24-20710,H24,400
RU,2605,ABNOL,KUGEK,H24,RU-2605-H24-4557,H24,576
RU,2605,ABNOL,OKMIT,H24,RU-2605-H24-12997,H24,272
RU,2605,ABNOT,KR,H24,RU-2605-H24-12997,H24,28
RU,2605,ABNUK,ZADAK,H24,RU-2605-H24-12997,H24,749
RU,2605,ABNUS,MARAM,H24,RU-2605-H24-20710,H24,503
RU,2605,ABNUS,OKROD,FL055,RU-2605-FL055-2113,FL055,285
RU,2605,ABOBA,NUGBI,H24,RU-2605-H24-12997,H24,1118
RU,2605,ABOBA,TITEN,H24,RU-2605-H24-20710,H24,85
RU,2605,ABODI,DETEG,H24,RU-2605-H24-12997,H24,1125
RU,2605,ABOKI,AMEDO,H24,RU-2605-H24-20710,H24,91
RU,2605,ABOKI,LANEP,H24,RU-2605-H24-9324,H24,725
RU,2605,ABOMA,DIVIL,H24,RU-2605-H24-12997,H24,1026
RU,2605,ABOMA,NIKTU,FL055,RU-2605-FL055-2113,FL055,155
RU,2605,ABOSU,ODNUS,H24,RU-2605-H24-12997,H24,861
RU,2605,ABREL,UMKAN,H24,RU-2605-H24-12997,H24,466
RU,2605,ABRES,LUTEM,H24,RU-2605-H24-4557,H24,260
RU,2605,ABROG,NEGEK,H24,RU-2605-H24-12997,H24,372
GB,2605,ABSAV,AVANT,L980,GB-2605-L980-4339,L980,4
FR,2605,ABSIE,LUGEN,G54,FR-2605-G54-1508,G54,11
FR,2605,ABSIE,LUGEN,R66,FR-2605-R66-4371,R66,12
GB,2605,ABSUN,BELZU,N34,GB-2605-N34-7626,N34,2
RU,2605,ABTAS,INBUK,H24,RU-2605-H24-12997,H24,605
RU,2605,ABTAS,NUTKI,H24,RU-2605-H24-20710,H24,298
GB,2605,ABTOS,ESHIN,N110,GB-2605-N110-8630,N110,2
GB,2605,ABTOS,OTBED,Y70,GB-2605-Y70-17805,Y70,4
CN,2605,ABTUB,PK,A593,CN-2605-ZSJN-LAMEN-01,ZSJN-LAMEN-01,1
CN,2605,ABTUB,PK,A593,CN-2605-ZSJN-RCKH-01,ZSJN-RCKH-01,1
CN,2605,ABTUB,PK,A593,CN-2605-ZSJN-RCMQ-01,ZSJN-RCMQ-01,1
CN,2605,ABTUB,PK,A593,CN-2605-ZSJN-RCTP-01,ZSJN-RCTP-01,1
CN,2605,ABTUB,PK,A593,CN-2605-ZSJN-RCYU-01,ZSJN-RCYU-01,1
CN,2605,ABTUD,GUTGO,W227,CN-2605-TEBAK-ZSCN-01,TEBAK-ZSCN-01,3
GB,2605,ABTUM,NONVA,M84,GB-2605-M84-4968,M84,2
FR,2605,ABULO,VERMA,T345,FR-2605-T345-5191,T345,4
RU,2605,ABURI,AGNOK,H24,RU-2605-H24-9324,H24,684
RU,2605,ABUTO,BERUN,H24,RU-2605-H24-12997,H24,622
RU,2605,ABUTO,KUBOK,H24,RU-2605-H24-4557,H24,646
RU,2605,ABUTO,LODKU,H24,RU-2605-H24-4307,H24,4
RU,2605,ABUTO,PIMEN,H24,RU-2605-H24-9324,H24,111
RU,2605,ABUTO,UNIGA,FL055,RU-2605-FL055-2113,FL055,91
CN,2605,ABVIL,TXN,G204,CN-2605-LAMEN-ZSTX-01,LAMEN-ZSTX-01,6
GB,2605,ABWIV,UBCAM,N862,GB-2605-N862-9599,N862,8
GB,2605,ACCAQ,FADZU,L9,GB-2605-L9-157,L9,20
GB,2605,ACCOP,BIFCU,P16,GB-2605-P16-10836,P16,10
FR,2605,ADABI,POITIERSBIARD,R66,FR-2605-R66-4371,R66,9
RU,2605,ADABU,KEROM,FL055,RU-2605-FL055-2113,FL055,130
FR,2605,ADADA,AGOPA,R66,FR-2605-R66-4371,R66,19
RU,2605,ADAGI,ENIGO,H24,RU-2605-H24-4557,H24,599
RU,2605,ADANU,GIMAK,H24,RU-2605-H24-12997,H24,314
RU,2605,ADANU,ULRES,H24,RU-2605-H24-9324,H24,210
CN,2605,ADBAG,GULOT,A599,CN-2605-KATBO-ZPLJ-01,KATBO-ZPLJ-01,2
CN,2605,ADBAG,KATBO,R471,CN-2605-MORIT-KATBO,MORIT-KATBO,4
CN,2605,ADBAG,KATBO,R471,CN-2605-ZBDS-KATBO-01,ZBDS-KATBO-01,4
CN,2605,ADBAG,KATBO,R471,CN-2605-ZGDY-KATBO-01,ZGDY-KATBO-01,6
CN,2605,ADBAG,KATBO,R471,CN-2605-ZLIC-KATBO-01,ZLIC-KATBO-01,5
CN,2605,ADBAG,KATBO,R471,CN-2605-ZLLL-KATBO-01,ZLLL-KATBO-01,4
CN,2605,ADBAG,KATBO,R471,CN-2605-ZLXY-KATBO-01,ZLXY-KATBO-01,5
CN,2605,ADBAG,KATBO,R471,CN-2605-ZPLJ-KATBO-01,ZPLJ-KATBO-01,4
CN,2605,ADBAG,KATBO,R471,CN-2605-ZPPP-KATBO-01,ZPPP-KATBO-01,2
CN,2605,ADBAG,KATBO,R471,CN-2605-ZUCK-KATBO-01,ZUCK-KATBO-01,4
CN,2605,ADBAG,KATBO,R471,CN-2605-ZUGY-KATBO-01,ZUGY-KATBO-01,5
CN,2605,ADBAG,KATBO,R471,CN-2605-ZUTF-KATBO-01,ZUTF-KATBO-01,3
CN,2605,ADBAG,KATBO,R471,CN-2605-ZUUU-KATBO-01,ZUUU-KATBO-01,3
CN,2605,ADBAG,LXI,A599,CN-2605-KATBO-ZPPP-01,KATBO-ZPPP-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-MORIT,KATBO-MORIT,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZBDS-01,KATBO-ZBDS-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZGDY-01,KATBO-ZGDY-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZLIC-01,KATBO-ZLIC-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZLLL-01,KATBO-ZLLL-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZLXY-01,KATBO-ZLXY-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZUCK-01,KATBO-ZUCK-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZUGY-01,KATBO-ZUGY-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZUTF-01,KATBO-ZUTF-01,2
CN,2605,ADBAG,SGM,A599,CN-2605-KATBO-ZUUU-01,KATBO-ZUUU-01,2
CN,2605,ADBES,AGVUR,B215,CN-2605-ZBSJ-INTIK-01,ZBSJ-INTIK-01,1
CN,2605,ADBES,AGVUR,B215,CN-2605-ZBSJ-NIXAL-01,ZBSJ-NIXAL-01,1
CN,2605,ADBES,KAPDO,B215,CN-2605-ZBSJ-LINSO-01,ZBSJ-LINSO-01,1
CN,2605,ADBES,KAPDO,B215,CN-2605-ZBSJ-SAGAG-01,ZBSJ-SAGAG-01,1
RU,2605,ADELI,BAMUS,H24,RU-2605-H24-12997,H24,850
GB,2605,ADELU,BOLBI,L60,GB-2605-L60-1615,L60,11
RU,2605,ADEMA,LUREG,H24,RU-2605-H24-4557,H24,391
GB,2605,ADGEG,EZTIM,UM185,GB-2605-UM185-15619,UM185,11
CN,2605,ADGOL,XSH,W50,CN-2605-AGAVO-TEBAK,AGAVO-TEBAK,7
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZGDY-01,LAMEN-ZGDY-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZGHA-01,LAMEN-ZGHA-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZGKL-01,LAMEN-ZGKL-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZGNN-01,LAMEN-ZGNN-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZHEC-01,LAMEN-ZHEC-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZHHH-01,LAMEN-ZHHH-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZHYC-01,LAMEN-ZHYC-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZPPP-01,LAMEN-ZPPP-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZSCN-01,LAMEN-ZSCN-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZSCN-02,LAMEN-ZSCN-02,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZUCK-01,LAMEN-ZUCK-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZUGY-01,LAMEN-ZUGY-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZUTF-01,LAMEN-ZUTF-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-LAMEN-ZUUU-01,LAMEN-ZUUU-01,5
CN,2605,ADGOL,XSH,W50,CN-2605-RCKH-ZHHH-01,RCKH-ZHHH-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCKH-ZSCN-01,RCKH-ZSCN-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCNN-ZHHH-01,RCNN-ZHHH-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCSS-ZHHH-01,RCSS-ZHHH-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCTP-ZGDY-01,RCTP-ZGDY-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCTP-ZHHH-01,RCTP-ZHHH-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCTP-ZSCN-01,RCTP-ZSCN-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCYU-ZHHH-01,RCYU-ZHHH-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-RCYU-ZSCN-01,RCYU-ZSCN-01,8
CN,2605,ADGOL,XSH,W50,CN-2605-SADLI-SAGAG,SADLI-SAGAG,5
CN,2605,ADGOL,XSH,W50,CN-2605-SADLI-WHA-LINSO,SADLI-WHA-LINSO,5
CN,2605,ADGOL,XSH,W50,CN-2605-SADLI-WHA-TEBAK,SADLI-WHA-TEBAK,5
CN,2605,ADGOL,XSH,W50,CN-2605-ZSHC-LINSO-01,ZSHC-LINSO-01,6
CN,2605,ADGOL,XSH,W50,CN-2605-ZSNB-LINSO-01,ZSNB-LINSO-01,9
CN,2605,ADGOL,XSH,W50,CN-2605-ZSNT-LINSO-01,ZSNT-LINSO-01,7
CN,2605,ADGOL,XSH,W50,CN-2605-ZSNT-TEBAK-01,ZSNT-TEBAK-01,7
CN,2605,ADGOL,XSH,W50,CN-2605-ZSPD-LINSO-01,ZSPD-LINSO-01,6
CN,2605,ADGOL,XSH,W50,CN-2605-ZSPD-TEBAK-01,ZSPD-TEBAK-01,6
CN,2605,ADGOL,XSH,W50,CN-2605-ZSSH-TAMOT-01,ZSSH-TAMOT-01,7
CN,2605,ADGOL,XSH,W50,CN-2605-ZSSH-TEBAK-01,ZSSH-TEBAK-01,7
CN,2605,ADGOL,XSH,W50,CN-2605-ZSSS-LINSO-01,ZSSS-LINSO-01,6
CN,2605,ADGOL,XSH,W50,CN-2605-ZSSS-TEBAK-01,ZSSS-TEBAK-01,6
CN,2605,ADGOL,XSH,W50,CN-2605-ZSYA-LINSO-01,ZSYA-LINSO-01,6
CN,2605,ADGOL,XSH,W50,CN-2605-ZSYA-TEBAK-01,ZSYA-TEBAK-01,6
GB,2605,ADHAV,BANBA,N30,GB-2605-N30-7590,N30,1
GB,2605,ADHAV,ENJEX,P70,GB-2605-P70-11711,P70,2
GB,2605,ADHAV,GUBJE,N24,GB-2605-N24-7483,N24,1
RU,2605,ADIBI,LISBI,H24,RU-2605-H24-4557,H24,797
RU,2605,ADIMA,TEBGI,H24,RU-2605-H24-9324,H24,490
RU,2605,ADIMU,ARKON,H24,RU-2605-H24-12997,H24,19
RU,2605,ADINA,BANUR,FL055,RU-2605-FL055-2113,FL055,182
RU,2605,ADINU,LIKPA,H24,RU-2605-H24-20710,H24,179
RU,2605,ADIRI,MISOR,H24,RU-2605-H24-12997,H24,1210
RU,2605,ADITO,SOKMU,H24,RU-2605-H24-12997,H24,229
GB,2605,ADKIK,NULGU,N19,GB-2605-N19-7368,N19,1
GB,2605,ADKIK,OSNUG,N514,GB-2605-N514-8719,N514,1
RU,2605,ADKOL,DIKEP,H24,RU-2605-H24-12997,H24,447
RU,2605,ADLAB,ALOPU,H24,RU-2605-H24-12997,H24,527
RU,2605,ADLAB,GOBKA,H24,RU-2605-H24-9324,H24,92
RU,2605,ADLAB,INDEB,H24,RU-2605-H24-20710,H24,566
RU,2605,ADLAT,MOMES,H24,RU-2605-H24-12997,H24,1020
RU,2605,ADLIN,GIPEN,H24,RU-2605-H24-20710,H24,22
RU,2605,ADLIN,NEPEN,FL055,RU-2605-FL055-2113,FL055,261
RU,2605,ADLIN,OKBIR,H24,RU-2605-H24-12997,H24,588
GB,2605,ADLOG,DESNA,M185,GB-2605-M185-5927,M185,2
GB,2605,ADLOG,DESNA,UM185,GB-2605-UM185-15619,UM185,2
RU,2605,ADMES,OBIRU,H24,RU-2605-H24-20710,H24,182
GB,2605,ADMIS,POTON,L608,GB-2605-L608-3228,L608,4
GB,2605,ADMIS,TEDSA,M183,GB-2605-M183-5646,M183,5
RU,2605,ADMON,GUDES,H24,RU-2605-H24-12997,H24,818
RU,2605,ADMON,NUMTA,H24,RU-2605-H24-20710,H24,390
RU,2605,ADMUL,ROKUR,H24,RU-2605-H24-20710,H24,324
RU,2605,ADMUR,UNEKI,H24,RU-2605-H24-12997,H24,1037
RU,2605,ADNEL,GIKSA,H24,RU-2605-H24-4557,H24,507
RU,2605,ADNET,EMGER,H24,RU-2605-H24-9324,H24,1
RU,2605,ADOBA,AKTAS,H24,RU-2605-H24-4557,H24,675
RU,2605,ADOBA,LANBI,H24,RU-2605-H24-12997,H24,486
RU,2605,ADOGI,NELUM,H24,RU-2605-H24-12997,H24,665
RU,2605,ADOKU,BEKIP,H24,RU-2605-H24-20710,H24,651
RU,2605,ADOLI,LEMRI,H24,RU-2605-H24-4557,H24,329
RU,2605,ADOSU,UMSUR,H24,RU-2605-H24-4557,H24,759
RU,2605,ADOTA,DELUL,H24,RU-2605-H24-20710,H24,550
RU,2605,ADOTA,OSNAN,H24,RU-2605-H24-12997,H24,10
RU,2605,ADOTI,BAGOG,H24,RU-2605-H24-12997,H24,799
RU,2605,ADOTI,PIBOL,H24,RU-2605-H24-4557,H24,788
CN,2605,ADPET,DAKPA,W188,CN-2605-GOPTO-ZGSZ-02,GOPTO-ZGSZ-02,2
CN,2605,ADPET,DAKPA,W188,CN-2605-GOPTO-ZPPP-01,GOPTO-ZPPP-01,2
CN,2605,ADPET,DAKPA,W188,CN-2605-GOPTO-ZUUU-02,GOPTO-ZUUU-02,2
CN,2605,ADPET,DAKPA,W188,CN-2605-SG-G470-TAMOT,SG-G470-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SG-G470-VHHH,SG-G470-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGM-G470-TAMOT,SGM-G470-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGM-G470-VHHH,SGM-G470-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMN-G470-TAMOT,SGMN-G470-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMN-G470-VHHH,SGMN-G470-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMN-VHHH,SGMN-VHHH,10
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRK-G470-TAMOT,SGMRK-G470-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRK-G470-VHHH,SGMRK-G470-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRK-G470/L888-TAMOT,SGMRK-G470/L888-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRK-G470/L888-VHHH,SGMRK-G470/L888-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRK-G470/Y1-TAMOT,SGMRK-G470/Y1-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRK-G470/Y1-VHHH,SGMRK-G470/Y1-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRN-G470-TAMOT,SGMRN-G470-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRN-G470-VHHH,SGMRN-G470-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRN-G470/L888-TAMOT,SGMRN-G470/L888-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRN-G470/L888-VHHH,SGMRN-G470/L888-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRN-G470/Y1-TAMOT,SGMRN-G470/Y1-TAMOT,11
CN,2605,ADPET,DAKPA,W188,CN-2605-SGMRN-G470/Y1-VHHH,SGMRN-G470/Y1-VHHH,11
CN,2605,ADPET,DAKPA,W188,CN-2605-ZWWW-SAGAG-02,ZWWW-SAGAG-02,2
CN,2605,ADPET,DAKPA,W188,CN-2605-ZWWW-VHHH-01,ZWWW-VHHH-01,2
CN,2605,ADPET,DAKPA,W188,CN-2605-ZWWW-VMMC-01,ZWWW-VMMC-01,2
CN,2605,ADPET,GOPTO,B206,CN-2605-BEKOL-GOPTO,BEKOL-GOPTO,12
CN,2605,ADPET,GOPTO,B206,CN-2605-BEKOL-SGM,BEKOL-SGM,23
CN,2605,ADPET,GOPTO,B206,CN-2605-BEKOL-SGMN,BEKOL-SGMN,23
CN,2605,ADPET,GOPTO,B206,CN-2605-ZGSZ-GOPTO-02,ZGSZ-GOPTO-02,11
CN,2605,ADPET,GOPTO,B206,CN-2605-ZPPP-GOPTO-01,ZPPP-GOPTO-01,8
CN,2605,ADPET,GOPTO,B206,CN-2605-ZUUU-GOPTO-02,ZUUU-GOPTO-02,7
CN,2605,ADPET,GOPTO,B206,CN-2605-ZWWW-GOPTO-01,ZWWW-GOPTO-01,2
CN,2605,ADPET,LIKMI,W188,CN-2605-GOPTO-TAMOT,GOPTO-TAMOT,2
CN,2605,ADPET,LIKMI,W188,CN-2605-GOPTO-TEBAK,GOPTO-TEBAK,2
CN,2605,ADPET,LIKMI,W188,CN-2605-GOPTO-VHHH,GOPTO-VHHH,2
CN,2605,ADPET,LIKMI,W188,CN-2605-SGM-TAMOT,SGM-TAMOT,10
CN,2605,ADPET,LIKMI,W188,CN-2605-SGM-VHHH,SGM-VHHH,10
CN,2605,ADPET,LIKMI,W188,CN-2605-SGMN-TAMOT,SGMN-TAMOT,10
CN,2605,ADPET,LIKMI,W188,CN-2605-ZWWW-AGAVO-01,ZWWW-AGAVO-01,2
CN,2605,ADPET,LIKMI,W188,CN-2605-ZWWW-MORIT-01,ZWWW-MORIT-01,2
CN,2605,ADPET,LIKMI,W188,CN-2605-ZWWW-RCTP-01,ZWWW-RCTP-01,2
CN,2605,ADPET,LIKMI,W188,CN-2605-ZWWW-SAGAG-01,ZWWW-SAGAG-01,2
CN,2605,ADPET,LIKMI,W188,CN-2605-ZWWW-VHHH-02,ZWWW-VHHH-02,2
CN,2605,ADPET,QTV,W190,CN-2605-GOPTO-ZWWW-01,GOPTO-ZWWW-01,2
RU,2605,ADSAT,GEKPA,FL055,RU-2605-FL055-2113,FL055,59
FR,2605,ADSET,ANGERS,UT512,FR-2605-UT512-5365,UT512,1
FR,2605,ADSET,LUTAS,T499,FR-2605-T499-5278,T499,4
FR,2605,ADUDU,EBORA,P856,FR-2605-P856-3741,P856,6
FR,2605,ADUDU,LERMA,N86,FR-2605-N86-2908,N86,2
RU,2605,ADUSI,ROMTA,H24,RU-2605-H24-12997,H24,22
FR,2605,ADUTO,VEKIN,UN872,FR-2605-UN872-3578,UN872,9
RU,2605,ADVUK,INKUG,H24,RU-2605-H24-12997,H24,161
FR,2605,AFRIC,AMOLO,G39,FR-2605-G39-1387,G39,1
FR,2605,AFRIC,BASLI,J27,FR-2605-J27-1975,J27,2
FR,2605,AFRIC,FINOT,G393,FR-2605-G393-1632,G393,4
RU,2605,AGABI,GETRU,H24,RU-2605-H24-9324,H24,321
RU,2605,AGADA,TIKMI,H24,RU-2605-H24-4557,H24,190
FR,2605,AGAKI,LIPSU,Z110,FR-2605-Z110-6736,Z110,6
FR,2605,AGAKI,SOSUR,Z16,FR-2605-Z16-6469,Z16,9
RU,2605,AGAMO,LAMSU,H24,RU-2605-H24-9324,H24,481
RU,2605,AGAMO,RIGNI,H24,RU-2605-H24-4307,H24,30
