route_id,sequence_number,token,token_type,airway,region_code,aip_cycle
CN-2605-AGAVO-ARGUK,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-ARGUK,2,G597,airway,G597,CN,2605
CN-2605-AGAVO-ARGUK,3,DONVO,fix,,CN,2605
CN-2605-AGAVO-ARGUK,4,A326,airway,A326,CN,2605
CN-2605-AGAVO-ARGUK,5,SANKO,fix,,CN,2605
CN-2605-AGAVO-ARGUK,6,W107,airway,W107,CN,2605
CN-2605-AGAVO-ARGUK,7,CHI,fix,,CN,2605
CN-2605-AGAVO-ARGUK,8,A588,airway,A588,CN,2605
CN-2605-AGAVO-ARGUK,9,HRB,fix,,CN,2605
CN-2605-AGAVO-ARGUK,10,G212,airway,G212,CN,2605
CN-2605-AGAVO-ARGUK,11,ARGUK,fix,,CN,2605
CN-2605-AGAVO-AS,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-AS,2,G597,airway,G597,CN,2605
CN-2605-AGAVO-AS,3,DONVO,fix,,CN,2605
CN-2605-AGAVO-AS,4,A326,airway,A326,CN,2605
CN-2605-AGAVO-AS,5,SANKO,fix,,CN,2605
CN-2605-AGAVO-AS,6,W107,airway,W107,CN,2605
CN-2605-AGAVO-AS,7,CHI,fix,,CN,2605
CN-2605-AGAVO-AS,8,A588,airway,A588,CN,2605
CN-2605-AGAVO-AS,9,HRB,fix,,CN,2605
CN-2605-AGAVO-AS,10,G212,airway,G212,CN,2605
CN-2605-AGAVO-AS,11,ARGUK,fix,,CN,2605
CN-2605-AGAVO-AS,12,AGAVO,fix,,CN,2605
CN-2605-AGAVO-AS,13,G597,airway,G597,CN,2605
CN-2605-AGAVO-AS,14,DONVO,fix,,CN,2605
CN-2605-AGAVO-AS,15,A326,airway,A326,CN,2605
CN-2605-AGAVO-AS,16,SANKO,fix,,CN,2605
CN-2605-AGAVO-AS,17,W107,airway,W107,CN,2605
CN-2605-AGAVO-AS,18,CHI,fix,,CN,2605
CN-2605-AGAVO-AS,19,A588,airway,A588,CN,2605
CN-2605-AGAVO-AS,20,SIMLI,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-B339-KAMUD,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-B339-KAMUD,5,HCH,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-B339-KAMUD,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-B339-KAMUD,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-B339-KAMUD,11,LADIX,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,12,B339,airway,B339,CN,2605
CN-2605-AGAVO-B339-KAMUD,13,ASILA,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,14,A575,airway,A575,CN,2605
CN-2605-AGAVO-B339-KAMUD,15,UPREK,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,16,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-KAMUD,17,LAGEB,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,18,W66,airway,W66,CN,2605
CN-2605-AGAVO-B339-KAMUD,19,NUKTI,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,20,B215,airway,B215,CN,2605
CN-2605-AGAVO-B339-KAMUD,21,KABDO,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,22,W119,airway,W119,CN,2605
CN-2605-AGAVO-B339-KAMUD,23,LIMDO,fix,,CN,2605
CN-2605-AGAVO-B339-KAMUD,24,A468,airway,A468,CN,2605
CN-2605-AGAVO-B339-KAMUD,25,KAMUD,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-B339-PURPA,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-B339-PURPA,5,HCH,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-B339-PURPA,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-B339-PURPA,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-B339-PURPA,11,LADIX,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,12,B339,airway,B339,CN,2605
CN-2605-AGAVO-B339-PURPA,13,ASILA,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,14,A575,airway,A575,CN,2605
CN-2605-AGAVO-B339-PURPA,15,UPREK,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,16,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-PURPA,17,LAGEB,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,18,W66,airway,W66,CN,2605
CN-2605-AGAVO-B339-PURPA,19,NUKTI,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,20,B215,airway,B215,CN,2605
CN-2605-AGAVO-B339-PURPA,21,IBANO,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,22,W187,airway,W187,CN,2605
CN-2605-AGAVO-B339-PURPA,23,TUSLI,fix,,CN,2605
CN-2605-AGAVO-B339-PURPA,24,W112,airway,W112,CN,2605
CN-2605-AGAVO-B339-PURPA,25,PURPA,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-B339-RULAD,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-B339-RULAD,5,HCH,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-B339-RULAD,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-B339-RULAD,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-B339-RULAD,11,LADIX,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,12,B339,airway,B339,CN,2605
CN-2605-AGAVO-B339-RULAD,13,ASILA,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,14,A575,airway,A575,CN,2605
CN-2605-AGAVO-B339-RULAD,15,UPREK,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,16,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-RULAD,17,LAGEB,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,18,W66,airway,W66,CN,2605
CN-2605-AGAVO-B339-RULAD,19,NUKTI,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,20,B215,airway,B215,CN,2605
CN-2605-AGAVO-B339-RULAD,21,KABDO,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,22,W119,airway,W119,CN,2605
CN-2605-AGAVO-B339-RULAD,23,GOBOK,fix,,CN,2605
CN-2605-AGAVO-B339-RULAD,24,A343,airway,A343,CN,2605
CN-2605-AGAVO-B339-RULAD,25,RULAD,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-B339-SARIN,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-B339-SARIN,5,HCH,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-B339-SARIN,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-B339-SARIN,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-B339-SARIN,11,LADIX,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,12,B339,airway,B339,CN,2605
CN-2605-AGAVO-B339-SARIN,13,ASILA,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,14,A575,airway,A575,CN,2605
CN-2605-AGAVO-B339-SARIN,15,UPREK,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,16,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-SARIN,17,LAGEB,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,18,W66,airway,W66,CN,2605
CN-2605-AGAVO-B339-SARIN,19,NUKTI,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,20,B215,airway,B215,CN,2605
CN-2605-AGAVO-B339-SARIN,21,FKG,fix,,CN,2605
CN-2605-AGAVO-B339-SARIN,22,A368,airway,A368,CN,2605
CN-2605-AGAVO-B339-SARIN,23,SARIN,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-B339-SRK,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-B339-SRK,5,HCH,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-B339-SRK,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-B339-SRK,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-B339-SRK,11,LADIX,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,12,B339,airway,B339,CN,2605
CN-2605-AGAVO-B339-SRK,13,ASILA,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,14,A575,airway,A575,CN,2605
CN-2605-AGAVO-B339-SRK,15,UPREK,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,16,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-SRK,17,KEVOB,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,18,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-SRK,19,LAGEB,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,20,W66,airway,W66,CN,2605
CN-2605-AGAVO-B339-SRK,21,NUKTI,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,22,B215,airway,B215,CN,2605
CN-2605-AGAVO-B339-SRK,23,FKG,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,24,A368,airway,A368,CN,2605
CN-2605-AGAVO-B339-SRK,25,SARIN,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,26,AGAVO,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,27,A591,airway,A591,CN,2605
CN-2605-AGAVO-B339-SRK,28,IKEKA,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,29,W4,airway,W4,CN,2605
CN-2605-AGAVO-B339-SRK,30,HCH,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,31,W200,airway,W200,CN,2605
CN-2605-AGAVO-B339-SRK,32,DOVIV,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,33,W55,airway,W55,CN,2605
CN-2605-AGAVO-B339-SRK,34,PAMRU,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,35,W34,airway,W34,CN,2605
CN-2605-AGAVO-B339-SRK,36,LADIX,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,37,B339,airway,B339,CN,2605
CN-2605-AGAVO-B339-SRK,38,ASILA,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,39,A575,airway,A575,CN,2605
CN-2605-AGAVO-B339-SRK,40,UPREK,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,41,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-SRK,42,KEVOB,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,43,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-SRK,44,LAGEB,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,45,W66,airway,W66,CN,2605
CN-2605-AGAVO-B339-SRK,46,NUKTI,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,47,B215,airway,B215,CN,2605
CN-2605-AGAVO-B339-SRK,48,KABDO,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,49,W119,airway,W119,CN,2605
CN-2605-AGAVO-B339-SRK,50,GOBOK,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,51,A343,airway,A343,CN,2605
CN-2605-AGAVO-B339-SRK,52,RULAD,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,53,AGAVO,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,54,A591,airway,A591,CN,2605
CN-2605-AGAVO-B339-SRK,55,IKEKA,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,56,W4,airway,W4,CN,2605
CN-2605-AGAVO-B339-SRK,57,HCH,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,58,W200,airway,W200,CN,2605
CN-2605-AGAVO-B339-SRK,59,DOVIV,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,60,W55,airway,W55,CN,2605
CN-2605-AGAVO-B339-SRK,61,PAMRU,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,62,W34,airway,W34,CN,2605
CN-2605-AGAVO-B339-SRK,63,LADIX,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,64,B339,airway,B339,CN,2605
CN-2605-AGAVO-B339-SRK,65,ASILA,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,66,A575,airway,A575,CN,2605
CN-2605-AGAVO-B339-SRK,67,UPREK,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,68,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-SRK,69,KEVOB,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,70,W28,airway,W28,CN,2605
CN-2605-AGAVO-B339-SRK,71,LAGEB,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,72,W66,airway,W66,CN,2605
CN-2605-AGAVO-B339-SRK,73,NUKTI,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,74,B215,airway,B215,CN,2605
CN-2605-AGAVO-B339-SRK,75,KABDO,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,76,W119,airway,W119,CN,2605
CN-2605-AGAVO-B339-SRK,77,LIMDO,fix,,CN,2605
CN-2605-AGAVO-B339-SRK,78,A468,airway,A468,CN,2605
CN-2605-AGAVO-B339-SRK,79,KAMUD,fix,,CN,2605
CN-2605-AGAVO-BISUN,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-BISUN,2,G597,airway,G597,CN,2605
CN-2605-AGAVO-BISUN,3,DONVO,fix,,CN,2605
CN-2605-AGAVO-BISUN,4,A326,airway,A326,CN,2605
CN-2605-AGAVO-BISUN,5,SANKO,fix,,CN,2605
CN-2605-AGAVO-BISUN,6,W107,airway,W107,CN,2605
CN-2605-AGAVO-BISUN,7,CHI,fix,,CN,2605
CN-2605-AGAVO-BISUN,8,A588,airway,A588,CN,2605
CN-2605-AGAVO-BISUN,9,LJB,fix,,CN,2605
CN-2605-AGAVO-BISUN,10,G341,airway,G341,CN,2605
CN-2605-AGAVO-BISUN,11,WQG,fix,,CN,2605
CN-2605-AGAVO-BISUN,12,B451,airway,B451,CN,2605
CN-2605-AGAVO-BISUN,13,BISUN,fix,,CN,2605
CN-2605-AGAVO-KAMUD,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-KAMUD,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-KAMUD,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-KAMUD,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-KAMUD,5,HCH,fix,,CN,2605
CN-2605-AGAVO-KAMUD,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-KAMUD,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-KAMUD,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-KAMUD,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-KAMUD,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-KAMUD,11,VYK,fix,,CN,2605
CN-2605-AGAVO-KAMUD,12,B215,airway,B215,CN,2605
CN-2605-AGAVO-KAMUD,13,YHD,fix,,CN,2605
CN-2605-AGAVO-KAMUD,14,W199,airway,W199,CN,2605
CN-2605-AGAVO-KAMUD,15,ALGOT,fix,,CN,2605
CN-2605-AGAVO-KAMUD,16,W195,airway,W195,CN,2605
CN-2605-AGAVO-KAMUD,17,ESPED,fix,,CN,2605
CN-2605-AGAVO-KAMUD,18,W66,airway,W66,CN,2605
CN-2605-AGAVO-KAMUD,19,NUKTI,fix,,CN,2605
CN-2605-AGAVO-KAMUD,20,B215,airway,B215,CN,2605
CN-2605-AGAVO-KAMUD,21,KABDO,fix,,CN,2605
CN-2605-AGAVO-KAMUD,22,W119,airway,W119,CN,2605
CN-2605-AGAVO-KAMUD,23,LIMDO,fix,,CN,2605
CN-2605-AGAVO-KAMUD,24,A468,airway,A468,CN,2605
CN-2605-AGAVO-KAMUD,25,KAMUD,fix,,CN,2605
CN-2605-AGAVO-LINSO,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-LINSO,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-LINSO,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-LINSO,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-LINSO,5,IPNIT,fix,,CN,2605
CN-2605-AGAVO-LINSO,6,W37,airway,W37,CN,2605
CN-2605-AGAVO-LINSO,7,DUBAS,fix,,CN,2605
CN-2605-AGAVO-LINSO,8,R343,airway,R343,CN,2605
CN-2605-AGAVO-LINSO,9,WHA,fix,,CN,2605
CN-2605-AGAVO-LINSO,10,A581,airway,A581,CN,2605
CN-2605-AGAVO-LINSO,11,QNX,fix,,CN,2605
CN-2605-AGAVO-LINSO,12,W136,airway,W136,CN,2605
CN-2605-AGAVO-LINSO,13,XISLI,fix,,CN,2605
CN-2605-AGAVO-LINSO,14,A581,airway,A581,CN,2605
CN-2605-AGAVO-LINSO,15,SGM,fix,,CN,2605
CN-2605-AGAVO-LINSO,16,A599,airway,A599,CN,2605
CN-2605-AGAVO-LINSO,17,LINSO,fix,,CN,2605
CN-2605-AGAVO-POLHO,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-POLHO,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-POLHO,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-POLHO,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-POLHO,5,HCH,fix,,CN,2605
CN-2605-AGAVO-POLHO,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-POLHO,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-POLHO,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-POLHO,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-POLHO,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-POLHO,11,LADIX,fix,,CN,2605
CN-2605-AGAVO-POLHO,12,B339,airway,B339,CN,2605
CN-2605-AGAVO-POLHO,13,POLHO,fix,,CN,2605
CN-2605-AGAVO-RK,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-RK,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-RK,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-RK,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-RK,5,HCH,fix,,CN,2605
CN-2605-AGAVO-RK,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-RK,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-RK,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-RK,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-RK,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-RK,11,VYK,fix,,CN,2605
CN-2605-AGAVO-RK,12,B215,airway,B215,CN,2605
CN-2605-AGAVO-RK,13,YHD,fix,,CN,2605
CN-2605-AGAVO-RK,14,W199,airway,W199,CN,2605
CN-2605-AGAVO-RK,15,ALGOT,fix,,CN,2605
CN-2605-AGAVO-RK,16,W195,airway,W195,CN,2605
CN-2605-AGAVO-RK,17,ESPED,fix,,CN,2605
CN-2605-AGAVO-RK,18,W66,airway,W66,CN,2605
CN-2605-AGAVO-RK,19,NUKTI,fix,,CN,2605
CN-2605-AGAVO-RK,20,B215,airway,B215,CN,2605
CN-2605-AGAVO-RK,21,KABDO,fix,,CN,2605
CN-2605-AGAVO-RK,22,W119,airway,W119,CN,2605
CN-2605-AGAVO-RK,23,GOBOK,fix,,CN,2605
CN-2605-AGAVO-RK,24,A343,airway,A343,CN,2605
CN-2605-AGAVO-RK,25,RULAD,fix,,CN,2605
CN-2605-AGAVO-RK,26,AGAVO,fix,,CN,2605
CN-2605-AGAVO-RK,27,A591,airway,A591,CN,2605
CN-2605-AGAVO-RK,28,IKEKA,fix,,CN,2605
CN-2605-AGAVO-RK,29,W4,airway,W4,CN,2605
CN-2605-AGAVO-RK,30,HCH,fix,,CN,2605
CN-2605-AGAVO-RK,31,W200,airway,W200,CN,2605
CN-2605-AGAVO-RK,32,DOVIV,fix,,CN,2605
CN-2605-AGAVO-RK,33,W55,airway,W55,CN,2605
CN-2605-AGAVO-RK,34,PAMRU,fix,,CN,2605
CN-2605-AGAVO-RK,35,W34,airway,W34,CN,2605
CN-2605-AGAVO-RK,36,VYK,fix,,CN,2605
CN-2605-AGAVO-RK,37,B215,airway,B215,CN,2605
CN-2605-AGAVO-RK,38,YHD,fix,,CN,2605
CN-2605-AGAVO-RK,39,W199,airway,W199,CN,2605
CN-2605-AGAVO-RK,40,ALGOT,fix,,CN,2605
CN-2605-AGAVO-RK,41,W195,airway,W195,CN,2605
CN-2605-AGAVO-RK,42,ESPED,fix,,CN,2605
CN-2605-AGAVO-RK,43,W66,airway,W66,CN,2605
CN-2605-AGAVO-RK,44,NUKTI,fix,,CN,2605
CN-2605-AGAVO-RK,45,B215,airway,B215,CN,2605
CN-2605-AGAVO-RK,46,KABDO,fix,,CN,2605
CN-2605-AGAVO-RK,47,W119,airway,W119,CN,2605
CN-2605-AGAVO-RK,48,LIMDO,fix,,CN,2605
CN-2605-AGAVO-RK,49,A468,airway,A468,CN,2605
CN-2605-AGAVO-RK,50,KAMUD,fix,,CN,2605
CN-2605-AGAVO-RKL,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-RKL,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-RKL,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-RKL,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-RKL,5,HCH,fix,,CN,2605
CN-2605-AGAVO-RKL,6,W200,airway,W200,CN,2605
CN-2605-AGAVO-RKL,7,DOVIV,fix,,CN,2605
CN-2605-AGAVO-RKL,8,W55,airway,W55,CN,2605
CN-2605-AGAVO-RKL,9,PAMRU,fix,,CN,2605
CN-2605-AGAVO-RKL,10,W34,airway,W34,CN,2605
CN-2605-AGAVO-RKL,11,VYK,fix,,CN,2605
CN-2605-AGAVO-RKL,12,B215,airway,B215,CN,2605
CN-2605-AGAVO-RKL,13,YHD,fix,,CN,2605
CN-2605-AGAVO-RKL,14,W199,airway,W199,CN,2605
CN-2605-AGAVO-RKL,15,ALGOT,fix,,CN,2605
CN-2605-AGAVO-RKL,16,W195,airway,W195,CN,2605
CN-2605-AGAVO-RKL,17,ESPED,fix,,CN,2605
CN-2605-AGAVO-RKL,18,W66,airway,W66,CN,2605
CN-2605-AGAVO-RKL,19,NUKTI,fix,,CN,2605
CN-2605-AGAVO-RKL,20,B215,airway,B215,CN,2605
CN-2605-AGAVO-RKL,21,KABDO,fix,,CN,2605
CN-2605-AGAVO-RKL,22,W119,airway,W119,CN,2605
CN-2605-AGAVO-RKL,23,GOBOK,fix,,CN,2605
CN-2605-AGAVO-RKL,24,A343,airway,A343,CN,2605
CN-2605-AGAVO-RKL,25,RULAD,fix,,CN,2605
CN-2605-AGAVO-RKL,26,AGAVO,fix,,CN,2605
CN-2605-AGAVO-RKL,27,A591,airway,A591,CN,2605
CN-2605-AGAVO-RKL,28,IKEKA,fix,,CN,2605
CN-2605-AGAVO-RKL,29,W4,airway,W4,CN,2605
CN-2605-AGAVO-RKL,30,HCH,fix,,CN,2605
CN-2605-AGAVO-RKL,31,W200,airway,W200,CN,2605
CN-2605-AGAVO-RKL,32,DOVIV,fix,,CN,2605
CN-2605-AGAVO-RKL,33,W55,airway,W55,CN,2605
CN-2605-AGAVO-RKL,34,PAMRU,fix,,CN,2605
CN-2605-AGAVO-RKL,35,W34,airway,W34,CN,2605
CN-2605-AGAVO-RKL,36,VYK,fix,,CN,2605
CN-2605-AGAVO-RKL,37,B215,airway,B215,CN,2605
CN-2605-AGAVO-RKL,38,YHD,fix,,CN,2605
CN-2605-AGAVO-RKL,39,W199,airway,W199,CN,2605
CN-2605-AGAVO-RKL,40,ALGOT,fix,,CN,2605
CN-2605-AGAVO-RKL,41,W195,airway,W195,CN,2605
CN-2605-AGAVO-RKL,42,ESPED,fix,,CN,2605
CN-2605-AGAVO-RKL,43,W66,airway,W66,CN,2605
CN-2605-AGAVO-RKL,44,NUKTI,fix,,CN,2605
CN-2605-AGAVO-RKL,45,B215,airway,B215,CN,2605
CN-2605-AGAVO-RKL,46,KABDO,fix,,CN,2605
CN-2605-AGAVO-RKL,47,W119,airway,W119,CN,2605
CN-2605-AGAVO-RKL,48,LIMDO,fix,,CN,2605
CN-2605-AGAVO-RKL,49,A468,airway,A468,CN,2605
CN-2605-AGAVO-RKL,50,KAMUD,fix,,CN,2605
CN-2605-AGAVO-RKL,51,AGAVO,fix,,CN,2605
CN-2605-AGAVO-RKL,52,A591,airway,A591,CN,2605
CN-2605-AGAVO-RKL,53,IKEKA,fix,,CN,2605
CN-2605-AGAVO-RKL,54,W4,airway,W4,CN,2605
CN-2605-AGAVO-RKL,55,IPNIT,fix,,CN,2605
CN-2605-AGAVO-RKL,56,W37,airway,W37,CN,2605
CN-2605-AGAVO-RKL,57,DUBAS,fix,,CN,2605
CN-2605-AGAVO-RKL,58,R343,airway,R343,CN,2605
CN-2605-AGAVO-RKL,59,WHA,fix,,CN,2605
CN-2605-AGAVO-RKL,60,A581,airway,A581,CN,2605
CN-2605-AGAVO-RKL,61,QNX,fix,,CN,2605
CN-2605-AGAVO-RKL,62,W136,airway,W136,CN,2605
CN-2605-AGAVO-RKL,63,XISLI,fix,,CN,2605
CN-2605-AGAVO-RKL,64,A581,airway,A581,CN,2605
CN-2605-AGAVO-RKL,65,SGM,fix,,CN,2605
CN-2605-AGAVO-RKL,66,A599,airway,A599,CN,2605
CN-2605-AGAVO-RKL,67,LINSO,fix,,CN,2605
CN-2605-AGAVO-RULAD,1,AGAVO,fix,,CN,2605
CN-2605-AGAVO-RULAD,2,A591,airway,A591,CN,2605
CN-2605-AGAVO-RULAD,3,IKEKA,fix,,CN,2605
CN-2605-AGAVO-RULAD,4,W4,airway,W4,CN,2605
CN-2605-AGAVO-RULAD,5,HCH,fix,,CN,2605
CN-2605-AGAVO-RULAD,6,W200,airway,W200,CN,2605
