point_id,region_code,aip_cycle,ident,point_type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,associated_airport,frequency_khz,dme_frequency_khz,dme_channel,usage_type,power,source_system,source_file
CN-2605-airport-AEQ,CN,2605,AEQ,airport,Ar Horqin Airport,43.908407,120.15099,1335,CN,AEQ,,,,,,OurAirports,airports.csv
CN-2605-navaid-AND-103,CN,2605,AND,vor-dme,Andong,30.253299713134766,121.21800231933594,17,CN,,114800,114800,095X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-B-184,CN,2605,B,ndb,Hongqiao,31.173099517822266,121.33799743652344,,CN,,257,,,TERMINAL,LOW,OurAirports,navaids.csv
CN-2605-navaid-BAV-196,CN,2605,BAV,vor-dme,Baotou,40.560001373291016,109.99500274658203,3330,CN,,117300,117300,120X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-BH-243,CN,2605,BH,ndb,Gaoyao,23.06999969482422,112.48699951171875,,CN,,317,,,BOTH,MEDIUM,OurAirports,navaids.csv
CN-2605-navaid-BHS-249,CN,2605,BHS,vor-dme,Baihesi,30.50830078125,104.2030029296875,1667,CN,ZUUU,117900,117900,126X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-BK-266,CN,2605,BK,ndb,Ningbo,29.895000457763672,121.33200073242188,,CN,ZSNB,227,,,BOTH,MEDIUM,OurAirports,navaids.csv
CN-2605-navaid-BM-288,CN,2605,BM,ndb,Wafangdian,39.63999938964844,121.72200012207031,,CN,,552,,,BOTH,MEDIUM,OurAirports,navaids.csv
CN-2605-navaid-BNN-298,CN,2605,BNN,vor-dme,Xishuangbanna,21.984600067138672,100.75199890136719,1840,CN,ZPJH,116300,116300,110X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-BS-332,CN,2605,BS,ndb,Liyuantun,34.41669845581055,114.21800231933594,,CN,,285,,,BOTH,LOW,OurAirports,navaids.csv
CN-2605-navaid-BSE-333,CN,2605,BSE,vor-dme,Bose,23.895000457763672,106.64800262451172,520,CN,,115900,115900,106X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-BTO-345,CN,2605,BTO,vor-dme,Potou,38.108299255371094,116.5780029296875,50,CN,,115900,115900,106X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-BZ-391,CN,2605,BZ,ndb,Yunhe,28.08329963684082,119.56700134277344,,CN,,244,,,BOTH,MEDIUM,OurAirports,navaids.csv
CN-2605-navaid-C-400,CN,2605,C,ndb,Hongqiao,31.22330093383789,121.33300018310547,10,CN,ZSSS,313,,,BOTH,LOW,OurAirports,navaids.csv
CN-2605-navaid-CD-420,CN,2605,CD,ndb,Qingbaikou,40.00830078125,115.80000305175781,,CN,,422,,,BOTH,MEDIUM,OurAirports,navaids.csv
CN-2605-navaid-CEN-434,CN,2605,CEN,vor-dme,Cencun,23.149999618530273,113.41699981689453,342,CN,ZGGG,114600,114600,093X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-CG-445,CN,2605,CG,ndb,Tianjin,39.073299407958984,117.37799835205078,13,CN,ZBTJ,339,,,BOTH,MEDIUM,OurAirports,navaids.csv
CN-2605-navaid-CGO-451,CN,2605,CGO,vor-dme,Zhengzhou,34.51499938964844,113.84300231933594,495,CN,ZHCC,114500,114500,092X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-CHG-458,CN,2605,CHG,vor-dme,Chaoyang,41.53670120239258,120.43299865722656,603,CN,ZYCY,114500,114500,092X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-CHW-464,CN,2605,CHW,vor-dme,Jiayuguan,39.849998474121094,98.3499984741211,5091,CN,,114500,114500,092X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-navaid-CJ-475,CN,2605,CJ,ndb,Jianqiao,30.301700592041016,120.16300201416016,1,CN,ZSHC,324,,,BOTH,MEDIUM,OurAirports,navaids.csv
CN-2605-navaid-CKG-482,CN,2605,CKG,vor-dme,Chongqing,29.72170066833496,106.64299774169922,1463,CN,ZUCK,116100,116100,108X,BOTH,HIGH,OurAirports,navaids.csv
CN-2605-airport-CN-0001,CN,2605,CN-0001,airport,Old Guangzhou Baiyun International Airport,23.1842,113.265999,,CN,CN-0001,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0002,CN,2605,CN-0002,airport,Nanjing Dajiaochang Airport,31.996394,118.81279,,CN,CN-0002,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0003,CN,2605,CN-0003,airport,Laohutun Air Base,39.669998,121.765999,,CN,CN-0003,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0004,CN,2605,CN-0004,airport,Pulandian Air Base,39.450901,122.017998,,CN,CN-0004,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0006,CN,2605,CN-0006,airport,Beijing Shahezhen Air Base,40.149166107177734,116.3213882446289,,CN,CN-0006,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0007,CN,2605,CN-0007,airport,Beijing Tongxian Air Base,39.81111145019531,116.70833587646484,,CN,CN-0007,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0008,CN,2605,CN-0008,airport,Wanggang Airfield,45.670924,126.521812,,CN,CN-0008,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0009,CN,2605,CN-0009,airport,Shuangyushu Airfield,45.663982,126.700099,,CN,CN-0009,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0010,CN,2605,CN-0010,airport,Zhuhai Jiuzhou Airport,22.252075,113.590229,3,CN,CN-0010,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0011,CN,2605,CN-0011,airport,Luzhou Lantian Airport,28.852577,105.392579,,CN,CN-0011,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0012,CN,2605,CN-0012,airport,Yixing Dingshu General Airport,31.311688,119.904848,17,CN,CN-0012,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0013,CN,2605,CN-0013,airport,Fengning Air Base,41.260799407958984,116.61799621582031,,CN,CN-0013,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0014,CN,2605,CN-0014,airport,Hohhot Bikeqi Air Base,40.737015,111.229749,,CN,CN-0014,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0015,CN,2605,CN-0015,airport,Huairen Air Base,39.717499,113.142998,3260,CN,CN-0015,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0017,CN,2605,CN-0017,airport,Lushan Heliport,29.664823,116.079554,,CN,CN-0017,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0018,CN,2605,CN-0018,airport,Tangguantun Air Base,38.781101,117.068001,,CN,CN-0018,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0019,CN,2605,CN-0019,airport,Tangshan Air Base,39.656399,118.136002,,CN,CN-0019,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0020,CN,2605,CN-0020,airport,Wenshui Air Base,37.407799,111.966003,,CN,CN-0020,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0021,CN,2605,CN-0021,airport,Yangcun Air Base,39.37329864501953,117.09500122070312,,CN,CN-0021,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0022,CN,2605,CN-0022,airport,Yongning Air Base,40.50310134887695,116.10800170898438,,CN,CN-0022,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0023,CN,2605,CN-0023,airport,Beijing Yanqing Airport,40.379146,115.937519,1750,CN,CN-0023,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0025,CN,2605,CN-0025,airport,Tangshan Zunhua Air Base,40.102501,117.887001,,CN,CN-0025,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0026,CN,2605,CN-0026,airport,Chengdu Huangtianba Air Base,30.705299,103.949997,,CN,CN-0026,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0028,CN,2605,CN-0028,airport,Yongshu Jiao (Fiery Cross Reef) Helipad,9.539168,112.880071,,CN,CN-0028,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0029,CN,2605,CN-0029,airport,Yongshu Jiao (Fiery Cross Reef) Air Base,9.551747,112.887697,,CN,CN-0029,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0030,CN,2605,CN-0030,airport,Chongqing Baishiyi Air Base,29.4953,106.359001,,CN,CN-0030,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0031,CN,2605,CN-0031,airport,Zhubi Jiao (Subi Reef) Helipad,10.913002,114.061933,,CN,CN-0031,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0032,CN,2605,CN-0032,airport,Kunming Wujiaba International Airport,24.9924,102.7435,6221,CN,CN-0032,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0033,CN,2605,CN-0033,airport,Damxung Air Base,30.486273,91.082561,14105,CN,CN-0033,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0035,CN,2605,CN-0035,airport,Zhanyi Airport,25.592035,103.829188,6109,CN,CN-0035,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0036,CN,2605,CN-0036,airport,Shantou Waisha Airport,23.426901,116.762001,29,CN,CN-0036,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0037,CN,2605,CN-0037,airport,Yongji Airport,34.8723,110.361,1236,CN,CN-0037,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0038,CN,2605,CN-0038,airport,BFA International Convention Center Heliport,19.140251,110.5632,,CN,CN-0038,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0039,CN,2605,CN-0039,airport,Lijiang Airport,23.5847,102.010003,,CN,CN-0039,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0041,CN,2605,CN-0041,airport,Luliang Air Base,24.988192,103.642833,,CN,CN-0041,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0042,CN,2605,CN-0042,airport,Former Dangyang Airport,30.823,111.8121,200,CN,CN-0042,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0043,CN,2605,CN-0043,airport,Honghe Mengzi Airport / Mengzi Air Base,23.3953,103.334,,CN,CN-0043,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0044,CN,2605,CN-0044,airport,Yichang Tumenwu Airport,30.671,111.4404,235,CN,CN-0044,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0045,CN,2605,CN-0045,airport,Qionglai Air Base,30.49099,103.466139,,CN,CN-0045,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0047,CN,2605,CN-0047,airport,Former Yueyang Airport,29.424,113.0416,90,CN,CN-0047,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0048,CN,2605,CN-0048,airport,Wenshan Air Base,23.715599060058594,103.8270034790039,,CN,CN-0048,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0049,CN,2605,CN-0049,airport,Xiangyun Midu Air Base,25.445299,100.735001,,CN,CN-0049,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0051,CN,2605,CN-0051,airport,Zigong Fengming Airport,29.376484,104.625789,1133,CN,CN-0051,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0052,CN,2605,CN-0052,airport,Leshan Jiajiang Airport,29.732148,103.613477,,CN,CN-0052,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0053,CN,2605,CN-0053,airport,Baihe Ningming Air Base,22.120481,107.125046,,CN,CN-0053,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0054,CN,2605,CN-0054,airport,Baoding Huangzhang Airport,38.83359,115.521626,,CN,CN-0054,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0056,CN,2605,CN-0056,airport,Dangyang Air Base,30.798599,111.809998,,CN,CN-0056,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0057,CN,2605,CN-0057,airport,Foluo Northeast Air Base,18.6922,109.161003,,CN,CN-0057,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0058,CN,2605,CN-0058,airport,Donggang (Gongxingdun) Airport,39.948964,124.145162,,CN,CN-0058,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0059,CN,2605,CN-0059,airport,Guangzhou East Airfield,23.1647,113.369003,,CN,CN-0059,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0060,CN,2605,CN-0060,airport,Haibei Airport,36.990726,100.857505,,CN,CN-0060,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0063,CN,2605,CN-0063,airport,Guiping Mengxu Air Base,23.330799,110.009003,171,CN,CN-0063,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0064,CN,2605,CN-0064,airport,Haikou Dayingshan (Haikou City) Airport,20.0189,110.347,,CN,CN-0064,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0065,CN,2605,CN-0065,airport,Hanzhong Xiguan Airport,33.063599,107.008003,1660,CN,CN-0065,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0066,CN,2605,CN-0066,airport,Guiyang Air Base,26.40994,106.532264,,CN,CN-0066,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0069,CN,2605,CN-0069,airport,Jialaishi Air Base,19.697201,109.725998,,CN,CN-0069,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0070,CN,2605,CN-0070,airport,Changchun East Airport,43.888157,125.405307,660,CN,CN-0070,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0071,CN,2605,CN-0071,airport,Leiyang Air Base,26.587200164794922,112.89199829101562,,CN,CN-0071,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0072,CN,2605,CN-0072,airport,Lingshui Air Base,18.4944,109.987999,,CN,CN-0072,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0073,CN,2605,CN-0073,airport,Shangluo Airport,33.708533,110.249284,,CN,CN-0073,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0074,CN,2605,CN-0074,airport,Shangqiu Air Base,34.449507,115.459261,,CN,CN-0074,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0075,CN,2605,CN-0075,airport,Meixian Air Base,24.264999,116.099998,,CN,CN-0075,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0076,CN,2605,CN-0076,airport,Zhengzhou Air Base,34.86125,113.729631,,CN,CN-0076,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0077,CN,2605,CN-0077,airport,PLA Khunjerab Post Helipad,36.930618,75.553407,13525,CN,CN-0077,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0078,CN,2605,CN-0078,airport,Aurora Plaza Helipad,31.234386,121.499617,607,CN,CN-0078,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0080,CN,2605,CN-0080,airport,Suixi Air Base,21.3958,110.199997,,CN,CN-0080,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0083,CN,2605,CN-0083,airport,Guodu Air Base,36.000428,117.625833,,CN,CN-0083,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0084,CN,2605,CN-0084,airport,Wuhan Air Base,30.5986,114.241997,80,CN,CN-0084,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0085,CN,2605,CN-0085,airport,Xiaogan Air Base,30.95359,113.911774,,CN,CN-0085,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0086,CN,2605,CN-0086,airport,Dalachi Airbase,36.628134,105.002346,5699,CN,CN-0086,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0087,CN,2605,CN-0087,airport,Chenggong Airport,24.846346,102.801256,6234,CN,CN-0087,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0088,CN,2605,CN-0088,airport,Dabao Airbase,40.5402,124.2295,200,CN,CN-0088,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0090,CN,2605,CN-0090,airport,Cangxian Air Base,38.403025,116.930924,,CN,CN-0090,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0092,CN,2605,CN-0092,airport,Jiaozhou Jiaocheng Air Base,36.331163,120.025538,62,CN,CN-0092,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0093,CN,2605,CN-0093,airport,Jinan Qihe Air Base,36.768569,116.639786,82,CN,CN-0093,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0094,CN,2605,CN-0094,airport,Jiugucheng Air Base,37.491153,116.116726,75,CN,CN-0094,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0095,CN,2605,CN-0095,airport,Kaifeng Air Base,34.75389862060547,114.33899688720703,,CN,CN-0095,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0096,CN,2605,CN-0096,airport,Laiyang Air Base,36.9636,120.591003,,CN,CN-0096,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0097,CN,2605,CN-0097,airport,Luyang Air Base,33.685434,112.89053,469,CN,CN-0097,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0098,CN,2605,CN-0098,airport,Hailar Southwest Airport,49.164182,119.693685,2031,CN,CN-0098,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0099,CN,2605,CN-0099,airport,Chaor Airstrip,48.425954,121.387768,3012,CN,CN-0099,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0100,CN,2605,CN-0100,airport,Qingdao Cangkou Air Base,36.158929,120.387832,,CN,CN-0100,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0101,CN,2605,CN-0101,airport,Qingdao Naval Base,36.04690170288086,120.28399658203125,,CN,CN-0101,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0102,CN,2605,CN-0102,airport,Zhongshan Sanjiao Airport,22.66392,113.46885,,CN,CN-0102,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0103,CN,2605,CN-0103,airport,Wendeng Air Base,37.263011,122.025863,,CN,CN-0103,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0105,CN,2605,CN-0105,airport,Xuzhou Yangmiao Agricultural Airport,34.56423,116.97377,121,CN,CN-0105,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0106,CN,2605,CN-0106,airport,Xuzhou Daguozhang Air Base,34.229285,117.245665,,CN,CN-0106,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0107,CN,2605,CN-0107,airport,Panyu Shawan Heliport,22.91308,113.32042,,CN,CN-0107,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0108,CN,2605,CN-0108,airport,Zhubi Jiao (Subi Reef) Air Base,10.923926,114.070648,,CN,CN-0108,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0109,CN,2605,CN-0109,airport,Yidu Air Base,36.586649,118.527712,,CN,CN-0109,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0110,CN,2605,CN-0110,airport,Meiji Jiao (Mischief Reef) Air Base,9.92102,115.5059,,CN,CN-0110,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0111,CN,2605,CN-0111,airport,Zhucheng Air Base,36.027468,119.43778,,CN,CN-0111,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0112,CN,2605,CN-0112,airport,Lingjiao Heliport,22.594102,114.53767,,CN,CN-0112,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0114,CN,2605,CN-0114,airport,Baoji Air Base,34.53125,107.470679,,CN,CN-0114,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0115,CN,2605,CN-0115,airport,Peking University Shenzhen Hospital Helipad,22.55887,114.045064,,CN,CN-0115,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0116,CN,2605,CN-0116,airport,Honglong Century Plaza Helipad,22.543201,114.114657,,CN,CN-0116,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0118,CN,2605,CN-0118,airport,Meigui Haian Pengxiang Helicopter Base,22.614662,114.374472,,CN,CN-0118,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0119,CN,2605,CN-0119,airport,Dong'ao Heliport,22.023542,113.717093,,CN,CN-0119,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0120,CN,2605,CN-0120,airport,Guishan Dao Helipad,22.144529,113.824905,,CN,CN-0120,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0121,CN,2605,CN-0121,airport,Huangdicun Naval Air Base,40.49979,120.659295,97,CN,CN-0121,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0122,CN,2605,CN-0122,airport,Fuzhou Zhuqi Heliport,26.123997,119.11389,200,CN,CN-0122,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0123,CN,2605,CN-0123,airport,Lanzhou Air Base,35.917801,104.218002,,CN,CN-0123,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0124,CN,2605,CN-0124,airport,Wangzhuang Rescue Helipad,26.072323,119.318734,,CN,CN-0124,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0125,CN,2605,CN-0125,airport,Lintao Air Base,35.3083,103.835999,,CN,CN-0125,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0126,CN,2605,CN-0126,airport,Fuzhou Zongyuan Helipad,26.093229,119.276626,,CN,CN-0126,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0127,CN,2605,CN-0127,airport,Qingshui Air Base,39.554699,98.884201,4872,CN,CN-0127,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0128,CN,2605,CN-0128,airport,Anji County Heliport,30.601008,119.650912,,CN,CN-0128,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0129,CN,2605,CN-0129,airport,Shihezi Shandanhu General Airport,44.333051,86.116674,,CN,CN-0129,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0131,CN,2605,CN-0131,airport,Shuyang Heliport,24.6263,117.0997,1611,CN,CN-0131,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0132,CN,2605,CN-0132,airport,Ürümqi South Air Base,43.466593,87.531177,,CN,CN-0132,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0134,CN,2605,CN-0134,airport,Wugong Air Base,34.275907,108.2658,,CN,CN-0134,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0135,CN,2605,CN-0135,airport,Ürümqi Changji Air Base,43.951175,87.079232,2425,CN,CN-0135,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0136,CN,2605,CN-0136,airport,Wuwei Air Base,37.9883,102.567001,,CN,CN-0136,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0137,CN,2605,CN-0137,airport,Xi'an Air Base,34.153059,108.599739,1337,CN,CN-0137,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0138,CN,2605,CN-0138,airport,Xincheng Air Base,25.5483,114.619003,,CN,CN-0138,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0139,CN,2605,CN-0139,airport,Yaerbashi Test Range,43.077202,92.808098,,CN,CN-0139,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0140,CN,2605,CN-0140,airport,Yanliang Air Base,34.642248,109.241867,,CN,CN-0140,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0141,CN,2605,CN-0141,airport,Guilin Qifengling Airport,25.193836,110.32033,476,CN,CN-0141,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0142,CN,2605,CN-0142,airport,Xidao Heliport,18.23191,109.37722,30,CN,CN-0142,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0144,CN,2605,CN-0144,airport,Luhuitou Heliport,18.1923,109.4812,569,CN,CN-0144,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0145,CN,2605,CN-0145,airport,Changxing Air Base,30.968599,119.731003,,CN,CN-0145,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0146,CN,2605,CN-0146,airport,Daishan Air Base,30.287581,122.144401,7,CN,CN-0146,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0147,CN,2605,CN-0147,airport,Feidong Air Base,31.909401,117.658997,,CN,CN-0147,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0149,CN,2605,CN-0149,airport,Fuzhou Air Base,26.003857,119.312832,20,CN,CN-0149,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0152,CN,2605,CN-0152,airport,Huian Air Base,25.0261,118.806999,75,CN,CN-0152,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0153,CN,2605,CN-0153,airport,Hangzhou Jianqiao Airport,30.3353,120.240997,,CN,CN-0153,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0155,CN,2605,CN-0155,airport,Shanghai Chongming Airport,31.664,121.5187,16,CN,CN-0155,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0156,CN,2605,CN-0156,airport,Rimuchang Heliport,33.76843,79.07384,,CN,CN-0156,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0157,CN,2605,CN-0157,airport,Morin Dawa Banner Airport,48.38745,124.43127,722,CN,CN-0157,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0158,CN,2605,CN-0158,airport,Longtian Air Base,25.5728,119.459999,13,CN,CN-0158,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0159,CN,2605,CN-0159,airport,Longyou Air Base,29.115821,119.176582,236,CN,CN-0159,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0160,CN,2605,CN-0160,airport,Ankang Wulipu Airport,32.708056,108.931111,850,CN,CN-0160,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0161,CN,2605,CN-0161,airport,Former Ganzhou Huangjin Airport,25.82666,114.91277,,CN,CN-0161,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0162,CN,2605,CN-0162,airport,Nanchang Qingyunpu Airport,28.635599,115.93,,CN,CN-0162,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0163,CN,2605,CN-0163,airport,Nanchang Xiangtang Air Base,28.421205,115.923375,75,CN,CN-0163,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0164,CN,2605,CN-0164,airport,Qingdao Liuting International Airport,36.265837,120.37459,33,CN,CN-0164,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0165,CN,2605,CN-0165,airport,Ningbo Zhuangqiao Air Base,29.9228,121.573997,,CN,CN-0165,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0166,CN,2605,CN-0166,airport,Alar Lanpowan Airport,40.640982,81.273888,3314,CN,CN-0166,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0167,CN,2605,CN-0167,airport,Former Qiemo Airport,38.14886,85.5325,4085,CN,CN-0167,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0168,CN,2605,CN-0168,airport,One Shenzhen Bay 7 Helipad,22.50869,113.9376,,CN,CN-0168,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0169,CN,2605,CN-0169,airport,Shanghai Dachang Air Base,31.324438,121.409508,,CN,CN-0169,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0170,CN,2605,CN-0170,airport,Excellence Qianhai Tower 3 Helipad,22.53277,113.89421,,CN,CN-0170,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0171,CN,2605,CN-0171,airport,Shanghai Longhua Airport,31.166901,121.454002,,CN,CN-0171,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0172,CN,2605,CN-0172,airport,China Resources Qianhai Center Tower 1 Helipad,22.53444,113.89526,,CN,CN-0172,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0173,CN,2605,CN-0173,airport,Shanghai Jiangwan Airfield,31.333,121.5,,CN,CN-0173,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0174,CN,2605,CN-0174,airport,Shum Yip Upper Hills Tower Helipad,22.55955,114.06675,,CN,CN-0174,,,,,,OurAirports,airports.csv
CN-2605-airport-CN-0175,CN,2605,CN-0175,airport,Second People's Hospital of Shenzhen Heliport,22.56011,114.08093,,CN,CN-0175,,,,,,OurAirports,airports.csv
