region_code,aip_cycle,departure_code,arrival_code,route_id,route_code,lookup_rank
CN,2605,AYPY,ZGGG,CN-2605-TAMOT-ZGGG-01,TAMOT-ZGGG-01,500
CN,2605,AYPY,ZSPD,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,202
CN,2605,AYPY,ZSPD,CN-2605-MAGOG-ZSPD-01,MAGOG-ZSPD-01,299
CN,2605,CYEG,ZBTJ,CN-2605-MAGIT-ZBTJ-01,MAGIT-ZBTJ-01,265
CN,2605,CYEG,ZBTJ,CN-2605-SIMLI-ZBTJ-01,SIMLI-ZBTJ-01,486
CN,2605,CYEG,ZSPD,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,279
CN,2605,CYMX,ZBAA,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,1
CN,2605,CYMX,ZBAA,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,172
CN,2605,CYMX,ZBAA,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,262
CN,2605,CYMX,ZBAA,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,352
CN,2605,CYMX,ZBAA,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,484
CN,2605,CYMX,ZSPD,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,202
CN,2605,CYMX,ZSPD,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,278
CN,2605,CYMX,ZSPD,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,279
CN,2605,CYMX,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,CYMX,ZSPD,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,493
CN,2605,CYMX,ZSPD,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,494
CN,2605,CYUL,ZBAA,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,1
CN,2605,CYUL,ZBAA,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,172
CN,2605,CYUL,ZBAA,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,262
CN,2605,CYUL,ZBAA,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,352
CN,2605,CYUL,ZBAA,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,484
CN,2605,CYUL,ZSPD,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,202
CN,2605,CYUL,ZSPD,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,278
CN,2605,CYUL,ZSPD,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,279
CN,2605,CYUL,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,CYUL,ZSPD,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,493
CN,2605,CYUL,ZSPD,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,494
CN,2605,CYVR,ZBAA,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,1
CN,2605,CYVR,ZBAA,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,172
CN,2605,CYVR,ZBAA,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,262
CN,2605,CYVR,ZBAA,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,352
CN,2605,CYVR,ZBAA,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,484
CN,2605,CYVR,ZBTJ,CN-2605-MAGIT-ZBTJ-01,MAGIT-ZBTJ-01,265
CN,2605,CYVR,ZBTJ,CN-2605-SIMLI-ZBTJ-01,SIMLI-ZBTJ-01,486
CN,2605,CYVR,ZGGG,CN-2605-LAMEN-ZGGG-01,LAMEN-ZGGG-01,174
CN,2605,CYVR,ZGSZ,CN-2605-LAMEN-ZGSZ-01,LAMEN-ZGSZ-01,179
CN,2605,CYVR,ZGSZ,CN-2605-MAGIT-ZGSZ-01,MAGIT-ZGSZ-01,268
CN,2605,CYVR,ZHCC,CN-2605-AGAVO-ZHCC-01,AGAVO-ZHCC-01,10
CN,2605,CYVR,ZHCC,CN-2605-MAGIT-ZHCC-01,MAGIT-ZHCC-01,269
CN,2605,CYVR,ZLXY,CN-2605-MAGIT-ZLXY-01,MAGIT-ZLXY-01,273
CN,2605,CYVR,ZLXY,CN-2605-POLHO-ZLXY-01,POLHO-ZLXY-01,358
CN,2605,CYVR,ZLXY,CN-2605-SIMLI-ZLXY-01,SIMLI-ZLXY-01,490
CN,2605,CYVR,ZSAM,CN-2605-LAMEN-ZSAM-01,LAMEN-ZSAM-01,189
CN,2605,CYVR,ZSAM,CN-2605-LAMEN-ZSAM-02,LAMEN-ZSAM-02,190
CN,2605,CYVR,ZSFZ,CN-2605-LAMEN-ZSFZ-01,LAMEN-ZSFZ-01,193
CN,2605,CYVR,ZSNJ,CN-2605-LAMEN-ZSNJ-01,LAMEN-ZSNJ-01,198
CN,2605,CYVR,ZSNJ,CN-2605-MAGIT-ZSNJ-01,MAGIT-ZSNJ-01,277
CN,2605,CYVR,ZSPD,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,202
CN,2605,CYVR,ZSPD,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,278
CN,2605,CYVR,ZSPD,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,279
CN,2605,CYVR,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,CYVR,ZSPD,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,493
CN,2605,CYVR,ZSPD,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,494
CN,2605,CYVR,ZSQD,CN-2605-AGAVO-ZSQD-01,AGAVO-ZSQD-01,21
CN,2605,CYVR,ZSQD,CN-2605-MAGIT-ZSQD-01,MAGIT-ZSQD-01,280
CN,2605,CYVR,ZSSS,CN-2605-LAMEN-ZSSS-01,LAMEN-ZSSS-01,206
CN,2605,CYVR,ZSSS,CN-2605-MAGIT-ZSSS-01,MAGIT-ZSSS-01,281
CN,2605,CYVR,ZSSS,CN-2605-POLHO-ZSSS-01,POLHO-ZSSS-01,367
CN,2605,CYVR,ZSSS,CN-2605-SIMLI-ZSSS-01,SIMLI-ZSSS-01,496
CN,2605,CYVR,ZUCK,CN-2605-POLHO-ZUCK-01,POLHO-ZUCK-01,369
CN,2605,CYVR,ZUTF,CN-2605-LAMEN-ZUTF-01,LAMEN-ZUTF-01,213
CN,2605,CYVR,ZUTF,CN-2605-MAGIT-ZUTF-01,MAGIT-ZUTF-01,285
CN,2605,CYVR,ZUUU,CN-2605-LAMEN-ZUUU-01,LAMEN-ZUUU-01,214
CN,2605,CYVR,ZUUU,CN-2605-MAGIT-ZUUU-02,MAGIT-ZUUU-02,287
CN,2605,CYVR,ZYTX,CN-2605-MAGIT-ZYTX-01,MAGIT-ZYTX-01,291
CN,2605,CYYC,ZBAA,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,1
CN,2605,CYYC,ZBAA,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,262
CN,2605,CYYC,ZBAA,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,352
CN,2605,CYYC,ZSPD,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,202
CN,2605,CYYC,ZSPD,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,279
CN,2605,CYYZ,ZBAA,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,1
CN,2605,CYYZ,ZBAA,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,172
CN,2605,CYYZ,ZBAA,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,262
CN,2605,CYYZ,ZBAA,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,352
CN,2605,CYYZ,ZBAA,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,484
CN,2605,CYYZ,ZBYN,CN-2605-NIXAL-ZBYN-01,NIXAL-ZBYN-01,324
CN,2605,CYYZ,ZGGG,CN-2605-LAMEN-ZGGG-01,LAMEN-ZGGG-01,174
CN,2605,CYYZ,ZGGG,CN-2605-POLHO-ZGGG-01,POLHO-ZGGG-01,354
CN,2605,CYYZ,ZHHH,CN-2605-MAGIT-ZHHH-01,MAGIT-ZHHH-01,271
CN,2605,CYYZ,ZHHH,CN-2605-POLHO-ZHHH-01,POLHO-ZHHH-01,356
CN,2605,CYYZ,ZHHH,CN-2605-SIMLI-ZHHH-01,SIMLI-ZHHH-01,488
CN,2605,CYYZ,ZLXY,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,314
CN,2605,CYYZ,ZLXY,CN-2605-POLHO-ZLXY-01,POLHO-ZLXY-01,358
CN,2605,CYYZ,ZSPD,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,202
CN,2605,CYYZ,ZSPD,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,278
CN,2605,CYYZ,ZSPD,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,279
CN,2605,CYYZ,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,CYYZ,ZSPD,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,493
CN,2605,CYYZ,ZSPD,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,494
CN,2605,CYYZ,ZSQD,CN-2605-AGAVO-ZSQD-01,AGAVO-ZSQD-01,21
CN,2605,CYYZ,ZSQD,CN-2605-MAGIT-ZSQD-01,MAGIT-ZSQD-01,280
CN,2605,CYYZ,ZSQD,CN-2605-POLHO-ZSQD-02,POLHO-ZSQD-02,366
CN,2605,CYYZ,ZSQD,CN-2605-SIMLI-ZSQD-01,SIMLI-ZSQD-01,495
CN,2605,CYYZ,ZSSS,CN-2605-LAMEN-ZSSS-01,LAMEN-ZSSS-01,206
CN,2605,CYYZ,ZSSS,CN-2605-MAGIT-ZSSS-01,MAGIT-ZSSS-01,281
CN,2605,CYYZ,ZSSS,CN-2605-POLHO-ZSSS-01,POLHO-ZSSS-01,367
CN,2605,CYYZ,ZSSS,CN-2605-SIMLI-ZSSS-01,SIMLI-ZSSS-01,496
CN,2605,CYYZ,ZYHB,CN-2605-MAGIT-ZYHB-01,MAGIT-ZYHB-01,289
CN,2605,DAAA,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,DAAG,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,DAAG,ZGGG,CN-2605-LINSO-ZGGG-01,LINSO-ZGGG-01,225
CN,2605,EBBR,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,EBBR,ZBAA,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,440
CN,2605,EBBR,ZBTJ,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,134
CN,2605,EBBR,ZBTJ,CN-2605-SARIN-ZBTJ-01,SARIN-ZBTJ-01,443
CN,2605,EBBR,ZGGG,CN-2605-MORIT-ZGGG-01,MORIT-ZGGG-01,308
CN,2605,EBBR,ZGGG,CN-2605-SARIN-ZGGG-01,SARIN-ZGGG-01,444
CN,2605,EBBR,ZGGG,CN-2605-SARIN-ZGGG-02,SARIN-ZGGG-02,445
CN,2605,EBBR,ZGHA,CN-2605-NIXAL-ZGHA-01,NIXAL-ZGHA-01,325
CN,2605,EBBR,ZGSZ,CN-2605-MORIT-ZGSZ-01,MORIT-ZGSZ-01,309
CN,2605,EBBR,ZGSZ,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,326
CN,2605,EBBR,ZGSZ,CN-2605-SARIN-ZGSZ-01,SARIN-ZGSZ-01,446
CN,2605,EBBR,ZGSZ,CN-2605-SARIN-ZGSZ-02,SARIN-ZGSZ-02,447
CN,2605,EBBR,ZHCC,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,327
CN,2605,EBBR,ZHCC,CN-2605-RULAD-ZHCC-01,RULAD-ZHCC-01,397
CN,2605,EBBR,ZLXY,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,314
CN,2605,EBBR,ZLXY,CN-2605-SARIN-ZLXY-01,SARIN-ZLXY-01,455
CN,2605,EBBR,ZLXY,CN-2605-SARIN-ZLXY-02,SARIN-ZLXY-02,456
CN,2605,EBBR,ZSNJ,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,334
CN,2605,EBBR,ZSOF,CN-2605-NIXAL-ZSOF-01,NIXAL-ZSOF-01,335
CN,2605,EBBR,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EBBR,ZSPD,CN-2605-PURPA-ZSPD-01,PURPA-ZSPD-01,381
CN,2605,EBBR,ZSPD,CN-2605-PURPA-ZSPD-02,PURPA-ZSPD-02,382
CN,2605,EBBR,ZSPD,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,405
CN,2605,EBBR,ZSSS,CN-2605-PURPA-ZSSS-01,PURPA-ZSSS-01,385
CN,2605,EBBR,ZSSS,CN-2605-PURPA-ZSSS-02,PURPA-ZSSS-02,386
CN,2605,EBBR,ZSYT,CN-2605-RULAD-ZSYT-01,RULAD-ZSYT-01,406
CN,2605,EBBR,ZUCK,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,316
CN,2605,EBBR,ZUCK,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,468
CN,2605,EBBR,ZUCK,CN-2605-SARIN-ZUCK-02,SARIN-ZUCK-02,469
CN,2605,EBBR,ZUTF,CN-2605-MORIT-ZUTF-01,MORIT-ZUTF-01,318
CN,2605,EBBR,ZUTF,CN-2605-SARIN-ZUTF-01,SARIN-ZUTF-01,472
CN,2605,EBBR,ZUUU,CN-2605-RULAD-ZUUU-01,RULAD-ZUUU-01,409
CN,2605,EBBR,ZUUU,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,474
CN,2605,EBCI,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,EBCI,ZBAA,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,440
CN,2605,EBCI,ZBTJ,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,134
CN,2605,EBCI,ZBTJ,CN-2605-SARIN-ZBTJ-01,SARIN-ZBTJ-01,443
CN,2605,EBCI,ZGGG,CN-2605-MORIT-ZGGG-01,MORIT-ZGGG-01,308
CN,2605,EBCI,ZGGG,CN-2605-SARIN-ZGGG-01,SARIN-ZGGG-01,444
CN,2605,EBCI,ZGGG,CN-2605-SARIN-ZGGG-02,SARIN-ZGGG-02,445
CN,2605,EBCI,ZGHA,CN-2605-NIXAL-ZGHA-01,NIXAL-ZGHA-01,325
CN,2605,EBCI,ZGSZ,CN-2605-MORIT-ZGSZ-01,MORIT-ZGSZ-01,309
CN,2605,EBCI,ZGSZ,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,326
CN,2605,EBCI,ZGSZ,CN-2605-SARIN-ZGSZ-01,SARIN-ZGSZ-01,446
CN,2605,EBCI,ZGSZ,CN-2605-SARIN-ZGSZ-02,SARIN-ZGSZ-02,447
CN,2605,EBCI,ZHCC,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,327
CN,2605,EBCI,ZHCC,CN-2605-RULAD-ZHCC-01,RULAD-ZHCC-01,397
CN,2605,EBCI,ZLXY,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,314
CN,2605,EBCI,ZLXY,CN-2605-SARIN-ZLXY-01,SARIN-ZLXY-01,455
CN,2605,EBCI,ZLXY,CN-2605-SARIN-ZLXY-02,SARIN-ZLXY-02,456
CN,2605,EBCI,ZSNJ,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,334
CN,2605,EBCI,ZSOF,CN-2605-NIXAL-ZSOF-01,NIXAL-ZSOF-01,335
CN,2605,EBCI,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EBCI,ZSPD,CN-2605-PURPA-ZSPD-01,PURPA-ZSPD-01,381
CN,2605,EBCI,ZSPD,CN-2605-PURPA-ZSPD-02,PURPA-ZSPD-02,382
CN,2605,EBCI,ZSPD,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,405
CN,2605,EBCI,ZSSS,CN-2605-PURPA-ZSSS-01,PURPA-ZSSS-01,385
CN,2605,EBCI,ZSSS,CN-2605-PURPA-ZSSS-02,PURPA-ZSSS-02,386
CN,2605,EBCI,ZSYT,CN-2605-RULAD-ZSYT-01,RULAD-ZSYT-01,406
CN,2605,EBCI,ZUCK,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,316
CN,2605,EBCI,ZUCK,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,468
CN,2605,EBCI,ZUCK,CN-2605-SARIN-ZUCK-02,SARIN-ZUCK-02,469
CN,2605,EBCI,ZUTF,CN-2605-MORIT-ZUTF-01,MORIT-ZUTF-01,318
CN,2605,EBCI,ZUTF,CN-2605-SARIN-ZUTF-01,SARIN-ZUTF-01,472
CN,2605,EBCI,ZUUU,CN-2605-RULAD-ZUUU-01,RULAD-ZUUU-01,409
CN,2605,EBCI,ZUUU,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,474
CN,2605,EBLG,ZBTJ,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,134
CN,2605,EBLG,ZGGG,CN-2605-KAMUD-ZGGG-01,KAMUD-ZGGG-01,144
CN,2605,EBLG,ZGGG,CN-2605-LINSO-ZGGG-01,LINSO-ZGGG-01,225
CN,2605,EBLG,ZGGG,CN-2605-SARIN-ZGGG-01,SARIN-ZGGG-01,444
CN,2605,EBLG,ZGHA,CN-2605-NIXAL-ZGHA-01,NIXAL-ZGHA-01,325
CN,2605,EBLG,ZGSZ,CN-2605-MORIT-ZGSZ-01,MORIT-ZGSZ-01,309
CN,2605,EBLG,ZGSZ,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,326
CN,2605,EBLG,ZHCC,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,327
CN,2605,EBLG,ZHCC,CN-2605-RULAD-ZHCC-01,RULAD-ZHCC-01,397
CN,2605,EBLG,ZHEC,CN-2605-NIXAL-ZHEC-01,NIXAL-ZHEC-01,328
CN,2605,EBLG,ZHHH,CN-2605-LINSO-ZHHH-01,LINSO-ZHHH-01,231
CN,2605,EBLG,ZHHH,CN-2605-NIXAL-ZHHH-01,NIXAL-ZHHH-01,329
CN,2605,EBLG,ZSCN,CN-2605-NIXAL-ZSCN-01,NIXAL-ZSCN-01,331
CN,2605,EBLG,ZSCN,CN-2605-SARIN-ZSCN-02,SARIN-ZSCN-02,460
CN,2605,EBLG,ZSHC,CN-2605-NIXAL-ZSHC-01,NIXAL-ZSHC-01,333
CN,2605,EBLG,ZSHC,CN-2605-POLHO-ZSHC-01,POLHO-ZSHC-01,361
CN,2605,EBLG,ZSHC,CN-2605-SARIN-ZSHC-01,SARIN-ZSHC-01,461
CN,2605,EBLG,ZSJN,CN-2605-POLHO-ZSJN-01,POLHO-ZSJN-01,362
CN,2605,EBLG,ZSJN,CN-2605-SARIN-ZSJN-01,SARIN-ZSJN-01,462
CN,2605,EBLG,ZSNJ,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,334
CN,2605,EBLG,ZSPD,CN-2605-KAMUD-ZSPD-01,KAMUD-ZSPD-01,153
CN,2605,EBLG,ZSPD,CN-2605-LINSO-ZSPD-01,LINSO-ZSPD-01,249
CN,2605,EBLG,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EBLG,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,EBLG,ZSPD,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,405
CN,2605,EBLG,ZUCK,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,468
CN,2605,EBLG,ZUUU,CN-2605-MORIT-ZUUU-01,MORIT-ZUUU-01,319
CN,2605,EBLG,ZUUU,CN-2605-RULAD-ZUUU-01,RULAD-ZUUU-01,409
CN,2605,EBLG,ZUUU,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,474
CN,2605,EBLG,ZWWW,CN-2605-SARIN-ZWWW-01,SARIN-ZWWW-01,476
CN,2605,EDAC,ZGSZ,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,326
CN,2605,EDAC,ZHCC,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,327
CN,2605,EDAC,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EDAC,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,EDAC,ZSPD,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,405
CN,2605,EDAC,ZSPD,CN-2605-SARIN-ZSPD-02,SARIN-ZSPD-02,465
CN,2605,EDDB,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,EDDF,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,EDDF,ZBAA,CN-2605-RULAD-ZBAA-01,RULAD-ZBAA-01,392
CN,2605,EDDF,ZBAA,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,440
CN,2605,EDDF,ZBAD,CN-2605-INTIK-ZBAD-01,INTIK-ZBAD-01,129
CN,2605,EDDF,ZBTJ,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,134
CN,2605,EDDF,ZGGG,CN-2605-LINSO-ZGGG-01,LINSO-ZGGG-01,225
CN,2605,EDDF,ZGGG,CN-2605-MORIT-ZGGG-01,MORIT-ZGGG-01,308
CN,2605,EDDF,ZGGG,CN-2605-SARIN-ZGGG-01,SARIN-ZGGG-01,444
CN,2605,EDDF,ZGHA,CN-2605-NIXAL-ZGHA-01,NIXAL-ZGHA-01,325
CN,2605,EDDF,ZGSZ,CN-2605-MORIT-ZGSZ-01,MORIT-ZGSZ-01,309
CN,2605,EDDF,ZGSZ,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,326
CN,2605,EDDF,ZGSZ,CN-2605-SARIN-ZGSZ-01,SARIN-ZGSZ-01,446
CN,2605,EDDF,ZHCC,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,327
CN,2605,EDDF,ZHCC,CN-2605-RULAD-ZHCC-01,RULAD-ZHCC-01,397
CN,2605,EDDF,ZHEC,CN-2605-NIXAL-ZHEC-01,NIXAL-ZHEC-01,328
CN,2605,EDDF,ZHHH,CN-2605-NIXAL-ZHHH-01,NIXAL-ZHHH-01,329
CN,2605,EDDF,ZSAM,CN-2605-NIXAL-ZSAM-01,NIXAL-ZSAM-01,330
CN,2605,EDDF,ZSHC,CN-2605-NIXAL-ZSHC-01,NIXAL-ZSHC-01,333
CN,2605,EDDF,ZSHC,CN-2605-POLHO-ZSHC-01,POLHO-ZSHC-01,361
CN,2605,EDDF,ZSNJ,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,334
CN,2605,EDDF,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EDDF,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,EDDF,ZSPD,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,405
CN,2605,EDDF,ZSPD,CN-2605-SARIN-ZSPD-01,SARIN-ZSPD-01,464
CN,2605,EDDF,ZSPD,CN-2605-SARIN-ZSPD-02,SARIN-ZSPD-02,465
CN,2605,EDDF,ZSPD,CN-2605-TELOK-ZSPD-01,TELOK-ZSPD-01,548
CN,2605,EDDF,ZSQD,CN-2605-POLHO-ZSQD-01,POLHO-ZSQD-01,365
CN,2605,EDDF,ZUCK,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,316
CN,2605,EDDF,ZUCK,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,468
CN,2605,EDDF,ZUTF,CN-2605-MORIT-ZUTF-01,MORIT-ZUTF-01,318
CN,2605,EDDF,ZUTF,CN-2605-SARIN-ZUTF-01,SARIN-ZUTF-01,472
CN,2605,EDDF,ZUUU,CN-2605-MORIT-ZUUU-01,MORIT-ZUUU-01,319
CN,2605,EDDF,ZUUU,CN-2605-NIXAL-ZUUU-01,NIXAL-ZUUU-01,339
CN,2605,EDDF,ZUUU,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,474
CN,2605,EDDF,ZWWW,CN-2605-SARIN-ZWWW-01,SARIN-ZWWW-01,476
CN,2605,EDDF,ZYCC,CN-2605-INTIK-ZYCC-01,INTIK-ZYCC-01,138
CN,2605,EDDF,ZYTX,CN-2605-INTIK-ZYTX-01,INTIK-ZYTX-01,139
CN,2605,EDDF,ZYTX,CN-2605-TELOK-ZYTX-01,TELOK-ZYTX-01,552
CN,2605,EDDH,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,EDDH,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EDDK,ZSPD,CN-2605-SARIN-ZSPD-01,SARIN-ZSPD-01,464
CN,2605,EDDK,ZUUU,CN-2605-RULAD-ZUUU-01,RULAD-ZUUU-01,409
CN,2605,EDDL,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,EDDL,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EDDL,ZUCK,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,468
CN,2605,EDDM,ZBAA,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,128
CN,2605,EDDM,ZBAA,CN-2605-RULAD-ZBAA-01,RULAD-ZBAA-01,392
CN,2605,EDDM,ZBAA,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,440
CN,2605,EDDM,ZBTJ,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,134
CN,2605,EDDM,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EDDM,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
CN,2605,EDDM,ZSPD,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,405
CN,2605,EDDM,ZSPD,CN-2605-SARIN-ZSPD-01,SARIN-ZSPD-01,464
CN,2605,EDDM,ZSPD,CN-2605-SARIN-ZSPD-02,SARIN-ZSPD-02,465
CN,2605,EDDM,ZSPD,CN-2605-TELOK-ZSPD-01,TELOK-ZSPD-01,548
CN,2605,EDDM,ZUCK,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,468
CN,2605,EDDM,ZUUU,CN-2605-MORIT-ZUUU-01,MORIT-ZUUU-01,319
CN,2605,EDDP,ZGSZ,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,326
CN,2605,EDDP,ZHCC,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,327
CN,2605,EDDP,ZSPD,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,336
CN,2605,EDDP,ZSPD,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,364
