route_id,leg_sequence,from_fix,airway,to_fix,region_code,aip_cycle
CN-2605-ZBTJ-PURPA-02,3,UPREK,W28,LAGEB,CN,2605
CN-2605-ZBTJ-PURPA-02,4,LAGEB,W66,NUKTI,CN,2605
CN-2605-ZBTJ-PURPA-02,5,NUKTI,B215,IBANO,CN,2605
CN-2605-ZBTJ-PURPA-02,6,IBANO,W187,TUSLI,CN,2605
CN-2605-ZBTJ-PURPA-02,7,TUSLI,W112,PURPA,CN,2605
CN-2605-ZBTJ-RCBS-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCBS-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCBS-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCBS-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCBS-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCBS-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RCFN-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCFN-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCFN-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCFN-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCFN-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCFN-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RCKH-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCKH-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCKH-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCKH-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCKH-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCKH-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RCMQ-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCMQ-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCMQ-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCMQ-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCMQ-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCMQ-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RCNN-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCNN-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCNN-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCNN-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCNN-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCNN-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RCSS-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCSS-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCSS-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCSS-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCSS-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCSS-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RCTP-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCTP-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCTP-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCTP-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCTP-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCTP-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RCYU-01,1,ELKUR,W40,YQG,CN,2605
CN-2605-ZBTJ-RCYU-01,2,YQG,W142,DALIM,CN,2605
CN-2605-ZBTJ-RCYU-01,3,DALIM,A593,PK,CN,2605
CN-2605-ZBTJ-RCYU-01,4,PK,W116,JTN,CN,2605
CN-2605-ZBTJ-RCYU-01,5,JTN,G327,BOLEX,CN,2605
CN-2605-ZBTJ-RCYU-01,6,BOLEX,B591,KASKA,CN,2605
CN-2605-ZBTJ-RULAD-01,1,IDKEX,B339,ASILA,CN,2605
CN-2605-ZBTJ-RULAD-01,2,ASILA,A575,UPREK,CN,2605
CN-2605-ZBTJ-RULAD-01,3,UPREK,W28,LAGEB,CN,2605
CN-2605-ZBTJ-RULAD-01,4,LAGEB,W66,NUKTI,CN,2605
CN-2605-ZBTJ-RULAD-01,5,NUKTI,B215,KABDO,CN,2605
CN-2605-ZBTJ-RULAD-01,6,KABDO,W119,GOBOK,CN,2605
CN-2605-ZBTJ-RULAD-01,7,GOBOK,A343,RULAD,CN,2605
CN-2605-ZBTJ-SAGAG-01,1,OMDEK,W37,DUBAS,CN,2605
CN-2605-ZBTJ-SAGAG-01,2,DUBAS,R343,WHA,CN,2605
CN-2605-ZBTJ-SAGAG-01,3,WHA,A581,QNX,CN,2605
CN-2605-ZBTJ-SAGAG-01,4,QNX,W136,XISLI,CN,2605
CN-2605-ZBTJ-SAGAG-01,5,XISLI,A581,SAGAG,CN,2605
CN-2605-ZBTJ-SARIN-01,1,IDKEX,B339,ASILA,CN,2605
CN-2605-ZBTJ-SARIN-01,2,ASILA,A575,UPREK,CN,2605
CN-2605-ZBTJ-SARIN-01,3,UPREK,W28,LAGEB,CN,2605
CN-2605-ZBTJ-SARIN-01,4,LAGEB,W66,NUKTI,CN,2605
CN-2605-ZBTJ-SARIN-01,5,NUKTI,B215,FKG,CN,2605
CN-2605-ZBTJ-SARIN-01,6,FKG,A368,SARIN,CN,2605
CN-2605-ZBTJ-SIMLI-01,1,MUGLO,W34,VAPGU,CN,2605
CN-2605-ZBTJ-SIMLI-01,2,VAPGU,W100,ORAVA,CN,2605
CN-2605-ZBTJ-SIMLI-01,3,ORAVA,W201,UNSEK,CN,2605
CN-2605-ZBTJ-SIMLI-01,4,UNSEK,A326,MAKNO,CN,2605
CN-2605-ZBTJ-SIMLI-01,5,MAKNO,W106,UDETI,CN,2605
CN-2605-ZBTJ-SIMLI-01,6,UDETI,A588,SIMLI,CN,2605
CN-2605-ZBTJ-TAMOT-01,1,OMDEK,W37,OMBEB,CN,2605
CN-2605-ZBTJ-TAMOT-01,2,OMBEB,R473,WYN,CN,2605
CN-2605-ZBTJ-TAMOT-01,3,WYN,W18,TAMOT,CN,2605
CN-2605-ZBTJ-TEBAK-01,1,OMDEK,W37,OLMIB,CN,2605
CN-2605-ZBTJ-TEBAK-01,2,OLMIB,W83,GOSMA,CN,2605
CN-2605-ZBTJ-TEBAK-01,3,GOSMA,R343,WUY,CN,2605
CN-2605-ZBTJ-TEBAK-01,4,WUY,R474,TEBAK,CN,2605
CN-2605-ZBTJ-TOMUK-01,1,MUGLO,W34,VAPGU,CN,2605
CN-2605-ZBTJ-TOMUK-01,2,VAPGU,W100,ORAVA,CN,2605
CN-2605-ZBTJ-TOMUK-01,3,ORAVA,W201,UNSEK,CN,2605
CN-2605-ZBTJ-TOMUK-01,4,UNSEK,A326,SANKO,CN,2605
CN-2605-ZBTJ-TOMUK-01,5,SANKO,B332,TOMUK,CN,2605
CN-2605-ZBTJ-VHHH-01,1,OMDEK,W37,OMBEB,CN,2605
CN-2605-ZBTJ-VHHH-01,2,OMBEB,R473,WYN,CN,2605
CN-2605-ZBTJ-VHHH-01,3,WYN,W18,NLG,CN,2605
CN-2605-ZBTJ-VHHH-01,4,NLG,W23,ZUH,CN,2605
CN-2605-ZBTJ-VHHH-01,5,ZUH,R473,SIERA,CN,2605
CN-2605-ZBTJ-VMMC-01,1,OMDEK,W37,OMBEB,CN,2605
CN-2605-ZBTJ-VMMC-01,2,OMBEB,R473,NOLON,CN,2605
CN-2605-ZBTJ-VMMC-01,3,NOLON,W90,POU,CN,2605
CN-2605-ZBTJ-VMMC-01,4,POU,W7,SAREX,CN,2605
CN-2605-ZBTJ-VMMC-01,5,SAREX,W6,LATOP,CN,2605
CN-2605-ZBYN-AGAVO-01,1,ISLEP,G212,VYK,CN,2605
CN-2605-ZBYN-AGAVO-01,2,VYK,W34,VAPGU,CN,2605
CN-2605-ZBYN-AGAVO-01,3,VAPGU,W100,ORAVA,CN,2605
CN-2605-ZBYN-AGAVO-01,4,ORAVA,W201,UNSEK,CN,2605
CN-2605-ZBYN-AGAVO-01,5,UNSEK,A326,DONVO,CN,2605
CN-2605-ZBYN-AGAVO-01,6,DONVO,G597,AGAVO,CN,2605
CN-2605-ZBYN-ARGUK-01,1,ISLEP,G212,SOTMU,CN,2605
CN-2605-ZBYN-ARGUK-01,2,SOTMU,B339,HUR,CN,2605
CN-2605-ZBYN-ARGUK-01,3,HUR,B334,TGO,CN,2605
CN-2605-ZBYN-ARGUK-01,4,TGO,G212,ARGUK,CN,2605
CN-2605-ZBYN-BISUN-01,1,AGVUR,B208,HET,CN,2605
CN-2605-ZBYN-BISUN-01,2,HET,G218,TMR,CN,2605
CN-2605-ZBYN-BISUN-01,3,TMR,W86,KAKAT,CN,2605
CN-2605-ZBYN-BISUN-01,4,KAKAT,B334,TGO,CN,2605
CN-2605-ZBYN-BISUN-01,5,TGO,G341,WQG,CN,2605
CN-2605-ZBYN-BISUN-01,6,WQG,B451,BISUN,CN,2605
CN-2605-ZBYN-LINSO-01,1,IDLEL,W276,ANRUG,CN,2605
CN-2605-ZBYN-LINSO-01,2,ANRUG,W279,ONEBA,CN,2605
CN-2605-ZBYN-LINSO-01,3,ONEBA,G212,SGM,CN,2605
CN-2605-ZBYN-LINSO-01,4,SGM,A599,LINSO,CN,2605
CN-2605-ZBYN-LINSO-02,1,IDLEL,W276,ARELA,CN,2605
CN-2605-ZBYN-LINSO-02,2,ARELA,W30,XFA,CN,2605
CN-2605-ZBYN-LINSO-02,3,XFA,A581,SGM,CN,2605
CN-2605-ZBYN-LINSO-02,4,SGM,A599,LINSO,CN,2605
CN-2605-ZBYN-NIXAL-01,1,AGVUR,B208,NIXAL,CN,2605
CN-2605-ZBYN-RCKH-01,1,BISAL,W175,BIVAT,CN,2605
CN-2605-ZBYN-RCKH-01,2,BIVAT,W210,PADNO,CN,2605
CN-2605-ZBYN-RCKH-01,3,PADNO,B208,CGO,CN,2605
CN-2605-ZBYN-RCKH-01,4,CGO,W129,KAMDA,CN,2605
CN-2605-ZBYN-RCKH-01,5,KAMDA,W128,FYG,CN,2605
CN-2605-ZBYN-RCKH-01,6,FYG,B208,HFE,CN,2605
CN-2605-ZBYN-RCKH-01,7,HFE,R343,UPLEL,CN,2605
CN-2605-ZBYN-RCKH-01,8,UPLEL,W95,SAPIN,CN,2605
CN-2605-ZBYN-RCKH-01,9,SAPIN,A470,BZ,CN,2605
CN-2605-ZBYN-RCKH-01,10,BZ,R596,SULEM,CN,2605
CN-2605-ZBYN-RCMQ-01,1,BISAL,W175,BIVAT,CN,2605
CN-2605-ZBYN-RCMQ-01,2,BIVAT,W210,PADNO,CN,2605
CN-2605-ZBYN-RCMQ-01,3,PADNO,B208,CGO,CN,2605
CN-2605-ZBYN-RCMQ-01,4,CGO,W129,KAMDA,CN,2605
CN-2605-ZBYN-RCMQ-01,5,KAMDA,W128,FYG,CN,2605
CN-2605-ZBYN-RCMQ-01,6,FYG,B208,HFE,CN,2605
CN-2605-ZBYN-RCMQ-01,7,HFE,R343,UPLEL,CN,2605
CN-2605-ZBYN-RCMQ-01,8,UPLEL,W95,SAPIN,CN,2605
CN-2605-ZBYN-RCMQ-01,9,SAPIN,A470,BZ,CN,2605
CN-2605-ZBYN-RCMQ-01,10,BZ,R596,SULEM,CN,2605
CN-2605-ZBYN-RCTP-01,1,BISAL,W175,BIVAT,CN,2605
CN-2605-ZBYN-RCTP-01,2,BIVAT,W210,PADNO,CN,2605
CN-2605-ZBYN-RCTP-01,3,PADNO,B208,CGO,CN,2605
CN-2605-ZBYN-RCTP-01,4,CGO,W129,KAMDA,CN,2605
CN-2605-ZBYN-RCTP-01,5,KAMDA,W128,FYG,CN,2605
CN-2605-ZBYN-RCTP-01,6,FYG,B208,HFE,CN,2605
CN-2605-ZBYN-RCTP-01,7,HFE,R343,UPLEL,CN,2605
CN-2605-ZBYN-RCTP-01,8,UPLEL,W95,SAPIN,CN,2605
CN-2605-ZBYN-RCTP-01,9,SAPIN,A470,BZ,CN,2605
CN-2605-ZBYN-RCTP-01,10,BZ,R596,SULEM,CN,2605
CN-2605-ZBYN-RCYU-01,1,BISAL,W175,BIVAT,CN,2605
CN-2605-ZBYN-RCYU-01,2,BIVAT,W210,PADNO,CN,2605
CN-2605-ZBYN-RCYU-01,3,PADNO,B208,CGO,CN,2605
CN-2605-ZBYN-RCYU-01,4,CGO,W129,KAMDA,CN,2605
CN-2605-ZBYN-RCYU-01,5,KAMDA,W128,FYG,CN,2605
CN-2605-ZBYN-RCYU-01,6,FYG,B208,HFE,CN,2605
CN-2605-ZBYN-RCYU-01,7,HFE,R343,UPLEL,CN,2605
CN-2605-ZBYN-RCYU-01,8,UPLEL,W95,SAPIN,CN,2605
CN-2605-ZBYN-RCYU-01,9,SAPIN,A470,BZ,CN,2605
CN-2605-ZBYN-RCYU-01,10,BZ,R596,SULEM,CN,2605
CN-2605-ZBYN-SAGAG-01,1,IDLEL,W276,ANRUG,CN,2605
CN-2605-ZBYN-SAGAG-01,2,ANRUG,W279,ONEBA,CN,2605
CN-2605-ZBYN-SAGAG-01,3,ONEBA,G212,SGM,CN,2605
CN-2605-ZBYN-SAGAG-01,4,SGM,A581,SAGAG,CN,2605
CN-2605-ZBYN-SAGAG-02,1,IDLEL,W276,ARELA,CN,2605
CN-2605-ZBYN-SAGAG-02,2,ARELA,W30,XFA,CN,2605
CN-2605-ZBYN-SAGAG-02,3,XFA,A581,SAGAG,CN,2605
CN-2605-ZBYN-TAMOT-01,1,BISAL,W175,BIVAT,CN,2605
CN-2605-ZBYN-TAMOT-01,2,BIVAT,W210,PADNO,CN,2605
CN-2605-ZBYN-TAMOT-01,3,PADNO,B208,CGO,CN,2605
CN-2605-ZBYN-TAMOT-01,4,CGO,W129,KAMDA,CN,2605
CN-2605-ZBYN-TAMOT-01,5,KAMDA,W128,DUDBI,CN,2605
CN-2605-ZBYN-TAMOT-01,6,DUDBI,W37,OMBEB,CN,2605
CN-2605-ZBYN-TAMOT-01,7,OMBEB,R473,WYN,CN,2605
CN-2605-ZBYN-TAMOT-01,8,WYN,W18,TAMOT,CN,2605
CN-2605-ZBYN-VHHH-01,1,BISAL,W175,BIVAT,CN,2605
CN-2605-ZBYN-VHHH-01,2,BIVAT,W210,PADNO,CN,2605
CN-2605-ZBYN-VHHH-01,3,PADNO,B208,CGO,CN,2605
CN-2605-ZBYN-VHHH-01,4,CGO,W129,KAMDA,CN,2605
CN-2605-ZBYN-VHHH-01,5,KAMDA,W128,DUDBI,CN,2605
CN-2605-ZBYN-VHHH-01,6,DUDBI,W37,OMBEB,CN,2605
CN-2605-ZBYN-VHHH-01,7,OMBEB,R473,WYN,CN,2605
CN-2605-ZBYN-VHHH-01,8,WYN,W18,NLG,CN,2605
CN-2605-ZBYN-VHHH-01,9,NLG,W23,ZUH,CN,2605
CN-2605-ZBYN-VHHH-01,10,ZUH,R473,SIERA,CN,2605
CN-2605-ZBYN-VMMC-01,1,BISAL,W175,BIVAT,CN,2605
CN-2605-ZBYN-VMMC-01,2,BIVAT,W210,PADNO,CN,2605
CN-2605-ZBYN-VMMC-01,3,PADNO,B208,CGO,CN,2605
CN-2605-ZBYN-VMMC-01,4,CGO,W129,KAMDA,CN,2605
CN-2605-ZBYN-VMMC-01,5,KAMDA,W128,DUDBI,CN,2605
CN-2605-ZBYN-VMMC-01,6,DUDBI,W37,OMBEB,CN,2605
CN-2605-ZBYN-VMMC-01,7,OMBEB,R473,NOLON,CN,2605
CN-2605-ZBYN-VMMC-01,8,NOLON,W90,POU,CN,2605
CN-2605-ZBYN-VMMC-01,9,POU,W7,SAREX,CN,2605
CN-2605-ZBYN-VMMC-01,10,SAREX,W6,LATOP,CN,2605
CN-2605-ZGDY-KATBO-01,1,DYG,W140,HUY,CN,2605
CN-2605-ZGDY-KATBO-01,2,HUY,A581,QNX,CN,2605
CN-2605-ZGDY-KATBO-01,3,QNX,W136,XISLI,CN,2605
CN-2605-ZGDY-KATBO-01,4,XISLI,A581,SGM,CN,2605
CN-2605-ZGDY-KATBO-01,5,SGM,A599,ADBAG,CN,2605
CN-2605-ZGDY-KATBO-01,6,ADBAG,R471,KATBO,CN,2605
CN-2605-ZGDY-LAMEN-01,1,DYG,W141,LIN,CN,2605
CN-2605-ZGDY-LAMEN-01,2,LIN,A581,WHA,CN,2605
CN-2605-ZGDY-LAMEN-01,3,WHA,R343,PK,CN,2605
CN-2605-ZGDY-LAMEN-01,4,PK,W116,JTN,CN,2605
CN-2605-ZGDY-LAMEN-01,5,JTN,G327,LAMEN,CN,2605
CN-2605-ZGDY-RCTP-01,1,DYG,W141,LIN,CN,2605
CN-2605-ZGDY-RCTP-01,2,LIN,A581,WHA,CN,2605
CN-2605-ZGDY-RCTP-01,3,WHA,R343,UPLEL,CN,2605
CN-2605-ZGDY-RCTP-01,4,UPLEL,W95,SAPIN,CN,2605
CN-2605-ZGDY-RCTP-01,5,SAPIN,A470,BZ,CN,2605
CN-2605-ZGDY-RCTP-01,6,BZ,R596,SULEM,CN,2605
CN-2605-ZGDY-TEBAK-01,1,DYG,W138,LLC,CN,2605
CN-2605-ZGDY-TEBAK-01,2,LLC,R343,WUY,CN,2605
CN-2605-ZGDY-TEBAK-01,3,WUY,R474,TEBAK,CN,2605
CN-2605-ZGGG-AGVUT-01R,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-AGVUT-01R,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-AGVUT-01R,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-AGVUT-01R,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-AGVUT-01R,5,OMBON,W195,IDOPA,CN,2605
CN-2605-ZGGG-AGVUT-01R,6,IDOPA,W197,ANDIM,CN,2605
CN-2605-ZGGG-AGVUT-01R,7,ANDIM,B215,IBANO,CN,2605
CN-2605-ZGGG-AGVUT-01R,8,IBANO,G470,AKLAS,CN,2605
CN-2605-ZGGG-AGVUT-01R,9,AKLAS,W192,FKG,CN,2605
CN-2605-ZGGG-AGVUT-01R,10,FKG,B215,KABDO,CN,2605
CN-2605-ZGGG-AGVUT-01R,11,KABDO,W119,LESVI,CN,2605
CN-2605-ZGGG-AGVUT-01R,12,LESVI,B215,DSC,CN,2605
CN-2605-ZGGG-AGVUT-01R,13,DSC,L181,AGVUT,CN,2605
CN-2605-ZGGG-AGVUT-02R,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-AGVUT-02R,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-AGVUT-02R,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-AGVUT-02R,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-AGVUT-02R,5,OMBON,W195,IDOPA,CN,2605
CN-2605-ZGGG-AGVUT-02R,6,IDOPA,W197,ANDIM,CN,2605
CN-2605-ZGGG-AGVUT-02R,7,ANDIM,B215,TODOD,CN,2605
CN-2605-ZGGG-AGVUT-02R,8,TODOD,W112,TUSLI,CN,2605
CN-2605-ZGGG-AGVUT-02R,9,TUSLI,W187,MAGIV,CN,2605
CN-2605-ZGGG-AGVUT-02R,10,MAGIV,B215,DSC,CN,2605
CN-2605-ZGGG-AGVUT-02R,11,DSC,L181,AGVUT,CN,2605
CN-2605-ZGGG-ARGUK-01,1,MIKIP,A461,BUBDA,CN,2605
CN-2605-ZGGG-ARGUK-01,2,BUBDA,W56,VYK,CN,2605
CN-2605-ZGGG-ARGUK-01,3,VYK,G212,SOTMU,CN,2605
CN-2605-ZGGG-ARGUK-01,4,SOTMU,B339,HUR,CN,2605
CN-2605-ZGGG-ARGUK-01,5,HUR,B334,TGO,CN,2605
CN-2605-ZGGG-ARGUK-01,6,TGO,G212,ARGUK,CN,2605
CN-2605-ZGGG-ASSAD-01,1,VIBOS,R473,ZUH,CN,2605
CN-2605-ZGGG-ASSAD-01,2,ZUH,R200,BIGRO,CN,2605
CN-2605-ZGGG-ASSAD-01,3,BIGRO,G221,SAMAS,CN,2605
CN-2605-ZGGG-ASSAD-01,4,SAMAS,A202,ASSAD,CN,2605
CN-2605-ZGGG-ASSAD-02,1,VIBOS,R473,SIERA,CN,2605
CN-2605-ZGGG-ASSAD-02,2,SIERA,DCT,SIKOU,CN,2605
CN-2605-ZGGG-ASSAD-02,3,SIKOU,A202,ASSAD,CN,2605
CN-2605-ZGGG-BUNTA-01,1,VIBOS,R473,SIERA,CN,2605
CN-2605-ZGGG-BUNTA-01,2,SIERA,DCT,IKELA,CN,2605
CN-2605-ZGGG-BUNTA-01,3,IKELA,A1,BUNTA,CN,2605
CN-2605-ZGGG-INTIK-01,1,MIKIP,A461,BUBDA,CN,2605
CN-2605-ZGGG-INTIK-01,2,BUBDA,W56,OBMEP,CN,2605
CN-2605-ZGGG-INTIK-01,3,OBMEP,B208,HET,CN,2605
CN-2605-ZGGG-INTIK-01,4,HET,W32,INTIK,CN,2605
CN-2605-ZGGG-KAMUD-01,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-KAMUD-01,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-KAMUD-01,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-KAMUD-01,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-KAMUD-01,5,OMBON,W195,IDOPA,CN,2605
CN-2605-ZGGG-KAMUD-01,6,IDOPA,W197,ANDIM,CN,2605
CN-2605-ZGGG-KAMUD-01,7,ANDIM,B215,IBANO,CN,2605
CN-2605-ZGGG-KAMUD-01,8,IBANO,G470,AKLAS,CN,2605
CN-2605-ZGGG-KAMUD-01,9,AKLAS,W192,FKG,CN,2605
CN-2605-ZGGG-KAMUD-01,10,FKG,B215,KABDO,CN,2605
CN-2605-ZGGG-KAMUD-01,11,KABDO,W119,LIMDO,CN,2605
CN-2605-ZGGG-KAMUD-01,12,LIMDO,A468,KAMUD,CN,2605
CN-2605-ZGGG-KAMUD-02,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-KAMUD-02,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-KAMUD-02,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-KAMUD-02,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-KAMUD-02,5,OMBON,W195,IDOPA,CN,2605
CN-2605-ZGGG-KAMUD-02,6,IDOPA,W197,ANDIM,CN,2605
CN-2605-ZGGG-KAMUD-02,7,ANDIM,B215,TODOD,CN,2605
CN-2605-ZGGG-KAMUD-02,8,TODOD,W112,TUSLI,CN,2605
CN-2605-ZGGG-KAMUD-02,9,TUSLI,W187,SADAN,CN,2605
CN-2605-ZGGG-KAMUD-02,10,SADAN,W186,KAMUD,CN,2605
CN-2605-ZGGG-LAMEN-01,1,BOVMA,W41,OMDUP,CN,2605
CN-2605-ZGGG-LAMEN-01,2,OMDUP,G471,PLT,CN,2605
CN-2605-ZGGG-LAMEN-01,3,PLT,A599,JTN,CN,2605
CN-2605-ZGGG-LAMEN-01,4,JTN,G327,LAMEN,CN,2605
CN-2605-ZGGG-LINSO-01,1,VIBOS,R473,ZUH,CN,2605
CN-2605-ZGGG-LINSO-01,2,ZUH,R200,LH,CN,2605
CN-2605-ZGGG-LINSO-01,3,LH,R339,BSE,CN,2605
CN-2605-ZGGG-LINSO-01,4,BSE,A599,LINSO,CN,2605
CN-2605-ZGGG-MORIT-01,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-MORIT-01,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-MORIT-01,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-MORIT-01,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-MORIT-01,5,OMBON,W195,MORIT,CN,2605
CN-2605-ZGGG-NIXAL-01,1,MIKIP,A461,BUBDA,CN,2605
CN-2605-ZGGG-NIXAL-01,2,BUBDA,W56,OBMEP,CN,2605
CN-2605-ZGGG-NIXAL-01,3,OBMEP,B208,NIXAL,CN,2605
CN-2605-ZGGG-OGIGI-01,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-OGIGI-01,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-OGIGI-01,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-OGIGI-01,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-OGIGI-01,5,OMBON,W195,IDOPA,CN,2605
CN-2605-ZGGG-OGIGI-01,6,IDOPA,W197,ANDIM,CN,2605
CN-2605-ZGGG-OGIGI-01,7,ANDIM,B215,TODOD,CN,2605
CN-2605-ZGGG-OGIGI-01,8,TODOD,W112,TUSLI,CN,2605
CN-2605-ZGGG-OGIGI-01,9,TUSLI,W187,SADAN,CN,2605
CN-2605-ZGGG-OGIGI-01,10,SADAN,W186,KQS,CN,2605
CN-2605-ZGGG-OGIGI-01,11,KQS,W176,KHG,CN,2605
CN-2605-ZGGG-OGIGI-01,12,KHG,L43,OGIGI,CN,2605
CN-2605-ZGGG-POLHO-01,1,MIKIP,A461,BUBDA,CN,2605
CN-2605-ZGGG-POLHO-01,2,BUBDA,W56,OBMEP,CN,2605
CN-2605-ZGGG-POLHO-01,3,OBMEP,B208,HET,CN,2605
CN-2605-ZGGG-POLHO-01,4,HET,G218,POLHO,CN,2605
CN-2605-ZGGG-RCKH-01,1,VIBOS,R473,SIERA,CN,2605
CN-2605-ZGGG-RCMQ-01,1,VIBOS,R473,SIERA,CN,2605
CN-2605-ZGGG-RCTP-01,1,VIBOS,R473,SIERA,CN,2605
CN-2605-ZGGG-RCYU-01,1,VIBOS,R473,SIERA,CN,2605
CN-2605-ZGGG-RULAD-01,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-RULAD-01,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-RULAD-01,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-RULAD-01,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-RULAD-01,5,OMBON,W195,IDOPA,CN,2605
CN-2605-ZGGG-RULAD-01,6,IDOPA,W197,ANDIM,CN,2605
CN-2605-ZGGG-RULAD-01,7,ANDIM,B215,IBANO,CN,2605
CN-2605-ZGGG-RULAD-01,8,IBANO,G470,AKLAS,CN,2605
CN-2605-ZGGG-RULAD-01,9,AKLAS,W192,FKG,CN,2605
CN-2605-ZGGG-RULAD-01,10,FKG,B215,KABDO,CN,2605
CN-2605-ZGGG-RULAD-01,11,KABDO,W119,GOBOK,CN,2605
CN-2605-ZGGG-RULAD-01,12,GOBOK,A343,RULAD,CN,2605
CN-2605-ZGGG-SARIN-01,1,AGVIL,W24,OSNOV,CN,2605
CN-2605-ZGGG-SARIN-01,2,OSNOV,G586,QP,CN,2605
CN-2605-ZGGG-SARIN-01,3,QP,B330,ELKAL,CN,2605
CN-2605-ZGGG-SARIN-01,4,ELKAL,W179,OMBON,CN,2605
CN-2605-ZGGG-SARIN-01,5,OMBON,W195,IDOPA,CN,2605
CN-2605-ZGGG-SARIN-01,6,IDOPA,W197,ANDIM,CN,2605
CN-2605-ZGGG-SARIN-01,7,ANDIM,B215,IBANO,CN,2605
