route_id,leg_sequence,from_fix,airway,to_fix,region_code,aip_cycle
CN-2605-AGAVO-ARGUK,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-ARGUK,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-ARGUK,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-ARGUK,4,CHI,A588,HRB,CN,2605
CN-2605-AGAVO-ARGUK,5,HRB,G212,ARGUK,CN,2605
CN-2605-AGAVO-AS,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-AS,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-AS,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-AS,4,CHI,A588,HRB,CN,2605
CN-2605-AGAVO-AS,5,HRB,G212,ARGUK,CN,2605
CN-2605-AGAVO-AS,6,ARGUK,DCT,AGAVO,CN,2605
CN-2605-AGAVO-AS,7,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-AS,8,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-AS,9,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-AS,10,CHI,A588,SIMLI,CN,2605
CN-2605-AGAVO-B339-KAMUD,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-B339-KAMUD,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-B339-KAMUD,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-B339-KAMUD,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-B339-KAMUD,5,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-B339-KAMUD,6,LADIX,B339,ASILA,CN,2605
CN-2605-AGAVO-B339-KAMUD,7,ASILA,A575,UPREK,CN,2605
CN-2605-AGAVO-B339-KAMUD,8,UPREK,W28,LAGEB,CN,2605
CN-2605-AGAVO-B339-KAMUD,9,LAGEB,W66,NUKTI,CN,2605
CN-2605-AGAVO-B339-KAMUD,10,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-B339-KAMUD,11,KABDO,W119,LIMDO,CN,2605
CN-2605-AGAVO-B339-KAMUD,12,LIMDO,A468,KAMUD,CN,2605
CN-2605-AGAVO-B339-PURPA,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-B339-PURPA,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-B339-PURPA,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-B339-PURPA,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-B339-PURPA,5,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-B339-PURPA,6,LADIX,B339,ASILA,CN,2605
CN-2605-AGAVO-B339-PURPA,7,ASILA,A575,UPREK,CN,2605
CN-2605-AGAVO-B339-PURPA,8,UPREK,W28,LAGEB,CN,2605
CN-2605-AGAVO-B339-PURPA,9,LAGEB,W66,NUKTI,CN,2605
CN-2605-AGAVO-B339-PURPA,10,NUKTI,B215,IBANO,CN,2605
CN-2605-AGAVO-B339-PURPA,11,IBANO,W187,TUSLI,CN,2605
CN-2605-AGAVO-B339-PURPA,12,TUSLI,W112,PURPA,CN,2605
CN-2605-AGAVO-B339-RULAD,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-B339-RULAD,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-B339-RULAD,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-B339-RULAD,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-B339-RULAD,5,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-B339-RULAD,6,LADIX,B339,ASILA,CN,2605
CN-2605-AGAVO-B339-RULAD,7,ASILA,A575,UPREK,CN,2605
CN-2605-AGAVO-B339-RULAD,8,UPREK,W28,LAGEB,CN,2605
CN-2605-AGAVO-B339-RULAD,9,LAGEB,W66,NUKTI,CN,2605
CN-2605-AGAVO-B339-RULAD,10,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-B339-RULAD,11,KABDO,W119,GOBOK,CN,2605
CN-2605-AGAVO-B339-RULAD,12,GOBOK,A343,RULAD,CN,2605
CN-2605-AGAVO-B339-SARIN,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-B339-SARIN,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-B339-SARIN,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-B339-SARIN,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-B339-SARIN,5,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-B339-SARIN,6,LADIX,B339,ASILA,CN,2605
CN-2605-AGAVO-B339-SARIN,7,ASILA,A575,UPREK,CN,2605
CN-2605-AGAVO-B339-SARIN,8,UPREK,W28,LAGEB,CN,2605
CN-2605-AGAVO-B339-SARIN,9,LAGEB,W66,NUKTI,CN,2605
CN-2605-AGAVO-B339-SARIN,10,NUKTI,B215,FKG,CN,2605
CN-2605-AGAVO-B339-SARIN,11,FKG,A368,SARIN,CN,2605
CN-2605-AGAVO-B339-SRK,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-B339-SRK,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-B339-SRK,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-B339-SRK,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-B339-SRK,5,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-B339-SRK,6,LADIX,B339,ASILA,CN,2605
CN-2605-AGAVO-B339-SRK,7,ASILA,A575,UPREK,CN,2605
CN-2605-AGAVO-B339-SRK,8,UPREK,W28,KEVOB,CN,2605
CN-2605-AGAVO-B339-SRK,9,KEVOB,W28,LAGEB,CN,2605
CN-2605-AGAVO-B339-SRK,10,LAGEB,W66,NUKTI,CN,2605
CN-2605-AGAVO-B339-SRK,11,NUKTI,B215,FKG,CN,2605
CN-2605-AGAVO-B339-SRK,12,FKG,A368,SARIN,CN,2605
CN-2605-AGAVO-B339-SRK,13,SARIN,DCT,AGAVO,CN,2605
CN-2605-AGAVO-B339-SRK,14,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-B339-SRK,15,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-B339-SRK,16,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-B339-SRK,17,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-B339-SRK,18,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-B339-SRK,19,LADIX,B339,ASILA,CN,2605
CN-2605-AGAVO-B339-SRK,20,ASILA,A575,UPREK,CN,2605
CN-2605-AGAVO-B339-SRK,21,UPREK,W28,KEVOB,CN,2605
CN-2605-AGAVO-B339-SRK,22,KEVOB,W28,LAGEB,CN,2605
CN-2605-AGAVO-B339-SRK,23,LAGEB,W66,NUKTI,CN,2605
CN-2605-AGAVO-B339-SRK,24,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-B339-SRK,25,KABDO,W119,GOBOK,CN,2605
CN-2605-AGAVO-B339-SRK,26,GOBOK,A343,RULAD,CN,2605
CN-2605-AGAVO-B339-SRK,27,RULAD,DCT,AGAVO,CN,2605
CN-2605-AGAVO-B339-SRK,28,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-B339-SRK,29,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-B339-SRK,30,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-B339-SRK,31,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-B339-SRK,32,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-B339-SRK,33,LADIX,B339,ASILA,CN,2605
CN-2605-AGAVO-B339-SRK,34,ASILA,A575,UPREK,CN,2605
CN-2605-AGAVO-B339-SRK,35,UPREK,W28,KEVOB,CN,2605
CN-2605-AGAVO-B339-SRK,36,KEVOB,W28,LAGEB,CN,2605
CN-2605-AGAVO-B339-SRK,37,LAGEB,W66,NUKTI,CN,2605
CN-2605-AGAVO-B339-SRK,38,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-B339-SRK,39,KABDO,W119,LIMDO,CN,2605
CN-2605-AGAVO-B339-SRK,40,LIMDO,A468,KAMUD,CN,2605
CN-2605-AGAVO-BISUN,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-BISUN,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-BISUN,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-BISUN,4,CHI,A588,LJB,CN,2605
CN-2605-AGAVO-BISUN,5,LJB,G341,WQG,CN,2605
CN-2605-AGAVO-BISUN,6,WQG,B451,BISUN,CN,2605
CN-2605-AGAVO-KAMUD,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-KAMUD,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-KAMUD,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-KAMUD,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-KAMUD,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-KAMUD,6,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-KAMUD,7,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-KAMUD,8,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-KAMUD,9,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-KAMUD,10,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-KAMUD,11,KABDO,W119,LIMDO,CN,2605
CN-2605-AGAVO-KAMUD,12,LIMDO,A468,KAMUD,CN,2605
CN-2605-AGAVO-LINSO,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-LINSO,2,IKEKA,W4,IPNIT,CN,2605
CN-2605-AGAVO-LINSO,3,IPNIT,W37,DUBAS,CN,2605
CN-2605-AGAVO-LINSO,4,DUBAS,R343,WHA,CN,2605
CN-2605-AGAVO-LINSO,5,WHA,A581,QNX,CN,2605
CN-2605-AGAVO-LINSO,6,QNX,W136,XISLI,CN,2605
CN-2605-AGAVO-LINSO,7,XISLI,A581,SGM,CN,2605
CN-2605-AGAVO-LINSO,8,SGM,A599,LINSO,CN,2605
CN-2605-AGAVO-POLHO,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-POLHO,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-POLHO,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-POLHO,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-POLHO,5,PAMRU,W34,LADIX,CN,2605
CN-2605-AGAVO-POLHO,6,LADIX,B339,POLHO,CN,2605
CN-2605-AGAVO-RK,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-RK,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-RK,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-RK,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-RK,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-RK,6,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-RK,7,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-RK,8,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-RK,9,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-RK,10,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-RK,11,KABDO,W119,GOBOK,CN,2605
CN-2605-AGAVO-RK,12,GOBOK,A343,RULAD,CN,2605
CN-2605-AGAVO-RK,13,RULAD,DCT,AGAVO,CN,2605
CN-2605-AGAVO-RK,14,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-RK,15,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-RK,16,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-RK,17,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-RK,18,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-RK,19,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-RK,20,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-RK,21,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-RK,22,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-RK,23,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-RK,24,KABDO,W119,LIMDO,CN,2605
CN-2605-AGAVO-RK,25,LIMDO,A468,KAMUD,CN,2605
CN-2605-AGAVO-RKL,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-RKL,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-RKL,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-RKL,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-RKL,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-RKL,6,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-RKL,7,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-RKL,8,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-RKL,9,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-RKL,10,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-RKL,11,KABDO,W119,GOBOK,CN,2605
CN-2605-AGAVO-RKL,12,GOBOK,A343,RULAD,CN,2605
CN-2605-AGAVO-RKL,13,RULAD,DCT,AGAVO,CN,2605
CN-2605-AGAVO-RKL,14,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-RKL,15,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-RKL,16,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-RKL,17,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-RKL,18,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-RKL,19,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-RKL,20,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-RKL,21,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-RKL,22,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-RKL,23,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-RKL,24,KABDO,W119,LIMDO,CN,2605
CN-2605-AGAVO-RKL,25,LIMDO,A468,KAMUD,CN,2605
CN-2605-AGAVO-RKL,26,KAMUD,DCT,AGAVO,CN,2605
CN-2605-AGAVO-RKL,27,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-RKL,28,IKEKA,W4,IPNIT,CN,2605
CN-2605-AGAVO-RKL,29,IPNIT,W37,DUBAS,CN,2605
CN-2605-AGAVO-RKL,30,DUBAS,R343,WHA,CN,2605
CN-2605-AGAVO-RKL,31,WHA,A581,QNX,CN,2605
CN-2605-AGAVO-RKL,32,QNX,W136,XISLI,CN,2605
CN-2605-AGAVO-RKL,33,XISLI,A581,SGM,CN,2605
CN-2605-AGAVO-RKL,34,SGM,A599,LINSO,CN,2605
CN-2605-AGAVO-RULAD,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-RULAD,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-RULAD,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-RULAD,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-RULAD,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-RULAD,6,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-RULAD,7,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-RULAD,8,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-RULAD,9,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-RULAD,10,NUKTI,B215,KABDO,CN,2605
CN-2605-AGAVO-RULAD,11,KABDO,W119,GOBOK,CN,2605
CN-2605-AGAVO-RULAD,12,GOBOK,A343,RULAD,CN,2605
CN-2605-AGAVO-SARIN,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-SARIN,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-SARIN,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-SARIN,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-SARIN,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-SARIN,6,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-SARIN,7,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-SARIN,8,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-SARIN,9,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-SARIN,10,NUKTI,B215,FKG,CN,2605
CN-2605-AGAVO-SARIN,11,FKG,A368,SARIN,CN,2605
CN-2605-AGAVO-SIMLI,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-SIMLI,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-SIMLI,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-SIMLI,4,CHI,A588,SIMLI,CN,2605
CN-2605-AGAVO-TAMOT,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-TAMOT,2,IKEKA,A326,AKARA,CN,2605
CN-2605-AGAVO-TAMOT,3,AKARA,A593,PUD,CN,2605
CN-2605-AGAVO-TAMOT,4,PUD,A599,NXD,CN,2605
CN-2605-AGAVO-TAMOT,5,NXD,W131,AKDIM,CN,2605
CN-2605-AGAVO-TAMOT,6,AKDIM,A470,DUBGO,CN,2605
CN-2605-AGAVO-TAMOT,7,DUBGO,W134,ELNEX,CN,2605
CN-2605-AGAVO-TAMOT,8,ELNEX,A599,PLT,CN,2605
CN-2605-AGAVO-TAMOT,9,PLT,W19,NOMAR,CN,2605
CN-2605-AGAVO-TAMOT,10,NOMAR,W18,TAMOT,CN,2605
CN-2605-AGAVO-TEBAK,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-TEBAK,2,IKEKA,A326,AKARA,CN,2605
CN-2605-AGAVO-TEBAK,3,AKARA,A593,PK,CN,2605
CN-2605-AGAVO-TEBAK,4,PK,R343,MADUK,CN,2605
CN-2605-AGAVO-TEBAK,5,MADUK,W51,LEGIV,CN,2605
CN-2605-AGAVO-TEBAK,6,LEGIV,W164,ADGOL,CN,2605
CN-2605-AGAVO-TEBAK,7,ADGOL,W50,XSH,CN,2605
CN-2605-AGAVO-TEBAK,8,XSH,W80,UDUMI,CN,2605
CN-2605-AGAVO-TEBAK,9,UDUMI,W37,OLMIB,CN,2605
CN-2605-AGAVO-TEBAK,10,OLMIB,W83,GOSMA,CN,2605
CN-2605-AGAVO-TEBAK,11,GOSMA,R343,WUY,CN,2605
CN-2605-AGAVO-TEBAK,12,WUY,R474,TEBAK,CN,2605
CN-2605-AGAVO-TELOK,1,AGAVO,G597,DONVO,CN,2605
CN-2605-AGAVO-TELOK,2,DONVO,A326,SANKO,CN,2605
CN-2605-AGAVO-TELOK,3,SANKO,W107,CHI,CN,2605
CN-2605-AGAVO-TELOK,4,CHI,A588,BIDIB,CN,2605
CN-2605-AGAVO-TELOK,5,BIDIB,A345,TELOK,CN,2605
CN-2605-AGAVO-VHHH,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-VHHH,2,IKEKA,A326,AKARA,CN,2605
CN-2605-AGAVO-VHHH,3,AKARA,A593,PUD,CN,2605
CN-2605-AGAVO-VHHH,4,PUD,A599,NXD,CN,2605
CN-2605-AGAVO-VHHH,5,NXD,W131,AKDIM,CN,2605
CN-2605-AGAVO-VHHH,6,AKDIM,A470,DUBGO,CN,2605
CN-2605-AGAVO-VHHH,7,DUBGO,W134,ELNEX,CN,2605
CN-2605-AGAVO-VHHH,8,ELNEX,A599,PLT,CN,2605
CN-2605-AGAVO-VHHH,9,PLT,W19,NOMAR,CN,2605
CN-2605-AGAVO-VHHH,10,NOMAR,W18,NLG,CN,2605
CN-2605-AGAVO-VHHH,11,NLG,W23,ZUH,CN,2605
CN-2605-AGAVO-VHHH,12,ZUH,R473,SIERA,CN,2605
CN-2605-AGAVO-W104-SARIN,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-W104-SARIN,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-W104-SARIN,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-W104-SARIN,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-W104-SARIN,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-W104-SARIN,6,VYK,B215,AGVUR,CN,2605
CN-2605-AGAVO-W104-SARIN,7,AGVUR,B215,APOGO,CN,2605
CN-2605-AGAVO-W104-SARIN,8,APOGO,W218,YLX,CN,2605
CN-2605-AGAVO-W104-SARIN,9,YLX,W193,ALGIB,CN,2605
CN-2605-AGAVO-W104-SARIN,10,ALGIB,W47,IDSOT,CN,2605
CN-2605-AGAVO-W104-SARIN,11,IDSOT,W48,DKO,CN,2605
CN-2605-AGAVO-W104-SARIN,12,DKO,W66,NUKTI,CN,2605
CN-2605-AGAVO-W104-SARIN,13,NUKTI,B215,FKG,CN,2605
CN-2605-AGAVO-W104-SARIN,14,FKG,A368,SARIN,CN,2605
CN-2605-AGAVO-W112-PURPA,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-W112-PURPA,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-W112-PURPA,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-W112-PURPA,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-W112-PURPA,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-W112-PURPA,6,VYK,B215,YHD,CN,2605
CN-2605-AGAVO-W112-PURPA,7,YHD,W199,ALGOT,CN,2605
CN-2605-AGAVO-W112-PURPA,8,ALGOT,W195,ESPED,CN,2605
CN-2605-AGAVO-W112-PURPA,9,ESPED,W66,NUKTI,CN,2605
CN-2605-AGAVO-W112-PURPA,10,NUKTI,B215,IBANO,CN,2605
CN-2605-AGAVO-W112-PURPA,11,IBANO,W187,TUSLI,CN,2605
CN-2605-AGAVO-W112-PURPA,12,TUSLI,W112,PURPA,CN,2605
CN-2605-AGAVO-ZBAA-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBAA-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBAA-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBAA-01,4,DOVIV,W55,DUMAP,CN,2605
CN-2605-AGAVO-ZBAD-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBAD-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBAD-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBAD-01,4,DOVIV,W55,DUMAP,CN,2605
CN-2605-AGAVO-ZBDS-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBDS-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBDS-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBDS-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZBDS-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZBDS-01,6,VYK,B215,APOGO,CN,2605
CN-2605-AGAVO-ZBDS-01,7,APOGO,W218,YLX,CN,2605
CN-2605-AGAVO-ZBHH-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBHH-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBHH-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBHH-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZBHH-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZBHH-01,6,VYK,B215,AGVUR,CN,2605
CN-2605-AGAVO-ZBHH-01,7,AGVUR,B208,TODAM,CN,2605
CN-2605-AGAVO-ZBOW-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBOW-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBOW-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBOW-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZBOW-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZBOW-01,6,VYK,B215,APOGO,CN,2605
CN-2605-AGAVO-ZBOW-01,7,APOGO,W218,YLX,CN,2605
CN-2605-AGAVO-ZBOW-01,8,YLX,W193,ALGOV,CN,2605
CN-2605-AGAVO-ZBSJ-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBSJ-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBSJ-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBSJ-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZBSJ-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZBSJ-01,6,VYK,B215,IDGIS,CN,2605
CN-2605-AGAVO-ZBTJ-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBTJ-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBTJ-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBTJ-01,4,DOVIV,W55,DUMAP,CN,2605
CN-2605-AGAVO-ZBYN-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZBYN-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZBYN-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZBYN-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZBYN-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZBYN-01,6,VYK,B215,TOKUD,CN,2605
CN-2605-AGAVO-ZGHA-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZGHA-01,2,IKEKA,W4,IPNIT,CN,2605
CN-2605-AGAVO-ZGHA-01,3,IPNIT,W37,GUSIV,CN,2605
CN-2605-AGAVO-ZHCC-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZHCC-01,2,IKEKA,W4,TAMIX,CN,2605
CN-2605-AGAVO-ZHCC-01,3,TAMIX,B208,NOPIN,CN,2605
CN-2605-AGAVO-ZHEC-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZHEC-01,2,IKEKA,W4,IPNIT,CN,2605
CN-2605-AGAVO-ZHEC-01,3,IPNIT,W37,ENLAB,CN,2605
CN-2605-AGAVO-ZHHH-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZHHH-01,2,IKEKA,W4,IPNIT,CN,2605
CN-2605-AGAVO-ZHHH-01,3,IPNIT,W37,PONUD,CN,2605
CN-2605-AGAVO-ZLIC-01,1,AGAVO,A591,IKEKA,CN,2605
CN-2605-AGAVO-ZLIC-01,2,IKEKA,W4,HCH,CN,2605
CN-2605-AGAVO-ZLIC-01,3,HCH,W200,DOVIV,CN,2605
CN-2605-AGAVO-ZLIC-01,4,DOVIV,W55,PAMRU,CN,2605
CN-2605-AGAVO-ZLIC-01,5,PAMRU,W34,VYK,CN,2605
CN-2605-AGAVO-ZLIC-01,6,VYK,B215,APOGO,CN,2605
