region_code,aip_cycle,airport_code,airport_role,route_id,route_code,direction,opposite_key
CN,2605,AYPY,departure,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,arrival,ZSPD
CN,2605,AYPY,departure,CN-2605-MAGOG-ZSPD-01,MAGOG-ZSPD-01,arrival,ZSPD
CN,2605,AYPY,departure,CN-2605-TAMOT-ZGGG-01,TAMOT-ZGGG-01,arrival,ZGGG
CN,2605,AYPY,arrival,CN-2605-ZGGG-SIERA-01,ZGGG-SIERA-01,departure,ZGGG
CN,2605,AYPY,arrival,CN-2605-ZSPD-LAMEN-01,ZSPD-LAMEN-01,departure,ZSPD
CN,2605,AYPY,arrival,CN-2605-ZSPD-LAMEN-02,ZSPD-LAMEN-02,departure,ZSPD
CN,2605,AYPY,arrival,CN-2605-ZSPD-MAGOG-01,ZSPD-MAGOG-01,departure,ZSPD
CN,2605,CYEG,departure,CN-2605-MAGIT-ZBTJ-01,MAGIT-ZBTJ-01,arrival,ZBTJ
CN,2605,CYEG,departure,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,arrival,ZSPD
CN,2605,CYEG,departure,CN-2605-SIMLI-ZBTJ-01,SIMLI-ZBTJ-01,arrival,ZBTJ
CN,2605,CYEG,arrival,CN-2605-ZSPD-ARGUK-02,ZSPD-ARGUK-02,departure,ZSPD
CN,2605,CYEG,arrival,CN-2605-ZSPD-LAMEN-01,ZSPD-LAMEN-01,departure,ZSPD
CN,2605,CYEG,arrival,CN-2605-ZSPD-LAMEN-02,ZSPD-LAMEN-02,departure,ZSPD
CN,2605,CYEG,arrival,CN-2605-ZSPD-SIMLI-02,ZSPD-SIMLI-02,departure,ZSPD
CN,2605,CYMX,departure,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,arrival,ZBAA
CN,2605,CYMX,departure,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,arrival,ZBAA
CN,2605,CYMX,departure,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,arrival,ZSPD
CN,2605,CYMX,departure,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,arrival,ZBAA
CN,2605,CYMX,departure,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,arrival,ZSPD
CN,2605,CYMX,departure,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,arrival,ZSPD
CN,2605,CYMX,departure,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,arrival,ZBAA
CN,2605,CYMX,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,CYMX,departure,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,arrival,ZBAA
CN,2605,CYMX,departure,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,arrival,ZSPD
CN,2605,CYMX,departure,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,arrival,ZSPD
CN,2605,CYMX,arrival,CN-2605-ZBAA-AGAVO-01,ZBAA-AGAVO-01,departure,ZBAA
CN,2605,CYMX,arrival,CN-2605-ZBAA-ARGUK-01,ZBAA-ARGUK-01,departure,ZBAA
CN,2605,CYMX,arrival,CN-2605-ZBAA-LAMEN-01,ZBAA-LAMEN-01,departure,ZBAA
CN,2605,CYMX,arrival,CN-2605-ZBAA-POLHO-01,ZBAA-POLHO-01,departure,ZBAA
CN,2605,CYMX,arrival,CN-2605-ZBAA-SIMLI-01,ZBAA-SIMLI-01,departure,ZBAA
CN,2605,CYMX,arrival,CN-2605-ZSPD-ARGUK-01,ZSPD-ARGUK-01,departure,ZSPD
CN,2605,CYMX,arrival,CN-2605-ZSPD-ARGUK-02,ZSPD-ARGUK-02,departure,ZSPD
CN,2605,CYMX,arrival,CN-2605-ZSPD-LAMEN-01,ZSPD-LAMEN-01,departure,ZSPD
CN,2605,CYMX,arrival,CN-2605-ZSPD-LAMEN-02,ZSPD-LAMEN-02,departure,ZSPD
CN,2605,CYMX,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,CYMX,arrival,CN-2605-ZSPD-SIMLI-01,ZSPD-SIMLI-01,departure,ZSPD
CN,2605,CYMX,arrival,CN-2605-ZSPD-SIMLI-02,ZSPD-SIMLI-02,departure,ZSPD
CN,2605,CYUL,departure,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,arrival,ZBAA
CN,2605,CYUL,departure,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,arrival,ZBAA
CN,2605,CYUL,departure,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,arrival,ZSPD
CN,2605,CYUL,departure,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,arrival,ZBAA
CN,2605,CYUL,departure,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,arrival,ZSPD
CN,2605,CYUL,departure,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,arrival,ZSPD
CN,2605,CYUL,departure,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,arrival,ZBAA
CN,2605,CYUL,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,CYUL,departure,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,arrival,ZBAA
CN,2605,CYUL,departure,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,arrival,ZSPD
CN,2605,CYUL,departure,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,arrival,ZSPD
CN,2605,CYUL,arrival,CN-2605-ZBAA-AGAVO-01,ZBAA-AGAVO-01,departure,ZBAA
CN,2605,CYUL,arrival,CN-2605-ZBAA-ARGUK-01,ZBAA-ARGUK-01,departure,ZBAA
CN,2605,CYUL,arrival,CN-2605-ZBAA-LAMEN-01,ZBAA-LAMEN-01,departure,ZBAA
CN,2605,CYUL,arrival,CN-2605-ZBAA-POLHO-01,ZBAA-POLHO-01,departure,ZBAA
CN,2605,CYUL,arrival,CN-2605-ZBAA-SIMLI-01,ZBAA-SIMLI-01,departure,ZBAA
CN,2605,CYUL,arrival,CN-2605-ZSPD-ARGUK-01,ZSPD-ARGUK-01,departure,ZSPD
CN,2605,CYUL,arrival,CN-2605-ZSPD-ARGUK-02,ZSPD-ARGUK-02,departure,ZSPD
CN,2605,CYUL,arrival,CN-2605-ZSPD-LAMEN-01,ZSPD-LAMEN-01,departure,ZSPD
CN,2605,CYUL,arrival,CN-2605-ZSPD-LAMEN-02,ZSPD-LAMEN-02,departure,ZSPD
CN,2605,CYUL,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,CYUL,arrival,CN-2605-ZSPD-SIMLI-01,ZSPD-SIMLI-01,departure,ZSPD
CN,2605,CYUL,arrival,CN-2605-ZSPD-SIMLI-02,ZSPD-SIMLI-02,departure,ZSPD
CN,2605,CYVR,departure,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,arrival,ZBAA
CN,2605,CYVR,departure,CN-2605-AGAVO-ZHCC-01,AGAVO-ZHCC-01,arrival,ZHCC
CN,2605,CYVR,departure,CN-2605-AGAVO-ZSQD-01,AGAVO-ZSQD-01,arrival,ZSQD
CN,2605,CYVR,departure,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,arrival,ZBAA
CN,2605,CYVR,departure,CN-2605-LAMEN-ZGGG-01,LAMEN-ZGGG-01,arrival,ZGGG
CN,2605,CYVR,departure,CN-2605-LAMEN-ZGSZ-01,LAMEN-ZGSZ-01,arrival,ZGSZ
CN,2605,CYVR,departure,CN-2605-LAMEN-ZSAM-01,LAMEN-ZSAM-01,arrival,ZSAM
CN,2605,CYVR,departure,CN-2605-LAMEN-ZSAM-02,LAMEN-ZSAM-02,arrival,ZSAM
CN,2605,CYVR,departure,CN-2605-LAMEN-ZSFZ-01,LAMEN-ZSFZ-01,arrival,ZSFZ
CN,2605,CYVR,departure,CN-2605-LAMEN-ZSNJ-01,LAMEN-ZSNJ-01,arrival,ZSNJ
CN,2605,CYVR,departure,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,arrival,ZSPD
CN,2605,CYVR,departure,CN-2605-LAMEN-ZSSS-01,LAMEN-ZSSS-01,arrival,ZSSS
CN,2605,CYVR,departure,CN-2605-LAMEN-ZUTF-01,LAMEN-ZUTF-01,arrival,ZUTF
CN,2605,CYVR,departure,CN-2605-LAMEN-ZUUU-01,LAMEN-ZUUU-01,arrival,ZUUU
CN,2605,CYVR,departure,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,arrival,ZBAA
CN,2605,CYVR,departure,CN-2605-MAGIT-ZBTJ-01,MAGIT-ZBTJ-01,arrival,ZBTJ
CN,2605,CYVR,departure,CN-2605-MAGIT-ZGSZ-01,MAGIT-ZGSZ-01,arrival,ZGSZ
CN,2605,CYVR,departure,CN-2605-MAGIT-ZHCC-01,MAGIT-ZHCC-01,arrival,ZHCC
CN,2605,CYVR,departure,CN-2605-MAGIT-ZLXY-01,MAGIT-ZLXY-01,arrival,ZLXY
CN,2605,CYVR,departure,CN-2605-MAGIT-ZSNJ-01,MAGIT-ZSNJ-01,arrival,ZSNJ
CN,2605,CYVR,departure,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,arrival,ZSPD
CN,2605,CYVR,departure,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,arrival,ZSPD
CN,2605,CYVR,departure,CN-2605-MAGIT-ZSQD-01,MAGIT-ZSQD-01,arrival,ZSQD
CN,2605,CYVR,departure,CN-2605-MAGIT-ZSSS-01,MAGIT-ZSSS-01,arrival,ZSSS
CN,2605,CYVR,departure,CN-2605-MAGIT-ZUTF-01,MAGIT-ZUTF-01,arrival,ZUTF
CN,2605,CYVR,departure,CN-2605-MAGIT-ZUUU-02,MAGIT-ZUUU-02,arrival,ZUUU
CN,2605,CYVR,departure,CN-2605-MAGIT-ZYTX-01,MAGIT-ZYTX-01,arrival,ZYTX
CN,2605,CYVR,departure,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,arrival,ZBAA
CN,2605,CYVR,departure,CN-2605-POLHO-ZLXY-01,POLHO-ZLXY-01,arrival,ZLXY
CN,2605,CYVR,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,CYVR,departure,CN-2605-POLHO-ZSSS-01,POLHO-ZSSS-01,arrival,ZSSS
CN,2605,CYVR,departure,CN-2605-POLHO-ZUCK-01,POLHO-ZUCK-01,arrival,ZUCK
CN,2605,CYVR,departure,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,arrival,ZBAA
CN,2605,CYVR,departure,CN-2605-SIMLI-ZBTJ-01,SIMLI-ZBTJ-01,arrival,ZBTJ
CN,2605,CYVR,departure,CN-2605-SIMLI-ZLXY-01,SIMLI-ZLXY-01,arrival,ZLXY
CN,2605,CYVR,departure,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,arrival,ZSPD
CN,2605,CYVR,departure,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,arrival,ZSPD
CN,2605,CYVR,departure,CN-2605-SIMLI-ZSSS-01,SIMLI-ZSSS-01,arrival,ZSSS
CN,2605,CYVR,arrival,CN-2605-ZBAA-AGAVO-01,ZBAA-AGAVO-01,departure,ZBAA
CN,2605,CYVR,arrival,CN-2605-ZBAA-ARGUK-01,ZBAA-ARGUK-01,departure,ZBAA
CN,2605,CYVR,arrival,CN-2605-ZBAA-LAMEN-01,ZBAA-LAMEN-01,departure,ZBAA
CN,2605,CYVR,arrival,CN-2605-ZBAA-POLHO-01,ZBAA-POLHO-01,departure,ZBAA
CN,2605,CYVR,arrival,CN-2605-ZBAA-SIMLI-01,ZBAA-SIMLI-01,departure,ZBAA
CN,2605,CYVR,arrival,CN-2605-ZBTJ-ARGUK-01,ZBTJ-ARGUK-01,departure,ZBTJ
CN,2605,CYVR,arrival,CN-2605-ZBTJ-SIMLI-01,ZBTJ-SIMLI-01,departure,ZBTJ
CN,2605,CYVR,arrival,CN-2605-ZGGG-ARGUK-01,ZGGG-ARGUK-01,departure,ZGGG
CN,2605,CYVR,arrival,CN-2605-ZGGG-LAMEN-01,ZGGG-LAMEN-01,departure,ZGGG
CN,2605,CYVR,arrival,CN-2605-ZGGG-SIMLI-01,ZGGG-SIMLI-01,departure,ZGGG
CN,2605,CYVR,arrival,CN-2605-ZGSZ-ARGUK-01,ZGSZ-ARGUK-01,departure,ZGSZ
CN,2605,CYVR,arrival,CN-2605-ZGSZ-LAMEN-01,ZGSZ-LAMEN-01,departure,ZGSZ
CN,2605,CYVR,arrival,CN-2605-ZHCC-AGAVO-01,ZHCC-AGAVO-01,departure,ZHCC
CN,2605,CYVR,arrival,CN-2605-ZHCC-ARGUK-01,ZHCC-ARGUK-01,departure,ZHCC
CN,2605,CYVR,arrival,CN-2605-ZLXY-ARGUK-01,ZLXY-ARGUK-01,departure,ZLXY
CN,2605,CYVR,arrival,CN-2605-ZLXY-POLHO-01,ZLXY-POLHO-01,departure,ZLXY
CN,2605,CYVR,arrival,CN-2605-ZLXY-SIMLI-01,ZLXY-SIMLI-01,departure,ZLXY
CN,2605,CYVR,arrival,CN-2605-ZSAM-LAMEN-01,ZSAM-LAMEN-01,departure,ZSAM
CN,2605,CYVR,arrival,CN-2605-ZSFZ-LAMEN-01,ZSFZ-LAMEN-01,departure,ZSFZ
CN,2605,CYVR,arrival,CN-2605-ZSNJ-LAMEN-01,ZSNJ-LAMEN-01,departure,ZSNJ
CN,2605,CYVR,arrival,CN-2605-ZSNT-LAMEN-01,ZSNT-LAMEN-01,departure,ZSNT
CN,2605,CYVR,arrival,CN-2605-ZSPD-ARGUK-01,ZSPD-ARGUK-01,departure,ZSPD
CN,2605,CYVR,arrival,CN-2605-ZSPD-ARGUK-02,ZSPD-ARGUK-02,departure,ZSPD
CN,2605,CYVR,arrival,CN-2605-ZSPD-LAMEN-01,ZSPD-LAMEN-01,departure,ZSPD
CN,2605,CYVR,arrival,CN-2605-ZSPD-LAMEN-02,ZSPD-LAMEN-02,departure,ZSPD
CN,2605,CYVR,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,CYVR,arrival,CN-2605-ZSPD-SIMLI-01,ZSPD-SIMLI-01,departure,ZSPD
CN,2605,CYVR,arrival,CN-2605-ZSPD-SIMLI-02,ZSPD-SIMLI-02,departure,ZSPD
CN,2605,CYVR,arrival,CN-2605-ZSQD-AGAVO-01,ZSQD-AGAVO-01,departure,ZSQD
CN,2605,CYVR,arrival,CN-2605-ZSQD-ARGUK-01,ZSQD-ARGUK-01,departure,ZSQD
CN,2605,CYVR,arrival,CN-2605-ZSSS-ARGUK-01,ZSSS-ARGUK-01,departure,ZSSS
CN,2605,CYVR,arrival,CN-2605-ZSSS-LAMEN-01,ZSSS-LAMEN-01,departure,ZSSS
CN,2605,CYVR,arrival,CN-2605-ZSSS-LAMEN-02,ZSSS-LAMEN-02,departure,ZSSS
CN,2605,CYVR,arrival,CN-2605-ZSSS-POLHO-01,ZSSS-POLHO-01,departure,ZSSS
CN,2605,CYVR,arrival,CN-2605-ZSSS-SIMLI-01,ZSSS-SIMLI-01,departure,ZSSS
CN,2605,CYVR,arrival,CN-2605-ZUCK-ARGUK-01,ZUCK-ARGUK-01,departure,ZUCK
CN,2605,CYVR,arrival,CN-2605-ZUCK-LAMEN-01,ZUCK-LAMEN-01,departure,ZUCK
CN,2605,CYVR,arrival,CN-2605-ZUTF-ARGUK-01,ZUTF-ARGUK-01,departure,ZUTF
CN,2605,CYVR,arrival,CN-2605-ZUTF-LAMEN-01,ZUTF-LAMEN-01,departure,ZUTF
CN,2605,CYVR,arrival,CN-2605-ZUUU-ARGUK-01,ZUUU-ARGUK-01,departure,ZUUU
CN,2605,CYVR,arrival,CN-2605-ZUUU-LAMEN-01,ZUUU-LAMEN-01,departure,ZUUU
CN,2605,CYVR,arrival,CN-2605-ZYTX-ARGUK-01,ZYTX-ARGUK-01,departure,ZYTX
CN,2605,CYYC,departure,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,arrival,ZBAA
CN,2605,CYYC,departure,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,arrival,ZSPD
CN,2605,CYYC,departure,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,arrival,ZBAA
CN,2605,CYYC,departure,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,arrival,ZSPD
CN,2605,CYYC,departure,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,arrival,ZBAA
CN,2605,CYYC,arrival,CN-2605-ZBAA-AGAVO-01,ZBAA-AGAVO-01,departure,ZBAA
CN,2605,CYYC,arrival,CN-2605-ZBAA-ARGUK-01,ZBAA-ARGUK-01,departure,ZBAA
CN,2605,CYYC,arrival,CN-2605-ZBAA-POLHO-01,ZBAA-POLHO-01,departure,ZBAA
CN,2605,CYYC,arrival,CN-2605-ZSPD-ARGUK-02,ZSPD-ARGUK-02,departure,ZSPD
CN,2605,CYYC,arrival,CN-2605-ZSPD-LAMEN-01,ZSPD-LAMEN-01,departure,ZSPD
CN,2605,CYYC,arrival,CN-2605-ZSPD-LAMEN-02,ZSPD-LAMEN-02,departure,ZSPD
CN,2605,CYYZ,departure,CN-2605-AGAVO-ZBAA-01,AGAVO-ZBAA-01,arrival,ZBAA
CN,2605,CYYZ,departure,CN-2605-AGAVO-ZSQD-01,AGAVO-ZSQD-01,arrival,ZSQD
CN,2605,CYYZ,departure,CN-2605-LAMEN-ZBAA-01,LAMEN-ZBAA-01,arrival,ZBAA
CN,2605,CYYZ,departure,CN-2605-LAMEN-ZGGG-01,LAMEN-ZGGG-01,arrival,ZGGG
CN,2605,CYYZ,departure,CN-2605-LAMEN-ZSPD-01,LAMEN-ZSPD-01,arrival,ZSPD
CN,2605,CYYZ,departure,CN-2605-LAMEN-ZSSS-01,LAMEN-ZSSS-01,arrival,ZSSS
CN,2605,CYYZ,departure,CN-2605-MAGIT-ZBAA-01,MAGIT-ZBAA-01,arrival,ZBAA
CN,2605,CYYZ,departure,CN-2605-MAGIT-ZHHH-01,MAGIT-ZHHH-01,arrival,ZHHH
CN,2605,CYYZ,departure,CN-2605-MAGIT-ZSPD-01,MAGIT-ZSPD-01,arrival,ZSPD
CN,2605,CYYZ,departure,CN-2605-MAGIT-ZSPD-02,MAGIT-ZSPD-02,arrival,ZSPD
CN,2605,CYYZ,departure,CN-2605-MAGIT-ZSQD-01,MAGIT-ZSQD-01,arrival,ZSQD
CN,2605,CYYZ,departure,CN-2605-MAGIT-ZSSS-01,MAGIT-ZSSS-01,arrival,ZSSS
CN,2605,CYYZ,departure,CN-2605-MAGIT-ZYHB-01,MAGIT-ZYHB-01,arrival,ZYHB
CN,2605,CYYZ,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,CYYZ,departure,CN-2605-NIXAL-ZBYN-01,NIXAL-ZBYN-01,arrival,ZBYN
CN,2605,CYYZ,departure,CN-2605-POLHO-ZBAA-01,POLHO-ZBAA-01,arrival,ZBAA
CN,2605,CYYZ,departure,CN-2605-POLHO-ZGGG-01,POLHO-ZGGG-01,arrival,ZGGG
CN,2605,CYYZ,departure,CN-2605-POLHO-ZHHH-01,POLHO-ZHHH-01,arrival,ZHHH
CN,2605,CYYZ,departure,CN-2605-POLHO-ZLXY-01,POLHO-ZLXY-01,arrival,ZLXY
CN,2605,CYYZ,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,CYYZ,departure,CN-2605-POLHO-ZSQD-02,POLHO-ZSQD-02,arrival,ZSQD
CN,2605,CYYZ,departure,CN-2605-POLHO-ZSSS-01,POLHO-ZSSS-01,arrival,ZSSS
CN,2605,CYYZ,departure,CN-2605-SIMLI-ZBAA-01,SIMLI-ZBAA-01,arrival,ZBAA
CN,2605,CYYZ,departure,CN-2605-SIMLI-ZHHH-01,SIMLI-ZHHH-01,arrival,ZHHH
CN,2605,CYYZ,departure,CN-2605-SIMLI-ZSPD-01,SIMLI-ZSPD-01,arrival,ZSPD
CN,2605,CYYZ,departure,CN-2605-SIMLI-ZSPD-02,SIMLI-ZSPD-02,arrival,ZSPD
CN,2605,CYYZ,departure,CN-2605-SIMLI-ZSQD-01,SIMLI-ZSQD-01,arrival,ZSQD
CN,2605,CYYZ,departure,CN-2605-SIMLI-ZSSS-01,SIMLI-ZSSS-01,arrival,ZSSS
CN,2605,CYYZ,arrival,CN-2605-ZBAA-AGAVO-01,ZBAA-AGAVO-01,departure,ZBAA
CN,2605,CYYZ,arrival,CN-2605-ZBAA-ARGUK-01,ZBAA-ARGUK-01,departure,ZBAA
CN,2605,CYYZ,arrival,CN-2605-ZBAA-LAMEN-01,ZBAA-LAMEN-01,departure,ZBAA
CN,2605,CYYZ,arrival,CN-2605-ZBAA-POLHO-01,ZBAA-POLHO-01,departure,ZBAA
CN,2605,CYYZ,arrival,CN-2605-ZBAA-SIMLI-01,ZBAA-SIMLI-01,departure,ZBAA
CN,2605,CYYZ,arrival,CN-2605-ZBYN-NIXAL-01,ZBYN-NIXAL-01,departure,ZBYN
CN,2605,CYYZ,arrival,CN-2605-ZGGG-LAMEN-01,ZGGG-LAMEN-01,departure,ZGGG
CN,2605,CYYZ,arrival,CN-2605-ZGGG-POLHO-01,ZGGG-POLHO-01,departure,ZGGG
CN,2605,CYYZ,arrival,CN-2605-ZGGG-SIMLI-01,ZGGG-SIMLI-01,departure,ZGGG
CN,2605,CYYZ,arrival,CN-2605-ZHHH-SIMLI-01,ZHHH-SIMLI-01,departure,ZHHH
CN,2605,CYYZ,arrival,CN-2605-ZLXY-ARGUK-01,ZLXY-ARGUK-01,departure,ZLXY
CN,2605,CYYZ,arrival,CN-2605-ZLXY-POLHO-01,ZLXY-POLHO-01,departure,ZLXY
CN,2605,CYYZ,arrival,CN-2605-ZLXY-SIMLI-01,ZLXY-SIMLI-01,departure,ZLXY
CN,2605,CYYZ,arrival,CN-2605-ZSPD-ARGUK-01,ZSPD-ARGUK-01,departure,ZSPD
CN,2605,CYYZ,arrival,CN-2605-ZSPD-ARGUK-02,ZSPD-ARGUK-02,departure,ZSPD
CN,2605,CYYZ,arrival,CN-2605-ZSPD-LAMEN-01,ZSPD-LAMEN-01,departure,ZSPD
CN,2605,CYYZ,arrival,CN-2605-ZSPD-LAMEN-02,ZSPD-LAMEN-02,departure,ZSPD
CN,2605,CYYZ,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,CYYZ,arrival,CN-2605-ZSPD-SIMLI-01,ZSPD-SIMLI-01,departure,ZSPD
CN,2605,CYYZ,arrival,CN-2605-ZSPD-SIMLI-02,ZSPD-SIMLI-02,departure,ZSPD
CN,2605,CYYZ,arrival,CN-2605-ZSQD-SIMLI-01,ZSQD-SIMLI-01,departure,ZSQD
CN,2605,CYYZ,arrival,CN-2605-ZSSS-ARGUK-01,ZSSS-ARGUK-01,departure,ZSSS
CN,2605,CYYZ,arrival,CN-2605-ZSSS-LAMEN-01,ZSSS-LAMEN-01,departure,ZSSS
CN,2605,CYYZ,arrival,CN-2605-ZSSS-LAMEN-02,ZSSS-LAMEN-02,departure,ZSSS
CN,2605,CYYZ,arrival,CN-2605-ZSSS-POLHO-01,ZSSS-POLHO-01,departure,ZSSS
CN,2605,CYYZ,arrival,CN-2605-ZSSS-SIMLI-01,ZSSS-SIMLI-01,departure,ZSSS
CN,2605,CYYZ,arrival,CN-2605-ZYHB-ARGUK-01,ZYHB-ARGUK-01,departure,ZYHB
CN,2605,DAAA,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,DAAA,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,DAAG,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,DAAG,departure,CN-2605-LINSO-ZGGG-01,LINSO-ZGGG-01,arrival,ZGGG
CN,2605,DAAG,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,DAAG,arrival,CN-2605-ZGGG-LINSO-01,ZGGG-LINSO-01,departure,ZGGG
CN,2605,EBBR,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,EBBR,departure,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,arrival,ZBTJ
CN,2605,EBBR,departure,CN-2605-MORIT-ZGGG-01,MORIT-ZGGG-01,arrival,ZGGG
CN,2605,EBBR,departure,CN-2605-MORIT-ZGSZ-01,MORIT-ZGSZ-01,arrival,ZGSZ
CN,2605,EBBR,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,EBBR,departure,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,arrival,ZUCK
CN,2605,EBBR,departure,CN-2605-MORIT-ZUTF-01,MORIT-ZUTF-01,arrival,ZUTF
CN,2605,EBBR,departure,CN-2605-NIXAL-ZGHA-01,NIXAL-ZGHA-01,arrival,ZGHA
CN,2605,EBBR,departure,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,arrival,ZGSZ
CN,2605,EBBR,departure,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,arrival,ZHCC
CN,2605,EBBR,departure,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,arrival,ZSNJ
CN,2605,EBBR,departure,CN-2605-NIXAL-ZSOF-01,NIXAL-ZSOF-01,arrival,ZSOF
CN,2605,EBBR,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,EBBR,departure,CN-2605-PURPA-ZSPD-01,PURPA-ZSPD-01,arrival,ZSPD
CN,2605,EBBR,departure,CN-2605-PURPA-ZSPD-02,PURPA-ZSPD-02,arrival,ZSPD
CN,2605,EBBR,departure,CN-2605-PURPA-ZSSS-01,PURPA-ZSSS-01,arrival,ZSSS
CN,2605,EBBR,departure,CN-2605-PURPA-ZSSS-02,PURPA-ZSSS-02,arrival,ZSSS
CN,2605,EBBR,departure,CN-2605-RULAD-ZHCC-01,RULAD-ZHCC-01,arrival,ZHCC
CN,2605,EBBR,departure,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,arrival,ZSPD
CN,2605,EBBR,departure,CN-2605-RULAD-ZSYT-01,RULAD-ZSYT-01,arrival,ZSYT
CN,2605,EBBR,departure,CN-2605-RULAD-ZUUU-01,RULAD-ZUUU-01,arrival,ZUUU
CN,2605,EBBR,departure,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,arrival,ZBAA
CN,2605,EBBR,departure,CN-2605-SARIN-ZBTJ-01,SARIN-ZBTJ-01,arrival,ZBTJ
CN,2605,EBBR,departure,CN-2605-SARIN-ZGGG-01,SARIN-ZGGG-01,arrival,ZGGG
CN,2605,EBBR,departure,CN-2605-SARIN-ZGGG-02,SARIN-ZGGG-02,arrival,ZGGG
CN,2605,EBBR,departure,CN-2605-SARIN-ZGSZ-01,SARIN-ZGSZ-01,arrival,ZGSZ
CN,2605,EBBR,departure,CN-2605-SARIN-ZGSZ-02,SARIN-ZGSZ-02,arrival,ZGSZ
CN,2605,EBBR,departure,CN-2605-SARIN-ZLXY-01,SARIN-ZLXY-01,arrival,ZLXY
