region_code,aip_cycle,airport_code,airport_role,route_id,route_code,direction,opposite_key
CN,2605,EGSS,arrival,CN-2605-ZUUU-MORIT-01,ZUUU-MORIT-01,departure,ZUUU
CN,2605,EGSS,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,EGSS,arrival,CN-2605-ZUUU-SARIN-02,ZUUU-SARIN-02,departure,ZUUU
CN,2605,EGSS,arrival,CN-2605-ZWWW-SARIN-01,ZWWW-SARIN-01,departure,ZWWW
CN,2605,EGSS,arrival,CN-2605-ZYTX-TELOK-01,ZYTX-TELOK-01,departure,ZYTX
CN,2605,EHAM,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,EHAM,departure,CN-2605-INTIK-ZBAD-01,INTIK-ZBAD-01,arrival,ZBAD
CN,2605,EHAM,departure,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,arrival,ZBTJ
CN,2605,EHAM,departure,CN-2605-MORIT-ZGGG-01,MORIT-ZGGG-01,arrival,ZGGG
CN,2605,EHAM,departure,CN-2605-MORIT-ZGSZ-01,MORIT-ZGSZ-01,arrival,ZGSZ
CN,2605,EHAM,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,EHAM,departure,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,arrival,ZUCK
CN,2605,EHAM,departure,CN-2605-MORIT-ZUUU-01,MORIT-ZUUU-01,arrival,ZUUU
CN,2605,EHAM,departure,CN-2605-NIXAL-ZGHA-01,NIXAL-ZGHA-01,arrival,ZGHA
CN,2605,EHAM,departure,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,arrival,ZGSZ
CN,2605,EHAM,departure,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,arrival,ZHCC
CN,2605,EHAM,departure,CN-2605-NIXAL-ZHHH-01,NIXAL-ZHHH-01,arrival,ZHHH
CN,2605,EHAM,departure,CN-2605-NIXAL-ZSAM-01,NIXAL-ZSAM-01,arrival,ZSAM
CN,2605,EHAM,departure,CN-2605-NIXAL-ZSHC-01,NIXAL-ZSHC-01,arrival,ZSHC
CN,2605,EHAM,departure,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,arrival,ZSNJ
CN,2605,EHAM,departure,CN-2605-NIXAL-ZSOF-01,NIXAL-ZSOF-01,arrival,ZSOF
CN,2605,EHAM,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,EHAM,departure,CN-2605-NIXAL-ZSSS-01,NIXAL-ZSSS-01,arrival,ZSSS
CN,2605,EHAM,departure,CN-2605-NIXAL-ZUUU-01,NIXAL-ZUUU-01,arrival,ZUUU
CN,2605,EHAM,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,EHAM,departure,CN-2605-RULAD-ZBAA-01,RULAD-ZBAA-01,arrival,ZBAA
CN,2605,EHAM,departure,CN-2605-RULAD-ZSPD-01,RULAD-ZSPD-01,arrival,ZSPD
CN,2605,EHAM,departure,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,arrival,ZBAA
CN,2605,EHAM,departure,CN-2605-SARIN-ZBAD-01,SARIN-ZBAD-01,arrival,ZBAD
CN,2605,EHAM,departure,CN-2605-SARIN-ZGGG-01,SARIN-ZGGG-01,arrival,ZGGG
CN,2605,EHAM,departure,CN-2605-SARIN-ZGSZ-01,SARIN-ZGSZ-01,arrival,ZGSZ
CN,2605,EHAM,departure,CN-2605-SARIN-ZGSZ-02,SARIN-ZGSZ-02,arrival,ZGSZ
CN,2605,EHAM,departure,CN-2605-SARIN-ZSHC-01,SARIN-ZSHC-01,arrival,ZSHC
CN,2605,EHAM,departure,CN-2605-SARIN-ZSPD-01,SARIN-ZSPD-01,arrival,ZSPD
CN,2605,EHAM,departure,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,arrival,ZUCK
CN,2605,EHAM,departure,CN-2605-SARIN-ZUCK-02,SARIN-ZUCK-02,arrival,ZUCK
CN,2605,EHAM,departure,CN-2605-SARIN-ZUTF-01,SARIN-ZUTF-01,arrival,ZUTF
CN,2605,EHAM,departure,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,arrival,ZUUU
CN,2605,EHAM,departure,CN-2605-SARIN-ZUUU-02,SARIN-ZUUU-02,arrival,ZUUU
CN,2605,EHAM,departure,CN-2605-SARIN-ZWWW-01,SARIN-ZWWW-01,arrival,ZWWW
CN,2605,EHAM,departure,CN-2605-TELOK-ZYTX-01,TELOK-ZYTX-01,arrival,ZYTX
CN,2605,EHAM,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,EHAM,arrival,CN-2605-ZBAA-RULAD-01,ZBAA-RULAD-01,departure,ZBAA
CN,2605,EHAM,arrival,CN-2605-ZBAA-SARIN-01,ZBAA-SARIN-01,departure,ZBAA
CN,2605,EHAM,arrival,CN-2605-ZBAD-INTIK-01,ZBAD-INTIK-01,departure,ZBAD
CN,2605,EHAM,arrival,CN-2605-ZBAD-SARIN-01,ZBAD-SARIN-01,departure,ZBAD
CN,2605,EHAM,arrival,CN-2605-ZBTJ-INTIK-01,ZBTJ-INTIK-01,departure,ZBTJ
CN,2605,EHAM,arrival,CN-2605-ZGGG-MORIT-01,ZGGG-MORIT-01,departure,ZGGG
CN,2605,EHAM,arrival,CN-2605-ZGGG-NIXAL-01,ZGGG-NIXAL-01,departure,ZGGG
CN,2605,EHAM,arrival,CN-2605-ZGGG-SARIN-01,ZGGG-SARIN-01,departure,ZGGG
CN,2605,EHAM,arrival,CN-2605-ZGSZ-MORIT-01,ZGSZ-MORIT-01,departure,ZGSZ
CN,2605,EHAM,arrival,CN-2605-ZGSZ-NIXAL-01,ZGSZ-NIXAL-01,departure,ZGSZ
CN,2605,EHAM,arrival,CN-2605-ZGSZ-POLHO-01,ZGSZ-POLHO-01,departure,ZGSZ
CN,2605,EHAM,arrival,CN-2605-ZHCC-NIXAL-01,ZHCC-NIXAL-01,departure,ZHCC
CN,2605,EHAM,arrival,CN-2605-ZLXY-MORIT-01,ZLXY-MORIT-01,departure,ZLXY
CN,2605,EHAM,arrival,CN-2605-ZSAM-NIXAL-01,ZSAM-NIXAL-01,departure,ZSAM
CN,2605,EHAM,arrival,CN-2605-ZSHC-NIXAL-01,ZSHC-NIXAL-01,departure,ZSHC
CN,2605,EHAM,arrival,CN-2605-ZSNJ-NIXAL-01,ZSNJ-NIXAL-01,departure,ZSNJ
CN,2605,EHAM,arrival,CN-2605-ZSOF-NIXAL-01,ZSOF-NIXAL-01,departure,ZSOF
CN,2605,EHAM,arrival,CN-2605-ZSPD-NIXAL-01,ZSPD-NIXAL-01,departure,ZSPD
CN,2605,EHAM,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,EHAM,arrival,CN-2605-ZSPD-RULAD-01,ZSPD-RULAD-01,departure,ZSPD
CN,2605,EHAM,arrival,CN-2605-ZSPD-SARIN-01,ZSPD-SARIN-01,departure,ZSPD
CN,2605,EHAM,arrival,CN-2605-ZSSS-NIXAL-01,ZSSS-NIXAL-01,departure,ZSSS
CN,2605,EHAM,arrival,CN-2605-ZUCK-MORIT-01,ZUCK-MORIT-01,departure,ZUCK
CN,2605,EHAM,arrival,CN-2605-ZUCK-SARIN-01,ZUCK-SARIN-01,departure,ZUCK
CN,2605,EHAM,arrival,CN-2605-ZUCK-SARIN-02,ZUCK-SARIN-02,departure,ZUCK
CN,2605,EHAM,arrival,CN-2605-ZUTF-MORIT-01,ZUTF-MORIT-01,departure,ZUTF
CN,2605,EHAM,arrival,CN-2605-ZUTF-SARIN-01,ZUTF-SARIN-01,departure,ZUTF
CN,2605,EHAM,arrival,CN-2605-ZUUU-MORIT-01,ZUUU-MORIT-01,departure,ZUUU
CN,2605,EHAM,arrival,CN-2605-ZUUU-NIXAL-01,ZUUU-NIXAL-01,departure,ZUUU
CN,2605,EHAM,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,EHAM,arrival,CN-2605-ZUUU-SARIN-02,ZUUU-SARIN-02,departure,ZUUU
CN,2605,EHAM,arrival,CN-2605-ZWWW-SARIN-01,ZWWW-SARIN-01,departure,ZWWW
CN,2605,EHBK,arrival,CN-2605-ZGGG-SARIN-01,ZGGG-SARIN-01,departure,ZGGG
CN,2605,EIDW,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,EIDW,departure,CN-2605-MORIT-ZGSZ-01,MORIT-ZGSZ-01,arrival,ZGSZ
CN,2605,EIDW,departure,CN-2605-NIXAL-ZGSZ-01,NIXAL-ZGSZ-01,arrival,ZGSZ
CN,2605,EIDW,departure,CN-2605-SARIN-ZGSZ-01,SARIN-ZGSZ-01,arrival,ZGSZ
CN,2605,EIDW,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,EIDW,arrival,CN-2605-ZGSZ-MORIT-01,ZGSZ-MORIT-01,departure,ZGSZ
CN,2605,EIDW,arrival,CN-2605-ZGSZ-NIXAL-01,ZGSZ-NIXAL-01,departure,ZGSZ
CN,2605,EIDW,arrival,CN-2605-ZGSZ-SARIN-01,ZGSZ-SARIN-01,departure,ZGSZ
CN,2605,EKBI,departure,CN-2605-KAMUD-ZSHC-01,KAMUD-ZSHC-01,arrival,ZSHC
CN,2605,EKBI,departure,CN-2605-TELOK-ZYCC-01,TELOK-ZYCC-01,arrival,ZYCC
CN,2605,EKBI,departure,CN-2605-TELOK-ZYHB-01,TELOK-ZYHB-01,arrival,ZYHB
CN,2605,EKBI,arrival,CN-2605-ZYCC-TELOK-01,ZYCC-TELOK-01,departure,ZYCC
CN,2605,EKBI,arrival,CN-2605-ZYHB-TELOK-01,ZYHB-TELOK-01,departure,ZYHB
CN,2605,EKCH,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,EKCH,departure,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,arrival,ZBTJ
CN,2605,EKCH,departure,CN-2605-MORIT-ZUUU-01,MORIT-ZUUU-01,arrival,ZUUU
CN,2605,EKCH,departure,CN-2605-NIXAL-ZSHC-01,NIXAL-ZSHC-01,arrival,ZSHC
CN,2605,EKCH,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,EKCH,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,EKCH,departure,CN-2605-SARIN-ZSPD-02,SARIN-ZSPD-02,arrival,ZSPD
CN,2605,EKCH,departure,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,arrival,ZUUU
CN,2605,EKCH,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,EKCH,arrival,CN-2605-ZBTJ-INTIK-01,ZBTJ-INTIK-01,departure,ZBTJ
CN,2605,EKCH,arrival,CN-2605-ZSHC-NIXAL-01,ZSHC-NIXAL-01,departure,ZSHC
CN,2605,EKCH,arrival,CN-2605-ZSPD-NIXAL-01,ZSPD-NIXAL-01,departure,ZSPD
CN,2605,EKCH,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,EKCH,arrival,CN-2605-ZSPD-SARIN-01,ZSPD-SARIN-01,departure,ZSPD
CN,2605,EKCH,arrival,CN-2605-ZUUU-MORIT-01,ZUUU-MORIT-01,departure,ZUUU
CN,2605,EKCH,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,EKRK,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,EKRK,departure,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,arrival,ZBTJ
CN,2605,EKRK,departure,CN-2605-MORIT-ZUUU-01,MORIT-ZUUU-01,arrival,ZUUU
CN,2605,EKRK,departure,CN-2605-NIXAL-ZSHC-01,NIXAL-ZSHC-01,arrival,ZSHC
CN,2605,EKRK,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,EKRK,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,EKRK,departure,CN-2605-SARIN-ZSPD-02,SARIN-ZSPD-02,arrival,ZSPD
CN,2605,EKRK,departure,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,arrival,ZUUU
CN,2605,EKRK,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,EKRK,arrival,CN-2605-ZBTJ-INTIK-01,ZBTJ-INTIK-01,departure,ZBTJ
CN,2605,EKRK,arrival,CN-2605-ZSHC-NIXAL-01,ZSHC-NIXAL-01,departure,ZSHC
CN,2605,EKRK,arrival,CN-2605-ZSPD-NIXAL-01,ZSPD-NIXAL-01,departure,ZSPD
CN,2605,EKRK,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,EKRK,arrival,CN-2605-ZSPD-SARIN-01,ZSPD-SARIN-01,departure,ZSPD
CN,2605,EKRK,arrival,CN-2605-ZUUU-MORIT-01,ZUUU-MORIT-01,departure,ZUUU
CN,2605,EKRK,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,ELLX,departure,CN-2605-GOPTO-ZGSZ-01,GOPTO-ZGSZ-01,arrival,ZGSZ
CN,2605,ELLX,departure,CN-2605-GOPTO-ZGSZ-02,GOPTO-ZGSZ-02,arrival,ZGSZ
CN,2605,ELLX,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,ELLX,departure,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,arrival,ZBTJ
CN,2605,ELLX,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,ELLX,departure,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,arrival,ZUCK
CN,2605,ELLX,departure,CN-2605-NIXAL-ZHCC-01,NIXAL-ZHCC-01,arrival,ZHCC
CN,2605,ELLX,departure,CN-2605-NIXAL-ZHHH-01,NIXAL-ZHHH-01,arrival,ZHHH
CN,2605,ELLX,departure,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,arrival,ZSNJ
CN,2605,ELLX,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,ELLX,departure,CN-2605-RULAD-ZBAA-01,RULAD-ZBAA-01,arrival,ZBAA
CN,2605,ELLX,departure,CN-2605-RULAD-ZHCC-01,RULAD-ZHCC-01,arrival,ZHCC
CN,2605,ELLX,departure,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,arrival,ZBAA
CN,2605,ELLX,departure,CN-2605-SARIN-ZLLL-02,SARIN-ZLLL-02,arrival,ZLLL
CN,2605,ELLX,departure,CN-2605-SARIN-ZLXY-01,SARIN-ZLXY-01,arrival,ZLXY
CN,2605,ELLX,departure,CN-2605-SARIN-ZSNJ-01,SARIN-ZSNJ-01,arrival,ZSNJ
CN,2605,ELLX,departure,CN-2605-SARIN-ZSPD-02,SARIN-ZSPD-02,arrival,ZSPD
CN,2605,ELLX,departure,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,arrival,ZUCK
CN,2605,ELLX,departure,CN-2605-SARIN-ZUCK-02,SARIN-ZUCK-02,arrival,ZUCK
CN,2605,ELLX,departure,CN-2605-SARIN-ZUUU-01,SARIN-ZUUU-01,arrival,ZUUU
CN,2605,ELLX,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,ELLX,arrival,CN-2605-ZBAA-SARIN-01,ZBAA-SARIN-01,departure,ZBAA
CN,2605,ELLX,arrival,CN-2605-ZBTJ-INTIK-01,ZBTJ-INTIK-01,departure,ZBTJ
CN,2605,ELLX,arrival,CN-2605-ZGSZ-GOPTO-01,ZGSZ-GOPTO-01,departure,ZGSZ
CN,2605,ELLX,arrival,CN-2605-ZGSZ-GOPTO-02,ZGSZ-GOPTO-02,departure,ZGSZ
CN,2605,ELLX,arrival,CN-2605-ZHCC-NIXAL-01,ZHCC-NIXAL-01,departure,ZHCC
CN,2605,ELLX,arrival,CN-2605-ZHHH-NIXAL-01,ZHHH-NIXAL-01,departure,ZHHH
CN,2605,ELLX,arrival,CN-2605-ZLLL-SARIN-01,ZLLL-SARIN-01,departure,ZLLL
CN,2605,ELLX,arrival,CN-2605-ZLXY-MORIT-01,ZLXY-MORIT-01,departure,ZLXY
CN,2605,ELLX,arrival,CN-2605-ZLXY-SARIN-02,ZLXY-SARIN-02,departure,ZLXY
CN,2605,ELLX,arrival,CN-2605-ZSNJ-NIXAL-01,ZSNJ-NIXAL-01,departure,ZSNJ
CN,2605,ELLX,arrival,CN-2605-ZSNJ-SARIN-01,ZSNJ-SARIN-01,departure,ZSNJ
CN,2605,ELLX,arrival,CN-2605-ZSPD-NIXAL-01,ZSPD-NIXAL-01,departure,ZSPD
CN,2605,ELLX,arrival,CN-2605-ZSPD-SARIN-01,ZSPD-SARIN-01,departure,ZSPD
CN,2605,ELLX,arrival,CN-2605-ZUCK-MORIT-01,ZUCK-MORIT-01,departure,ZUCK
CN,2605,ELLX,arrival,CN-2605-ZUCK-SARIN-01,ZUCK-SARIN-01,departure,ZUCK
CN,2605,ELLX,arrival,CN-2605-ZUCK-SARIN-02,ZUCK-SARIN-02,departure,ZUCK
CN,2605,ELLX,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,ENFB,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,ENFB,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,ENFB,departure,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,arrival,ZUCK
CN,2605,ENFB,departure,CN-2605-NIXAL-ZHEC-01,NIXAL-ZHEC-01,arrival,ZHEC
CN,2605,ENFB,departure,CN-2605-NIXAL-ZHHH-01,NIXAL-ZHHH-01,arrival,ZHHH
CN,2605,ENFB,departure,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,arrival,ZSNJ
CN,2605,ENFB,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,ENFB,departure,CN-2605-SARIN-ZLXY-01,SARIN-ZLXY-01,arrival,ZLXY
CN,2605,ENFB,departure,CN-2605-SARIN-ZLXY-02,SARIN-ZLXY-02,arrival,ZLXY
CN,2605,ENFB,departure,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,arrival,ZUCK
CN,2605,ENFB,departure,CN-2605-SARIN-ZUCK-02,SARIN-ZUCK-02,arrival,ZUCK
CN,2605,ENFB,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,ENFB,arrival,CN-2605-ZHEC-NIXAL-01,ZHEC-NIXAL-01,departure,ZHEC
CN,2605,ENFB,arrival,CN-2605-ZLXY-MORIT-01,ZLXY-MORIT-01,departure,ZLXY
CN,2605,ENFB,arrival,CN-2605-ZLXY-SARIN-01,ZLXY-SARIN-01,departure,ZLXY
CN,2605,ENFB,arrival,CN-2605-ZLXY-SARIN-02,ZLXY-SARIN-02,departure,ZLXY
CN,2605,ENFB,arrival,CN-2605-ZUCK-MORIT-01,ZUCK-MORIT-01,departure,ZUCK
CN,2605,ENFB,arrival,CN-2605-ZUCK-SARIN-01,ZUCK-SARIN-01,departure,ZUCK
CN,2605,ENFB,arrival,CN-2605-ZUCK-SARIN-02,ZUCK-SARIN-02,departure,ZUCK
CN,2605,ENGM,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,ENGM,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,ENGM,departure,CN-2605-MORIT-ZUCK-01,MORIT-ZUCK-01,arrival,ZUCK
CN,2605,ENGM,departure,CN-2605-NIXAL-ZHEC-01,NIXAL-ZHEC-01,arrival,ZHEC
CN,2605,ENGM,departure,CN-2605-NIXAL-ZHHH-01,NIXAL-ZHHH-01,arrival,ZHHH
CN,2605,ENGM,departure,CN-2605-NIXAL-ZSNJ-01,NIXAL-ZSNJ-01,arrival,ZSNJ
CN,2605,ENGM,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,ENGM,departure,CN-2605-SARIN-ZLXY-01,SARIN-ZLXY-01,arrival,ZLXY
CN,2605,ENGM,departure,CN-2605-SARIN-ZLXY-02,SARIN-ZLXY-02,arrival,ZLXY
CN,2605,ENGM,departure,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,arrival,ZUCK
CN,2605,ENGM,departure,CN-2605-SARIN-ZUCK-02,SARIN-ZUCK-02,arrival,ZUCK
CN,2605,ENGM,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,ENGM,arrival,CN-2605-ZHEC-NIXAL-01,ZHEC-NIXAL-01,departure,ZHEC
CN,2605,ENGM,arrival,CN-2605-ZLXY-MORIT-01,ZLXY-MORIT-01,departure,ZLXY
CN,2605,ENGM,arrival,CN-2605-ZLXY-SARIN-01,ZLXY-SARIN-01,departure,ZLXY
CN,2605,ENGM,arrival,CN-2605-ZLXY-SARIN-02,ZLXY-SARIN-02,departure,ZLXY
CN,2605,ENGM,arrival,CN-2605-ZUCK-MORIT-01,ZUCK-MORIT-01,departure,ZUCK
CN,2605,ENGM,arrival,CN-2605-ZUCK-SARIN-01,ZUCK-SARIN-01,departure,ZUCK
CN,2605,ENGM,arrival,CN-2605-ZUCK-SARIN-02,ZUCK-SARIN-02,departure,ZUCK
CN,2605,EPWA,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,EPWA,departure,CN-2605-INTIK-ZBAD-01,INTIK-ZBAD-01,arrival,ZBAD
CN,2605,EPWA,departure,CN-2605-INTIK-ZBHH-01,INTIK-ZBHH-01,arrival,ZBHH
CN,2605,EPWA,departure,CN-2605-MORIT-ZUTF-01,MORIT-ZUTF-01,arrival,ZUTF
CN,2605,EPWA,departure,CN-2605-NIXAL-ZBYN-01,NIXAL-ZBYN-01,arrival,ZBYN
CN,2605,EPWA,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,EPWA,departure,CN-2605-POLHO-ZSHC-01,POLHO-ZSHC-01,arrival,ZSHC
CN,2605,EPWA,departure,CN-2605-RULAD-ZUCK-01,RULAD-ZUCK-01,arrival,ZUCK
CN,2605,EPWA,departure,CN-2605-RULAD-ZUUU-01,RULAD-ZUUU-01,arrival,ZUUU
CN,2605,EPWA,departure,CN-2605-SARIN-ZBAA-01,SARIN-ZBAA-01,arrival,ZBAA
CN,2605,EPWA,departure,CN-2605-SARIN-ZBAD-01,SARIN-ZBAD-01,arrival,ZBAD
CN,2605,EPWA,departure,CN-2605-SARIN-ZBTJ-01,SARIN-ZBTJ-01,arrival,ZBTJ
CN,2605,EPWA,departure,CN-2605-SARIN-ZUCK-01,SARIN-ZUCK-01,arrival,ZUCK
CN,2605,EPWA,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,EPWA,arrival,CN-2605-ZBAA-SARIN-01,ZBAA-SARIN-01,departure,ZBAA
CN,2605,EPWA,arrival,CN-2605-ZBAD-INTIK-01,ZBAD-INTIK-01,departure,ZBAD
CN,2605,EPWA,arrival,CN-2605-ZBAD-SARIN-01,ZBAD-SARIN-01,departure,ZBAD
CN,2605,EPWA,arrival,CN-2605-ZBTJ-SARIN-01,ZBTJ-SARIN-01,departure,ZBTJ
CN,2605,EPWA,arrival,CN-2605-ZSHC-POLHO-01,ZSHC-POLHO-01,departure,ZSHC
CN,2605,EPWA,arrival,CN-2605-ZSPD-NIXAL-01,ZSPD-NIXAL-01,departure,ZSPD
CN,2605,EPWA,arrival,CN-2605-ZUCK-RULAD-01,ZUCK-RULAD-01,departure,ZUCK
CN,2605,EPWA,arrival,CN-2605-ZUCK-SARIN-01,ZUCK-SARIN-01,departure,ZUCK
CN,2605,EPWA,arrival,CN-2605-ZUTF-MORIT-01,ZUTF-MORIT-01,departure,ZUTF
CN,2605,EPWA,arrival,CN-2605-ZUTF-SARIN-01,ZUTF-SARIN-01,departure,ZUTF
CN,2605,EPWA,arrival,CN-2605-ZUUU-RULAD-01,ZUUU-RULAD-01,departure,ZUUU
CN,2605,EPWA,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,ESKN,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,ESKN,departure,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,arrival,ZBTJ
CN,2605,ESKN,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,ESKN,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,ESKN,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,ESKN,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,ESKN,arrival,CN-2605-ZBTJ-INTIK-01,ZBTJ-INTIK-01,departure,ZBTJ
CN,2605,ESKN,arrival,CN-2605-ZSPD-NIXAL-01,ZSPD-NIXAL-01,departure,ZSPD
CN,2605,ESKN,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,ESKN,arrival,CN-2605-ZUUU-MORIT-01,ZUUU-MORIT-01,departure,ZUUU
CN,2605,ESKN,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,ESOW,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
CN,2605,ESOW,departure,CN-2605-INTIK-ZBTJ-01,INTIK-ZBTJ-01,arrival,ZBTJ
CN,2605,ESOW,departure,CN-2605-MORIT-ZLXY-01,MORIT-ZLXY-01,arrival,ZLXY
CN,2605,ESOW,departure,CN-2605-NIXAL-ZSPD-01,NIXAL-ZSPD-01,arrival,ZSPD
CN,2605,ESOW,departure,CN-2605-POLHO-ZSPD-01,POLHO-ZSPD-01,arrival,ZSPD
CN,2605,ESOW,arrival,CN-2605-ZBAA-INTIK-01,ZBAA-INTIK-01,departure,ZBAA
CN,2605,ESOW,arrival,CN-2605-ZBTJ-INTIK-01,ZBTJ-INTIK-01,departure,ZBTJ
CN,2605,ESOW,arrival,CN-2605-ZSPD-NIXAL-01,ZSPD-NIXAL-01,departure,ZSPD
CN,2605,ESOW,arrival,CN-2605-ZSPD-POLHO-01,ZSPD-POLHO-01,departure,ZSPD
CN,2605,ESOW,arrival,CN-2605-ZUUU-MORIT-01,ZUUU-MORIT-01,departure,ZUUU
CN,2605,ESOW,arrival,CN-2605-ZUUU-SARIN-01,ZUUU-SARIN-01,departure,ZUUU
CN,2605,ESSA,departure,CN-2605-INTIK-ZBAA-01,INTIK-ZBAA-01,arrival,ZBAA
