time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,eng1_n1,eng2_n1,eng1_egt,eng2_egt,hydPress_psi,elecVolts,onGround
3.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,65.0,100.8,791,802,16,114,0
3.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.9,100.8,791,802,16,115,0
3.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.8,100.9,791,802,16,116,0
3.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.6,100.9,791,802,16,115,0
3.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.5,100.9,791,802,16,114,0
3.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.4,100.9,791,802,16,115,0
3.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.3,100.9,791,802,16,115,0
3.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.1,100.9,791,802,16,115,0
3.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,64.0,100.9,791,802,16,114,0
3.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.9,100.9,791,802,16,115,0
3.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.7,101.0,791,803,16,115,0
3.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.6,101.0,791,803,16,115,0
3.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.5,101.0,791,803,16,114,0
3.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.4,101.0,791,803,16,114,0
3.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.2,101.0,791,803,16,115,0
3.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.1,101.0,791,803,16,115,0
3.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,63.0,101.0,791,803,16,114,0
3.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.9,101.0,791,803,16,115,0
3.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.7,101.0,791,803,16,115,0
3.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.6,101.1,791,803,16,115,0
3.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.5,101.1,791,803,16,115,0
3.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.4,101.1,791,803,16,115,0
4.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.2,101.1,791,803,16,114,0
4.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.1,101.1,791,803,16,116,0
4.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,62.0,101.1,791,803,16,115,0
4.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.9,101.1,791,803,16,114,0
4.08,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.7,101.1,791,803,16,116,0
4.10,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.6,101.1,791,803,16,115,0
4.12,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.5,101.2,791,803,16,116,0
4.14,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.4,101.2,791,803,16,116,0
4.16,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.2,101.2,791,803,16,116,0
4.18,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.1,101.2,791,803,16,114,0
4.20,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,61.0,101.2,791,803,16,115,0
4.22,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.9,101.2,791,803,16,115,0
4.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.8,101.2,791,803,16,115,0
4.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.6,101.2,791,803,16,116,0
4.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.5,101.2,791,803,16,116,0
4.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.4,101.2,791,803,16,115,0
4.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.3,101.2,791,803,16,116,0
4.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.2,101.3,791,803,16,116,0
4.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,60.0,101.3,791,803,16,114,0
4.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.9,101.3,791,803,16,116,0
4.40,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.8,101.3,791,803,16,116,0
4.42,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.7,101.3,791,803,16,114,0
4.44,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.6,101.3,791,803,16,115,0
4.46,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.4,101.3,791,803,16,116,0
4.48,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.3,101.3,791,803,16,116,0
4.50,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.2,101.3,791,803,16,115,0
4.52,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.1,101.3,791,803,16,116,0
4.54,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,59.0,101.3,791,803,16,115,0
4.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.8,101.3,791,803,16,114,0
4.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.7,101.4,791,803,16,115,0
4.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.6,101.4,791,803,16,115,0
4.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.5,101.4,791,803,16,115,0
4.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.4,101.4,791,803,16,115,0
4.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.3,101.4,791,803,16,115,0
4.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.1,101.4,791,803,16,116,0
4.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,58.0,101.4,791,803,16,114,0
4.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.9,101.4,791,803,16,115,0
4.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.8,101.4,791,803,16,116,0
4.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.7,101.4,791,803,16,116,0
4.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.6,101.4,791,803,16,114,0
4.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.5,101.4,791,803,16,115,0
4.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.3,101.4,791,803,16,114,0
4.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.2,101.4,791,803,16,114,0
4.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.1,101.5,791,803,16,116,0
4.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,57.0,101.5,791,803,16,115,0
4.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.9,101.5,791,803,16,116,0
4.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.8,101.5,791,803,16,115,0
4.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.7,101.5,791,803,16,116,0
4.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.5,101.5,791,803,16,115,0
4.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.4,101.5,791,803,16,115,0
5.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.3,101.5,791,803,16,114,0
5.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.2,101.5,791,803,16,115,0
5.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.1,101.5,791,803,16,115,0
5.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,56.0,101.5,791,803,16,116,0
5.08,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.9,101.5,791,803,16,116,0
5.10,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.8,101.5,791,803,16,116,0
5.12,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.6,101.5,791,803,16,116,0
5.14,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.5,101.5,791,803,16,116,0
5.16,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.4,101.5,791,803,16,115,0
5.18,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.3,101.5,791,803,16,116,0
5.20,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.2,101.6,791,803,16,115,0
5.22,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.1,101.6,791,803,16,115,0
5.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,55.0,101.6,791,803,16,115,0
5.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.9,101.6,791,803,16,114,0
5.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.8,101.6,791,803,16,115,0
5.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.6,101.6,791,803,16,115,0
5.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.5,101.6,791,803,16,116,0
5.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.4,101.6,791,803,16,115,0
5.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.3,101.6,791,803,16,115,0
5.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.2,101.6,791,803,16,116,0
5.40,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.1,101.6,791,803,16,115,0
5.42,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,54.0,101.6,791,803,16,114,0
5.44,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.9,101.6,791,803,16,115,0
5.46,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.8,101.6,791,803,16,115,0
5.48,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.7,101.6,791,803,16,114,0
5.50,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.6,101.6,791,803,16,114,0
5.52,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.5,101.6,791,803,16,115,0
5.54,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.4,101.6,791,803,16,114,0
5.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.2,101.6,791,803,16,114,0
5.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.1,101.6,791,803,16,115,0
5.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,53.0,101.6,791,803,16,115,0
5.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.9,101.6,791,803,16,116,0
5.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.8,101.7,791,803,16,114,0
5.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.7,101.7,791,803,16,114,0
5.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.6,101.7,791,804,16,115,0
5.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.5,101.7,791,804,16,115,0
5.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.4,101.7,791,804,16,116,0
5.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.3,101.7,791,804,16,115,0
5.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.2,101.7,791,804,16,114,0
5.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.1,101.7,791,804,16,115,0
5.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,52.0,101.7,791,804,16,114,0
5.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.9,101.7,791,804,16,115,0
5.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.8,101.7,791,804,16,115,0
5.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.7,101.7,791,804,16,114,0
5.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.6,101.7,791,804,16,116,0
5.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.5,101.7,791,804,16,115,0
5.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.4,101.7,791,804,16,114,0
5.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.3,101.7,791,804,16,114,0
5.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.2,101.7,791,804,16,115,0
5.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.1,101.7,791,804,16,114,0
6.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,51.0,101.7,791,804,16,115,0
6.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.9,101.7,791,804,16,116,0
6.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.7,101.7,791,804,16,115,0
6.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.6,101.7,791,804,16,116,0
6.08,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.5,101.7,791,804,16,115,0
6.10,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.4,101.7,791,804,16,114,0
6.12,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.3,101.7,791,804,16,114,0
6.14,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.2,101.7,791,804,16,115,0
6.16,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.1,101.7,791,804,16,114,0
6.18,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,50.0,101.7,791,804,16,116,0
6.20,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.9,101.8,791,804,16,116,0
6.22,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.8,101.8,791,804,16,115,0
6.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.7,101.8,791,804,16,114,0
6.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.6,101.8,791,804,16,116,0
6.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.5,101.8,791,804,16,116,0
6.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.4,101.8,791,804,16,114,0
6.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.3,101.8,791,804,16,116,0
6.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.2,101.8,791,804,16,115,0
6.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.2,101.8,791,804,16,116,0
6.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.1,101.8,791,804,16,116,0
6.40,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,49.0,101.8,791,804,16,115,0
6.42,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.9,101.8,791,804,16,115,0
6.44,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.8,101.8,791,804,16,116,0
6.46,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.7,101.8,791,804,16,114,0
6.48,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.6,101.8,791,804,16,115,0
6.50,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.5,101.8,791,804,16,115,0
6.52,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.4,101.8,791,804,16,115,0
6.54,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.3,101.8,791,804,16,115,0
6.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.2,101.8,791,804,16,115,0
6.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.1,101.8,791,804,16,116,0
6.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,48.0,101.8,791,804,16,115,0
6.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.9,101.8,791,804,16,114,0
6.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.8,101.8,791,804,16,115,0
6.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.7,101.8,791,804,16,115,0
6.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.6,101.8,791,804,16,114,0
6.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.5,101.8,791,804,16,115,0
6.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.4,101.8,791,804,16,115,0
6.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.3,101.8,791,804,16,116,0
6.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.2,101.8,791,804,16,115,0
6.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.1,101.8,791,804,16,116,0
6.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,47.0,101.8,791,804,16,115,0
6.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.9,101.8,791,804,16,114,0
6.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.8,101.8,791,804,16,114,0
6.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.8,101.8,791,804,16,114,0
6.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.7,101.8,791,804,16,114,0
6.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.6,101.8,791,804,16,114,0
6.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.5,101.8,791,804,16,116,0
6.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.4,101.8,791,804,16,115,0
6.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.3,101.8,791,804,16,116,0
6.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.2,101.8,791,804,16,115,0
7.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.1,101.8,791,804,16,115,0
7.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,46.0,101.8,791,804,16,115,0
7.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.9,101.8,791,804,16,115,0
7.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.8,101.8,791,804,16,115,0
7.08,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.7,101.9,791,804,16,116,0
7.10,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.6,101.9,791,804,16,116,0
7.12,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.6,101.9,791,804,16,115,0
7.14,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.5,101.9,791,804,16,115,0
7.16,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.4,101.9,791,804,16,115,0
7.18,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.3,101.9,791,804,16,114,0
7.20,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.2,101.9,791,804,16,115,0
7.22,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.1,101.9,791,804,16,115,0
7.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,45.0,101.9,791,804,16,115,0
7.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,44.9,101.9,791,804,16,115,0
7.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,44.8,101.9,791,804,16,115,0
7.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,44.7,101.9,791,804,16,115,0
7.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,44.7,101.9,791,804,16,114,0
7.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,44.6,101.9,791,804,16,115,0
7.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,44.5,101.9,791,804,16,115,0
7.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,44.4,101.9,791,804,16,114,0
