time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,pitchRate_deg_s,rollRate_deg_s,yawRate_deg_s,ctrlElevator,ctrlAileron,ctrlRudder,ctrlThrottle,effElevator,effAileron,effRudder,motionEnabled,eng1_n1,eng2_n1,eng1_egt,eng2_egt,hydPress_psi,elecVolts,onGround
0.38,climb_cruise,449.5,449.5,34999.3,-119,0.72,2.06,357.91,0.81,15.0,125.0,0,0,-2.94,6.73,3.50,-0.011,0.043,0.035,1.000,1.000,1.000,1.000,1,81.1,84.6,763,772,3000,116,0
0.40,climb_cruise,449.4,449.4,34999.3,-123,0.67,2.18,357.98,0.75,15.0,125.0,0,0,-2.23,5.42,3.99,-0.015,0.037,0.035,1.000,1.000,1.000,1.000,1,80.9,84.6,763,772,3000,116,0
0.42,climb_cruise,449.4,449.4,34999.2,-128,0.63,2.28,358.06,0.72,15.0,125.0,0,0,-1.27,4.01,4.26,-0.018,0.030,0.034,1.000,1.000,1.000,1.000,1,80.8,84.7,763,773,3000,115,0
0.44,climb_cruise,449.4,449.4,34999.2,-133,0.61,2.34,358.14,0.70,15.0,125.0,0,0,-0.13,2.56,4.33,-0.022,0.024,0.033,1.000,1.000,1.000,1.000,1,80.6,84.8,763,773,3000,116,0
0.46,climb_cruise,449.4,449.4,34999.1,-138,0.61,2.38,358.23,0.71,15.0,125.0,0,0,1.09,1.13,4.21,-0.026,0.017,0.032,1.000,1.000,1.000,1.000,1,80.4,84.9,763,773,3000,114,0
0.48,climb_cruise,449.3,449.3,34999.1,-143,0.64,2.39,358.31,0.74,15.0,125.0,0,0,2.31,-0.25,3.93,-0.030,0.012,0.030,1.000,1.000,1.000,1.000,1,80.3,85.0,763,774,3000,115,0
0.50,climb_cruise,449.3,449.3,34999.0,-147,0.69,2.37,358.39,0.80,15.0,125.0,0,0,3.43,-1.54,3.51,-0.033,0.007,0.029,1.000,1.000,1.000,1.000,1,80.1,85.1,763,774,3000,116,0
0.52,climb_cruise,449.3,449.3,34999.0,-152,0.77,2.33,358.46,0.88,15.0,125.0,0,0,4.37,-2.69,2.97,-0.035,0.003,0.027,1.000,1.000,1.000,1.000,1,80.0,85.2,763,775,3000,116,0
0.54,climb_cruise,449.3,449.3,34998.9,-156,0.86,2.27,358.52,0.97,15.0,125.0,0,0,5.04,-3.70,2.35,-0.036,-0.001,0.025,1.000,1.000,1.000,1.000,1,79.8,85.3,763,775,3000,115,0
0.56,climb_cruise,449.2,449.2,34998.9,-159,0.96,2.19,358.56,1.08,15.0,125.0,0,0,5.38,-4.53,1.67,-0.036,-0.003,0.024,1.000,1.000,1.000,1.000,1,79.6,85.4,763,775,3000,116,0
0.58,climb_cruise,449.2,449.2,34998.8,-161,1.07,2.09,358.59,1.20,15.0,125.0,0,0,5.36,-5.18,0.97,-0.035,-0.005,0.022,1.000,1.000,1.000,1.000,1,79.5,85.5,763,776,3000,115,0
0.60,climb_cruise,449.2,449.2,34998.7,-163,1.17,1.99,358.61,1.31,15.0,125.0,0,0,4.96,-5.64,0.27,-0.033,-0.005,0.021,1.000,1.000,1.000,1.000,1,79.3,85.6,763,776,3000,115,0
0.62,climb_cruise,449.2,449.2,34998.7,-164,1.26,1.87,358.61,1.41,15.0,125.0,0,0,4.20,-5.91,-0.41,-0.030,-0.005,0.020,1.000,1.000,1.000,1.000,1,79.2,85.7,763,776,3000,115,0
0.64,climb_cruise,449.1,449.1,34998.6,-164,1.34,1.75,358.60,1.49,15.0,125.0,0,0,3.13,-6.00,-1.04,-0.026,-0.004,0.019,1.000,1.000,1.000,1.000,1,79.0,85.8,763,777,3000,114,0
0.66,climb_cruise,449.1,449.1,34998.6,-164,1.39,1.63,358.58,1.55,15.0,125.0,0,0,1.82,-5.90,-1.60,-0.022,-0.002,0.018,1.000,1.000,1.000,1.000,1,78.8,85.9,763,777,3000,115,0
0.68,climb_cruise,449.1,449.1,34998.5,-164,1.42,1.52,358.54,1.58,15.0,125.0,0,0,0.36,-5.64,-2.08,-0.018,0.000,0.018,1.000,1.000,1.000,1.000,1,78.7,86.1,763,777,3000,115,0
0.70,climb_cruise,449.1,449.1,34998.5,-163,1.41,1.41,358.50,1.59,15.0,125.0,0,0,-1.13,-5.24,-2.48,-0.014,0.003,0.018,1.000,1.000,1.000,1.000,1,78.5,86.2,763,778,3000,115,0
0.72,climb_cruise,449.0,449.0,34998.4,-163,1.38,1.31,358.45,1.56,15.0,125.0,0,0,-2.56,-4.71,-2.77,-0.011,0.006,0.018,1.000,1.000,1.000,1.000,1,78.4,86.3,763,778,3000,116,0
0.74,climb_cruise,449.0,449.0,34998.4,-162,1.32,1.22,358.39,1.50,15.0,125.0,0,0,-3.80,-4.07,-2.97,-0.008,0.010,0.018,1.000,1.000,1.000,1.000,1,78.2,86.4,763,778,3000,116,0
0.76,climb_cruise,449.0,449.0,34998.3,-162,1.24,1.14,358.33,1.43,15.0,125.0,0,0,-4.76,-3.36,-3.06,-0.007,0.013,0.018,1.000,1.000,1.000,1.000,1,78.1,86.5,763,779,3000,115,0
0.78,climb_cruise,449.0,449.0,34998.3,-163,1.14,1.08,358.26,1.33,15.0,125.0,0,0,-5.35,-2.61,-3.06,-0.007,0.017,0.019,1.000,1.000,1.000,1.000,1,77.9,86.7,763,779,3000,114,0
0.80,climb_cruise,448.9,448.9,34998.2,-164,1.03,1.04,358.20,1.23,15.0,125.0,0,0,-5.52,-1.84,-2.97,-0.009,0.020,0.019,1.000,1.000,1.000,1.000,1,77.8,86.8,763,779,3000,115,0
0.82,climb_cruise,448.9,448.9,34998.2,-166,0.92,1.01,358.14,1.12,15.0,125.0,0,0,-5.24,-1.08,-2.81,-0.012,0.023,0.020,1.000,1.000,1.000,1.000,1,77.6,86.9,763,780,3000,115,0
0.84,climb_cruise,448.9,448.9,34998.1,-169,0.82,0.99,358.08,1.02,15.0,125.0,0,0,-4.51,-0.36,-2.58,-0.016,0.026,0.021,1.000,1.000,1.000,1.000,1,77.4,87.0,763,780,3000,115,0
0.86,climb_cruise,448.9,448.9,34998.0,-172,0.74,0.99,358.03,0.94,15.0,125.0,0,0,-3.39,0.30,-2.29,-0.020,0.028,0.021,1.000,1.000,1.000,1.000,1,77.3,87.2,763,780,3000,115,0
0.88,climb_cruise,448.8,448.8,34998.0,-176,0.69,1.00,357.99,0.88,15.0,125.0,0,0,-1.94,0.88,-1.97,-0.026,0.031,0.022,1.000,1.000,1.000,1.000,1,77.1,87.3,763,780,3000,114,0
0.90,climb_cruise,448.8,448.8,34997.9,-180,0.67,1.02,357.95,0.86,15.0,125.0,0,0,-0.26,1.37,-1.63,-0.031,0.032,0.023,1.000,1.000,1.000,1.000,1,77.0,87.4,763,781,3000,115,0
0.92,climb_cruise,448.8,448.8,34997.9,-184,0.68,1.05,357.92,0.86,15.0,125.0,0,0,1.53,1.75,-1.28,-0.037,0.033,0.024,1.000,1.000,1.000,1.000,1,76.8,87.5,763,781,3000,116,0
0.94,climb_cruise,448.8,448.8,34997.8,-189,0.72,1.09,357.90,0.91,15.0,125.0,0,0,3.28,2.04,-0.93,-0.041,0.034,0.024,1.000,1.000,1.000,1.000,1,76.7,87.7,763,781,3000,114,0
0.96,climb_cruise,448.8,448.8,34997.7,-193,0.80,1.13,357.89,0.98,15.0,125.0,0,0,4.87,2.23,-0.60,-0.045,0.034,0.025,1.000,1.000,1.000,1.000,1,76.5,87.8,763,782,3000,116,0
0.98,climb_cruise,448.7,448.7,34997.7,-196,0.91,1.18,357.88,1.09,15.0,125.0,0,0,6.17,2.32,-0.30,-0.048,0.034,0.025,1.000,1.000,1.000,1.000,1,76.4,87.9,763,782,3000,115,0
1.00,climb_cruise,448.7,448.7,34997.6,-199,1.04,1.22,357.88,1.22,15.0,125.0,0,0,7.08,2.33,-0.02,-0.049,0.034,0.026,1.000,1.000,1.000,1.000,1,76.2,88.1,763,782,3000,115,0
1.02,climb_cruise,448.7,448.7,34997.5,-201,1.19,1.27,357.88,1.36,15.0,125.0,0,0,7.50,2.26,0.21,-0.048,0.033,0.026,1.000,1.000,1.000,1.000,1,76.1,88.2,763,782,3000,115,0
1.04,climb_cruise,448.7,448.7,34997.4,-201,1.34,1.31,357.89,1.51,15.0,125.0,0,0,7.40,2.13,0.39,-0.046,0.032,0.026,1.000,1.000,1.000,1.000,1,75.9,88.3,763,783,3000,115,0
1.06,climb_cruise,448.6,448.6,34997.4,-201,1.48,1.35,357.90,1.66,15.0,125.0,0,0,6.77,1.96,0.53,-0.042,0.031,0.026,1.000,1.000,1.000,1.000,1,75.8,88.5,763,783,3000,115,0
1.08,climb_cruise,448.6,448.6,34997.3,-200,1.60,1.39,357.92,1.78,15.0,125.0,0,0,5.63,1.74,0.62,-0.037,0.030,0.026,1.000,1.000,1.000,1.000,1,75.6,88.6,763,783,3000,115,0
1.10,climb_cruise,448.6,448.6,34997.2,-199,1.70,1.42,357.93,1.89,15.0,125.0,0,0,4.07,1.51,0.66,-0.032,0.029,0.026,1.000,1.000,1.000,1.000,1,75.5,88.7,763,783,3000,116,0
1.12,climb_cruise,448.6,448.6,34997.2,-196,1.77,1.45,357.95,1.96,15.0,125.0,0,0,2.18,1.26,0.66,-0.026,0.028,0.026,1.000,1.000,1.000,1.000,1,75.3,88.8,763,784,3000,114,0
1.14,climb_cruise,448.5,448.5,34997.1,-193,1.80,1.48,357.96,1.99,15.0,125.0,0,0,0.11,1.02,0.62,-0.020,0.027,0.026,1.000,1.000,1.000,1.000,1,75.2,89.0,763,784,3000,114,0
1.16,climb_cruise,448.5,448.5,34997.0,-190,1.78,1.49,357.97,1.97,15.0,125.0,0,0,-1.99,0.79,0.55,-0.014,0.026,0.025,1.000,1.000,1.000,1.000,1,75.0,89.1,763,784,3000,115,0
1.18,climb_cruise,448.5,448.5,34997.0,-188,1.72,1.51,357.98,1.92,15.0,125.0,0,0,-3.97,0.58,0.44,-0.010,0.025,0.025,1.000,1.000,1.000,1.000,1,74.9,89.2,763,784,3000,114,0
1.20,climb_cruise,448.5,448.5,34996.9,-185,1.63,1.52,357.99,1.83,15.0,125.0,0,0,-5.67,0.40,0.31,-0.007,0.025,0.025,1.000,1.000,1.000,1.000,1,74.7,89.4,763,785,3000,114,0
1.22,climb_cruise,448.4,448.4,34996.9,-183,1.51,1.53,357.99,1.71,15.0,125.0,0,0,-6.95,0.26,0.17,-0.005,0.024,0.025,1.000,1.000,1.000,1.000,1,74.6,89.5,763,785,3000,116,0
1.24,climb_cruise,448.4,448.4,34996.8,-182,1.36,1.53,357.99,1.57,15.0,125.0,0,0,-7.70,0.15,0.02,-0.005,0.024,0.024,1.000,1.000,1.000,1.000,1,74.4,89.6,763,785,3000,114,0
1.26,climb_cruise,448.4,448.4,34996.8,-183,1.20,1.53,357.98,1.41,15.0,125.0,0,0,-7.84,0.09,-0.14,-0.008,0.024,0.024,1.000,1.000,1.000,1.000,1,74.3,89.7,763,785,3000,114,0
1.28,climb_cruise,448.4,448.4,34996.7,-184,1.05,1.53,357.97,1.26,15.0,125.0,0,0,-7.36,0.06,-0.30,-0.012,0.025,0.024,1.000,1.000,1.000,1.000,1,74.1,89.9,763,786,3000,116,0
1.30,climb_cruise,448.3,448.3,34996.6,-186,0.91,1.54,357.96,1.12,15.0,125.0,0,0,-6.27,0.07,-0.44,-0.017,0.025,0.024,1.000,1.000,1.000,1.000,1,74.0,90.0,763,786,3000,116,0
1.32,climb_cruise,448.3,448.3,34996.6,-189,0.80,1.54,357.95,1.00,15.0,125.0,0,0,-4.64,0.10,-0.58,-0.024,0.025,0.024,1.000,1.000,1.000,1.000,1,73.8,90.1,763,786,3000,115,0
1.34,climb_cruise,448.3,448.3,34996.5,-193,0.72,1.54,357.94,0.92,15.0,125.0,0,0,-2.57,0.15,-0.69,-0.031,0.026,0.024,1.000,1.000,1.000,1.000,1,73.7,90.2,763,786,1816,115,0
1.36,climb_cruise,448.3,448.3,34996.5,-196,0.67,1.50,357.91,0.87,15.0,125.0,0,0,-2.79,-4.19,-2.08,-0.039,0.026,0.024,1.000,0.100,0.100,0.100,1,73.5,90.3,763,787,632,114,0
1.38,climb_cruise,448.3,448.3,34996.4,-200,0.62,1.40,357.86,0.83,15.0,125.0,0,0,-2.83,-6.07,-3.21,-0.045,0.028,0.024,1.000,0.100,0.100,0.100,1,73.4,90.5,763,787,16,115,0
1.40,climb_cruise,448.2,448.2,34996.3,-204,0.56,1.27,357.78,0.78,15.0,125.0,0,0,-2.70,-7.04,-4.11,-0.051,0.030,0.024,1.000,0.100,0.100,0.100,1,73.2,90.6,763,787,16,115,0
1.42,climb_cruise,448.2,448.2,34996.3,-209,0.51,1.12,357.69,0.74,15.0,125.0,0,0,-2.47,-7.65,-4.80,-0.058,0.034,0.025,1.000,0.100,0.100,0.100,1,73.1,90.7,763,787,16,115,0
1.44,climb_cruise,448.2,448.2,34996.2,-213,0.47,0.96,357.59,0.70,15.0,125.0,0,0,-2.15,-8.09,-5.28,-0.064,0.039,0.025,1.000,0.100,0.100,0.100,1,72.9,90.8,763,787,16,115,0
1.46,climb_cruise,448.2,448.2,34996.1,-218,0.43,0.80,357.48,0.67,15.0,125.0,0,0,-1.77,-8.44,-5.59,-0.069,0.045,0.026,1.000,0.100,0.100,0.100,1,72.8,91.0,763,788,16,115,0
1.48,climb_cruise,448.2,448.2,34996.1,-223,0.40,0.63,357.37,0.65,15.0,125.0,0,0,-1.37,-8.73,-5.74,-0.075,0.051,0.028,1.000,0.100,0.100,0.100,1,72.6,91.1,763,788,16,114,0
1.50,climb_cruise,448.1,448.1,34996.0,-229,0.38,0.45,357.26,0.64,15.0,125.0,0,0,-0.97,-8.97,-5.76,-0.080,0.057,0.029,1.000,0.100,0.100,0.100,1,72.5,91.2,763,788,16,114,0
1.52,climb_cruise,448.1,448.1,34995.9,-234,0.36,0.27,357.14,0.64,15.0,125.0,0,0,-0.59,-9.16,-5.66,-0.085,0.063,0.030,1.000,0.100,0.100,0.100,1,72.3,91.3,763,788,16,114,0
1.54,climb_cruise,448.1,448.1,34995.8,-239,0.35,0.08,357.03,0.65,15.0,125.0,0,0,-0.25,-9.31,-5.46,-0.090,0.069,0.032,1.000,0.100,0.100,0.100,1,72.2,91.4,763,788,16,114,0
1.56,climb_cruise,448.1,448.1,34995.8,-244,0.35,-0.10,356.92,0.66,15.0,125.0,0,0,0.06,-9.42,-5.19,-0.095,0.076,0.034,1.000,0.100,0.100,0.100,1,72.1,91.5,763,789,16,115,0
1.58,climb_cruise,448.1,448.1,34995.7,-249,0.35,-0.29,356.82,0.68,15.0,125.0,0,0,0.31,-9.49,-4.86,-0.099,0.082,0.035,1.000,0.100,0.100,0.100,1,71.9,91.6,763,789,16,116,0
1.60,climb_cruise,448.0,448.0,34995.6,-254,0.36,-0.48,356.73,0.70,15.0,125.0,0,0,0.50,-9.53,-4.48,-0.102,0.088,0.037,1.000,0.100,0.100,0.100,1,71.8,91.8,763,789,16,115,0
1.62,climb_cruise,448.0,448.0,34995.5,-259,0.37,-0.67,356.64,0.73,15.0,125.0,0,0,0.63,-9.54,-4.09,-0.105,0.094,0.039,1.000,0.100,0.100,0.100,1,71.6,91.9,763,789,16,115,0
1.64,climb_cruise,448.0,448.0,34995.4,-264,0.38,-0.86,356.56,0.76,15.0,125.0,0,0,0.71,-9.51,-3.67,-0.108,0.100,0.040,1.000,0.100,0.100,0.100,1,71.5,92.0,763,789,16,115,0
1.66,climb_cruise,448.0,448.0,34995.3,-268,0.40,-1.06,356.49,0.79,15.0,125.0,0,0,0.74,-9.46,-3.26,-0.111,0.105,0.042,1.000,0.100,0.100,0.100,1,71.3,92.1,763,790,16,115,0
1.68,climb_cruise,448.0,448.0,34995.2,-272,0.41,-1.24,356.43,0.82,15.0,125.0,0,0,0.73,-9.38,-2.86,-0.113,0.110,0.043,1.000,0.100,0.100,0.100,1,71.2,92.2,763,790,16,116,0
1.70,climb_cruise,447.9,447.9,34995.1,-277,0.42,-1.43,356.37,0.86,15.0,125.0,0,0,0.67,-9.29,-2.47,-0.115,0.116,0.044,1.000,0.100,0.100,0.100,1,71.1,92.3,763,790,16,115,0
1.72,climb_cruise,447.9,447.9,34995.0,-281,0.43,-1.62,356.33,0.89,15.0,125.0,0,0,0.59,-9.17,-2.11,-0.117,0.121,0.045,1.000,0.100,0.100,0.100,1,70.9,92.4,763,790,16,114,0
1.74,climb_cruise,447.9,447.9,34994.9,-284,0.44,-1.80,356.29,0.91,15.0,125.0,0,0,0.48,-9.04,-1.77,-0.119,0.126,0.046,1.000,0.100,0.100,0.100,1,70.8,92.5,763,790,16,115,0
1.76,climb_cruise,447.9,447.9,34994.8,-288,0.45,-1.98,356.26,0.94,15.0,125.0,0,0,0.37,-8.89,-1.47,-0.120,0.131,0.047,1.000,0.100,0.100,0.100,1,70.6,92.6,763,790,16,114,0
1.78,climb_cruise,447.9,447.9,34994.7,-292,0.46,-2.15,356.23,0.96,15.0,125.0,0,0,0.24,-8.74,-1.20,-0.122,0.136,0.047,1.000,0.100,0.100,0.100,1,70.5,92.7,763,791,16,114,0
1.80,climb_cruise,447.8,447.8,34994.6,-295,0.46,-2.33,356.21,0.98,15.0,125.0,0,0,0.12,-8.58,-0.96,-0.124,0.140,0.048,1.000,0.100,0.100,0.100,1,70.4,92.8,763,791,16,116,0
1.82,climb_cruise,447.8,447.8,34994.6,-298,0.46,-2.50,356.19,1.00,15.0,125.0,0,0,-0.00,-8.41,-0.76,-0.125,0.145,0.048,1.000,0.100,0.100,0.100,1,70.2,92.9,763,791,16,114,0
1.84,climb_cruise,447.8,447.8,34994.4,-302,0.46,-2.66,356.17,1.01,15.0,125.0,0,0,-0.11,-8.24,-0.60,-0.127,0.150,0.048,1.000,0.100,0.100,0.100,1,70.1,93.0,763,791,16,115,0
1.86,climb_cruise,447.8,447.8,34994.3,-305,0.45,-2.83,356.16,1.03,15.0,125.0,0,0,-0.20,-8.08,-0.47,-0.129,0.154,0.048,1.000,0.100,0.100,0.100,1,69.9,93.2,763,791,16,114,0
1.88,climb_cruise,447.8,447.8,34994.2,-308,0.45,-2.99,356.16,1.04,15.0,125.0,0,0,-0.28,-7.91,-0.37,-0.130,0.159,0.048,1.000,0.100,0.100,0.100,1,69.8,93.3,763,791,16,115,0
1.90,climb_cruise,447.7,447.7,34994.1,-311,0.44,-3.15,356.15,1.04,15.0,125.0,0,0,-0.34,-7.75,-0.30,-0.132,0.164,0.048,1.000,0.100,0.100,0.100,1,69.7,93.4,763,792,16,114,0
1.92,climb_cruise,447.7,447.7,34994.0,-314,0.44,-3.30,356.14,1.05,15.0,125.0,0,0,-0.38,-7.59,-0.25,-0.134,0.169,0.048,1.000,0.100,0.100,0.100,1,69.5,93.5,763,792,16,114,0
1.94,climb_cruise,447.7,447.7,34993.9,-317,0.43,-3.45,356.14,1.06,15.0,125.0,0,0,-0.40,-7.43,-0.23,-0.136,0.173,0.048,1.000,0.100,0.100,0.100,1,69.4,93.5,763,792,16,115,0
1.96,climb_cruise,447.7,447.7,34993.8,-320,0.42,-3.60,356.14,1.06,15.0,125.0,0,0,-0.40,-7.28,-0.23,-0.139,0.178,0.048,1.000,0.100,0.100,0.100,1,69.2,93.6,763,792,16,116,0
1.98,climb_cruise,447.7,447.7,34993.7,-323,0.41,-3.74,356.13,1.07,15.0,125.0,0,0,-0.39,-7.13,-0.25,-0.141,0.183,0.048,1.000,0.100,0.100,0.100,1,69.1,93.7,763,792,16,116,0
2.00,climb_cruise,447.6,447.6,34993.6,-326,0.40,-3.88,356.13,1.07,15.0,125.0,0,0,-0.36,-6.99,-0.28,-0.143,0.188,0.047,1.000,0.100,0.100,0.100,1,69.0,93.8,763,792,16,116,0
2.02,climb_cruise,447.6,447.6,34993.5,-329,0.40,-4.02,356.12,1.08,15.0,125.0,0,0,-0.33,-6.86,-0.32,-0.146,0.193,0.047,1.000,0.100,0.100,0.100,1,68.8,93.9,763,792,16,115,0
2.04,climb_cruise,447.6,447.6,34993.4,-332,0.39,-4.16,356.11,1.08,15.0,125.0,0,0,-0.28,-6.73,-0.37,-0.148,0.198,0.047,1.000,0.100,0.100,0.100,1,68.7,94.0,763,793,16,116,0
2.06,climb_cruise,447.6,447.6,34993.3,-335,0.38,-4.29,356.11,1.09,15.0,125.0,0,0,-0.23,-6.60,-0.43,-0.151,0.203,0.046,1.000,0.100,0.100,0.100,1,68.5,94.1,763,793,16,114,0
2.08,climb_cruise,447.6,447.6,34993.2,-338,0.38,-4.42,356.10,1.10,15.0,125.0,0,0,-0.18,-6.47,-0.49,-0.153,0.208,0.046,1.000,0.100,0.100,0.100,1,68.4,94.2,763,793,16,115,0
2.10,climb_cruise,447.5,447.5,34993.1,-341,0.38,-4.55,356.09,1.11,15.0,125.0,0,0,-0.12,-6.35,-0.55,-0.156,0.214,0.046,1.000,0.100,0.100,0.100,1,68.3,94.3,763,793,16,115,0
2.12,climb_cruise,447.5,447.5,34992.9,-344,0.37,-4.67,356.08,1.11,15.0,125.0,0,0,-0.06,-6.24,-0.62,-0.159,0.219,0.046,1.000,0.100,0.100,0.100,1,68.1,94.4,763,793,16,115,0
2.14,climb_cruise,447.5,447.5,34992.8,-347,0.37,-4.80,356.06,1.12,15.0,125.0,0,0,-0.01,-6.13,-0.68,-0.161,0.224,0.045,1.000,0.100,0.100,0.100,1,68.0,94.5,763,793,16,116,0
2.16,climb_cruise,447.5,447.5,34992.7,-349,0.37,-4.92,356.05,1.14,15.0,125.0,0,0,0.04,-6.01,-0.74,-0.164,0.229,0.045,1.000,0.100,0.100,0.100,1,67.9,94.6,763,793,16,115,0
2.18,climb_cruise,447.5,447.5,34992.6,-352,0.37,-5.04,356.03,1.15,15.0,125.0,0,0,0.09,-5.91,-0.79,-0.166,0.235,0.045,1.000,0.100,0.100,0.100,1,67.7,94.6,763,794,16,116,0
2.20,climb_cruise,447.4,447.4,34992.5,-355,0.37,-5.16,356.02,1.16,15.0,125.0,0,0,0.13,-5.80,-0.84,-0.169,0.240,0.045,1.000,0.100,0.100,0.100,1,67.6,94.7,763,794,16,115,0
2.22,climb_cruise,447.4,447.4,34992.4,-357,0.37,-5.27,356.00,1.17,15.0,125.0,0,0,0.16,-5.69,-0.89,-0.171,0.245,0.045,1.000,0.100,0.100,0.100,1,67.5,94.8,763,794,16,114,0
