time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,pitchRate_deg_s,rollRate_deg_s,yawRate_deg_s,ctrlElevator,ctrlAileron,ctrlRudder,ctrlThrottle,effElevator,effAileron,effRudder,motionEnabled,eng1_n1,eng2_n1,eng1_egt,eng2_egt,hydPress_psi,elecVolts,onGround
1.00,climb_cruise,448.7,448.7,34997.6,-199,1.04,1.22,357.88,1.22,15.0,125.0,0,0,7.08,2.33,-0.02,-0.049,0.034,0.026,1.000,1.000,1.000,1.000,1,76.2,88.0,763,782,3000,115,0
1.02,climb_cruise,448.7,448.7,34997.5,-201,1.19,1.27,357.88,1.36,15.0,125.0,0,0,7.50,2.26,0.21,-0.048,0.033,0.026,1.000,1.000,1.000,1.000,1,76.1,88.2,763,782,3000,114,0
1.04,climb_cruise,448.7,448.7,34997.4,-201,1.34,1.31,357.89,1.51,15.0,125.0,0,0,7.40,2.13,0.39,-0.046,0.032,0.026,1.000,1.000,1.000,1.000,1,75.9,88.3,763,783,3000,116,0
1.06,climb_cruise,448.6,448.6,34997.4,-201,1.48,1.35,357.91,1.66,15.0,125.0,0,0,6.77,1.96,0.53,-0.042,0.031,0.026,1.000,1.000,1.000,1.000,1,75.8,88.4,763,783,3000,115,0
1.08,climb_cruise,448.6,448.6,34997.3,-200,1.60,1.39,357.92,1.78,15.0,125.0,0,0,5.63,1.74,0.62,-0.037,0.030,0.026,1.000,1.000,1.000,1.000,1,75.6,88.6,763,783,3000,115,0
1.10,climb_cruise,448.6,448.6,34997.2,-199,1.70,1.42,357.93,1.89,15.0,125.0,0,0,4.07,1.51,0.66,-0.032,0.029,0.026,1.000,1.000,1.000,1.000,1,75.5,88.7,763,783,3000,115,0
1.12,climb_cruise,448.6,448.6,34997.2,-196,1.77,1.45,357.95,1.96,15.0,125.0,0,0,2.18,1.26,0.66,-0.026,0.028,0.026,1.000,1.000,1.000,1.000,1,75.3,88.8,763,784,3000,115,0
1.14,climb_cruise,448.5,448.5,34997.1,-193,1.80,1.48,357.96,1.99,15.0,125.0,0,0,0.11,1.02,0.62,-0.020,0.027,0.026,1.000,1.000,1.000,1.000,1,75.2,88.9,763,784,3000,115,0
1.16,climb_cruise,448.5,448.5,34997.0,-190,1.78,1.49,357.97,1.97,15.0,125.0,0,0,-1.99,0.79,0.55,-0.014,0.026,0.025,1.000,1.000,1.000,1.000,1,75.0,89.1,763,784,3000,116,0
1.18,climb_cruise,448.5,448.5,34997.0,-188,1.72,1.51,357.98,1.92,15.0,125.0,0,0,-3.97,0.58,0.44,-0.010,0.025,0.025,1.000,1.000,1.000,1.000,1,74.9,89.2,763,784,3000,115,0
1.20,climb_cruise,448.5,448.5,34996.9,-185,1.63,1.52,357.99,1.83,15.0,125.0,0,0,-5.67,0.40,0.31,-0.007,0.025,0.025,1.000,1.000,1.000,1.000,1,74.7,89.3,763,785,3000,115,0
1.22,climb_cruise,448.4,448.4,34996.9,-183,1.50,1.53,357.99,1.71,15.0,125.0,0,0,-6.95,0.26,0.17,-0.005,0.024,0.025,1.000,1.000,1.000,1.000,1,74.6,89.5,763,785,3000,114,0
1.24,climb_cruise,448.4,448.4,34996.8,-182,1.36,1.53,357.99,1.57,15.0,125.0,0,0,-7.70,0.15,0.02,-0.005,0.024,0.024,1.000,1.000,1.000,1.000,1,74.4,89.6,763,785,3000,116,0
1.26,climb_cruise,448.4,448.4,34996.8,-183,1.20,1.53,357.98,1.41,15.0,125.0,0,0,-7.84,0.09,-0.14,-0.008,0.024,0.024,1.000,1.000,1.000,1.000,1,74.3,89.7,763,785,3000,116,0
1.28,climb_cruise,448.4,448.4,34996.7,-184,1.05,1.53,357.98,1.26,15.0,125.0,0,0,-7.36,0.06,-0.30,-0.012,0.025,0.024,1.000,1.000,1.000,1.000,1,74.1,89.8,763,786,3000,114,0
1.30,climb_cruise,448.3,448.3,34996.6,-186,0.91,1.53,357.96,1.12,15.0,125.0,0,0,-6.27,0.07,-0.44,-0.017,0.025,0.024,1.000,1.000,1.000,1.000,1,74.0,90.0,763,786,3000,115,0
1.32,climb_cruise,448.3,448.3,34996.6,-189,0.80,1.54,357.95,1.00,15.0,125.0,0,0,-4.64,0.10,-0.58,-0.024,0.025,0.024,1.000,1.000,1.000,1.000,1,73.8,90.1,763,786,3000,114,0
1.34,climb_cruise,448.3,448.3,34996.5,-193,0.72,1.54,357.94,0.92,15.0,125.0,0,0,-2.57,0.15,-0.69,-0.031,0.026,0.024,1.000,1.000,1.000,1.000,1,73.7,90.2,763,786,3000,115,0
1.36,climb_cruise,448.3,448.3,34996.5,-197,0.69,1.54,357.92,0.89,15.0,125.0,0,0,-0.21,0.21,-0.79,-0.039,0.026,0.024,1.000,1.000,1.000,1.000,1,73.5,90.3,763,786,3000,115,0
1.38,climb_cruise,448.3,448.3,34996.4,-201,0.71,1.55,357.91,0.90,15.0,125.0,0,0,2.26,0.28,-0.86,-0.046,0.027,0.024,1.000,1.000,1.000,1.000,1,73.4,90.5,763,787,3000,114,0
1.40,climb_cruise,448.2,448.2,34996.3,-205,0.78,1.55,357.89,0.96,15.0,125.0,0,0,4.66,0.34,-0.91,-0.052,0.027,0.024,1.000,1.000,1.000,1.000,1,73.2,90.6,763,787,3000,114,0
1.42,climb_cruise,448.2,448.2,34996.3,-209,0.89,1.56,357.87,1.07,15.0,125.0,0,0,6.80,0.40,-0.94,-0.057,0.028,0.024,1.000,1.000,1.000,1.000,1,73.1,90.7,763,787,3000,115,0
1.44,climb_cruise,448.2,448.2,34996.2,-212,1.04,1.57,357.86,1.21,15.0,125.0,0,0,8.51,0.44,-0.95,-0.060,0.028,0.024,1.000,1.000,1.000,1.000,1,72.9,90.8,763,787,1816,116,0
1.46,climb_cruise,448.2,448.2,34996.1,-213,1.19,1.53,357.83,1.37,15.0,125.0,0,0,5.61,-4.31,-2.26,-0.061,0.029,0.024,1.000,0.100,0.100,0.100,1,72.8,90.9,763,788,632,114,0
1.48,climb_cruise,448.2,448.2,34996.0,-214,1.28,1.43,357.78,1.48,15.0,125.0,0,0,2.98,-6.37,-3.33,-0.058,0.030,0.025,1.000,0.100,0.100,0.100,1,72.6,91.0,763,788,16,116,0
1.50,climb_cruise,448.1,448.1,34995.9,-213,1.32,1.29,357.71,1.53,15.0,125.0,0,0,0.68,-7.43,-4.17,-0.055,0.032,0.025,1.000,0.100,0.100,0.100,1,72.5,91.2,763,788,16,116,0
1.52,climb_cruise,448.1,448.1,34995.9,-213,1.32,1.13,357.62,1.54,15.0,125.0,0,0,-1.26,-8.10,-4.81,-0.052,0.036,0.026,1.000,0.100,0.100,0.100,1,72.3,91.3,763,788,16,115,0
1.54,climb_cruise,448.1,448.1,34995.8,-213,1.28,0.96,357.52,1.52,15.0,125.0,0,0,-2.84,-8.57,-5.25,-0.049,0.041,0.027,1.000,0.100,0.100,0.100,1,72.2,91.4,763,788,16,116,0
1.56,climb_cruise,448.1,448.1,34995.7,-213,1.22,0.79,357.41,1.46,15.0,125.0,0,0,-4.04,-8.93,-5.53,-0.048,0.046,0.028,1.000,0.100,0.100,0.100,1,72.1,91.5,763,789,16,114,0
1.58,climb_cruise,448.0,448.0,34995.7,-213,1.13,0.60,357.30,1.39,15.0,125.0,0,0,-4.89,-9.20,-5.67,-0.047,0.052,0.029,1.000,0.100,0.100,0.100,1,71.9,91.6,763,789,16,115,0
1.60,climb_cruise,448.0,448.0,34995.6,-214,1.03,0.42,357.18,1.30,15.0,125.0,0,0,-5.41,-9.41,-5.67,-0.048,0.059,0.030,1.000,0.100,0.100,0.100,1,71.8,91.7,763,789,16,116,0
1.62,climb_cruise,448.0,448.0,34995.5,-215,0.92,0.23,357.07,1.20,15.0,125.0,0,0,-5.62,-9.56,-5.57,-0.050,0.065,0.032,1.000,0.100,0.100,0.100,1,71.6,91.9,763,789,16,115,0
1.64,climb_cruise,448.0,448.0,34995.5,-217,0.81,0.03,356.96,1.10,15.0,125.0,0,0,-5.57,-9.65,-5.37,-0.054,0.072,0.033,1.000,0.100,0.100,0.100,1,71.5,92.0,763,789,16,114,0
1.66,climb_cruise,448.0,448.0,34995.4,-220,0.70,-0.16,356.86,1.00,15.0,125.0,0,0,-5.30,-9.71,-5.10,-0.058,0.078,0.035,1.000,0.100,0.100,0.100,1,71.3,92.1,763,789,16,115,0
1.68,climb_cruise,447.9,447.9,34995.3,-224,0.60,-0.36,356.76,0.92,15.0,125.0,0,0,-4.85,-9.73,-4.78,-0.064,0.084,0.037,1.000,0.100,0.100,0.100,1,71.2,92.2,763,790,16,116,0
1.70,climb_cruise,447.9,447.9,34995.3,-227,0.50,-0.55,356.66,0.84,15.0,125.0,0,0,-4.28,-9.72,-4.41,-0.070,0.090,0.038,1.000,0.100,0.100,0.100,1,71.1,92.3,763,790,16,114,0
1.72,climb_cruise,447.9,447.9,34995.2,-232,0.42,-0.75,356.58,0.77,15.0,125.0,0,0,-3.62,-9.69,-4.02,-0.076,0.096,0.040,1.000,0.100,0.100,0.100,1,70.9,92.4,763,790,16,114,0
1.74,climb_cruise,447.9,447.9,34995.1,-236,0.35,-0.94,356.50,0.72,15.0,125.0,0,0,-2.92,-9.63,-3.62,-0.083,0.102,0.041,1.000,0.100,0.100,0.100,1,70.8,92.5,763,790,16,116,0
1.76,climb_cruise,447.9,447.9,34995.0,-241,0.30,-1.13,356.44,0.68,15.0,125.0,0,0,-2.20,-9.55,-3.22,-0.089,0.108,0.043,1.000,0.100,0.100,0.100,1,70.6,92.6,763,790,16,115,0
1.78,climb_cruise,447.8,447.8,34995.0,-247,0.26,-1.32,356.38,0.66,15.0,125.0,0,0,-1.51,-9.46,-2.82,-0.096,0.113,0.044,1.000,0.100,0.100,0.100,1,70.5,92.7,763,791,16,116,0
1.80,climb_cruise,447.8,447.8,34994.9,-252,0.23,-1.51,356.32,0.65,15.0,125.0,0,0,-0.87,-9.35,-2.43,-0.102,0.119,0.045,1.000,0.100,0.100,0.100,1,70.3,92.8,763,791,16,115,0
1.82,climb_cruise,447.8,447.8,34994.8,-257,0.22,-1.70,356.28,0.65,15.0,125.0,0,0,-0.29,-9.23,-2.07,-0.108,0.124,0.046,1.000,0.100,0.100,0.100,1,70.2,92.9,763,791,16,115,0
1.84,climb_cruise,447.8,447.8,34994.7,-263,0.22,-1.88,356.24,0.67,15.0,125.0,0,0,0.20,-9.10,-1.74,-0.113,0.129,0.047,1.000,0.100,0.100,0.100,1,70.1,93.0,763,791,16,114,0
1.86,climb_cruise,447.8,447.8,34994.6,-268,0.22,-2.06,356.21,0.69,15.0,125.0,0,0,0.61,-8.95,-1.44,-0.118,0.134,0.048,1.000,0.100,0.100,0.100,1,69.9,93.1,763,791,16,114,0
1.88,climb_cruise,447.7,447.7,34994.5,-273,0.24,-2.24,356.18,0.72,15.0,125.0,0,0,0.92,-8.80,-1.17,-0.122,0.139,0.048,1.000,0.100,0.100,0.100,1,69.8,93.2,763,791,16,116,0
1.90,climb_cruise,447.7,447.7,34994.4,-278,0.26,-2.41,356.16,0.76,15.0,125.0,0,0,1.14,-8.64,-0.93,-0.126,0.144,0.049,1.000,0.100,0.100,0.100,1,69.6,93.3,763,791,16,115,0
1.92,climb_cruise,447.7,447.7,34994.3,-282,0.28,-2.59,356.14,0.80,15.0,125.0,0,0,1.28,-8.48,-0.73,-0.130,0.148,0.049,1.000,0.100,0.100,0.100,1,69.5,93.4,763,792,16,114,0
1.94,climb_cruise,447.7,447.7,34994.2,-287,0.30,-2.75,356.12,0.84,15.0,125.0,0,0,1.33,-8.31,-0.57,-0.132,0.153,0.049,1.000,0.100,0.100,0.100,1,69.4,93.5,763,792,16,115,0
1.96,climb_cruise,447.7,447.7,34994.1,-291,0.33,-2.92,356.11,0.89,15.0,125.0,0,0,1.32,-8.14,-0.43,-0.135,0.158,0.049,1.000,0.100,0.100,0.100,1,69.2,93.6,763,792,16,115,0
1.98,climb_cruise,447.6,447.6,34994.0,-295,0.36,-3.08,356.10,0.93,15.0,125.0,0,0,1.25,-7.97,-0.33,-0.137,0.163,0.049,1.000,0.100,0.100,0.100,1,69.1,93.7,763,792,16,114,0
2.00,climb_cruise,447.6,447.6,34993.9,-298,0.38,-3.24,356.10,0.97,15.0,125.0,0,0,1.13,-7.80,-0.26,-0.138,0.168,0.049,1.000,0.100,0.100,0.100,1,69.0,93.8,763,792,16,115,0
2.02,climb_cruise,447.6,447.6,34993.8,-302,0.40,-3.39,356.09,1.00,15.0,125.0,0,0,0.98,-7.64,-0.22,-0.140,0.173,0.049,1.000,0.100,0.100,0.100,1,68.8,93.9,763,792,16,115,0
2.04,climb_cruise,447.6,447.6,34993.7,-305,0.42,-3.54,356.08,1.04,15.0,125.0,0,0,0.81,-7.48,-0.20,-0.141,0.178,0.049,1.000,0.100,0.100,0.100,1,68.7,94.0,763,793,16,116,0
2.06,climb_cruise,447.6,447.6,34993.6,-308,0.43,-3.69,356.08,1.07,15.0,125.0,0,0,0.62,-7.32,-0.20,-0.142,0.183,0.049,1.000,0.100,0.100,0.100,1,68.5,94.1,763,793,16,114,0
2.08,climb_cruise,447.5,447.5,34993.5,-311,0.44,-3.84,356.08,1.09,15.0,125.0,0,0,0.44,-7.17,-0.21,-0.143,0.188,0.048,1.000,0.100,0.100,0.100,1,68.4,94.2,763,793,16,115,0
2.10,climb_cruise,447.5,447.5,34993.4,-314,0.45,-3.98,356.07,1.11,15.0,125.0,0,0,0.26,-7.03,-0.25,-0.144,0.193,0.048,1.000,0.100,0.100,0.100,1,68.3,94.3,763,793,16,114,0
2.12,climb_cruise,447.5,447.5,34993.3,-317,0.45,-4.12,356.06,1.13,15.0,125.0,0,0,0.09,-6.88,-0.29,-0.146,0.198,0.048,1.000,0.100,0.100,0.100,1,68.1,94.4,763,793,16,115,0
2.14,climb_cruise,447.5,447.5,34993.2,-319,0.46,-4.25,356.06,1.14,15.0,125.0,0,0,-0.05,-6.75,-0.34,-0.147,0.203,0.047,1.000,0.100,0.100,0.100,1,68.0,94.5,763,793,16,115,0
2.16,climb_cruise,447.5,447.5,34993.1,-322,0.45,-4.39,356.05,1.15,15.0,125.0,0,0,-0.17,-6.62,-0.40,-0.149,0.208,0.047,1.000,0.100,0.100,0.100,1,67.9,94.5,763,793,16,114,0
2.18,climb_cruise,447.4,447.4,34993.0,-325,0.45,-4.52,356.04,1.16,15.0,125.0,0,0,-0.27,-6.49,-0.47,-0.150,0.213,0.047,1.000,0.100,0.100,0.100,1,67.7,94.6,763,793,16,115,0
2.20,climb_cruise,447.4,447.4,34992.9,-327,0.44,-4.65,356.03,1.17,15.0,125.0,0,0,-0.34,-6.37,-0.53,-0.152,0.218,0.047,1.000,0.100,0.100,0.100,1,67.6,94.7,763,794,16,114,0
2.22,climb_cruise,447.4,447.4,34992.8,-330,0.43,-4.77,356.02,1.17,15.0,125.0,0,0,-0.38,-6.25,-0.60,-0.154,0.224,0.046,1.000,0.100,0.100,0.100,1,67.5,94.8,763,794,16,115,0
