time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,pitchRate_deg_s,rollRate_deg_s,yawRate_deg_s,ctrlElevator,ctrlAileron,ctrlRudder,ctrlThrottle,effElevator,effAileron,effRudder,motionEnabled,eng1_n1,eng2_n1,eng1_egt,eng2_egt,hydPress_psi,elecVolts,onGround
0.92,climb_cruise,452.9,452.9,34991.5,-104,0.64,-7.37,355.79,1.28,15.0,125.0,0,0,-1.70,-3.68,-1.08,-0.070,0.327,0.045,1.000,0.100,0.100,0.100,1,85.0,96.8,792,797,316,115,0
0.94,climb_cruise,452.9,452.9,34991.5,-105,0.61,-7.45,355.77,1.25,15.0,125.0,0,0,-1.39,-3.60,-1.16,-0.072,0.332,0.045,1.000,0.100,0.100,0.100,1,84.8,96.8,792,797,316,116,0
0.96,climb_cruise,452.9,452.9,34991.4,-107,0.58,-7.52,355.75,1.23,15.0,125.0,0,0,-1.06,-3.53,-1.23,-0.075,0.337,0.044,1.000,0.100,0.100,0.100,1,84.7,96.9,792,797,316,116,0
0.98,climb_cruise,452.8,452.8,34991.4,-108,0.56,-7.59,355.73,1.22,15.0,125.0,0,0,-0.74,-3.45,-1.27,-0.078,0.342,0.044,1.000,0.100,0.100,0.100,1,84.5,96.9,792,797,316,116,0
1.00,climb_cruise,452.8,452.8,34991.3,-110,0.54,-7.66,355.71,1.21,15.0,125.0,0,0,-0.43,-3.37,-1.31,-0.081,0.347,0.044,1.000,0.100,0.100,0.100,1,84.3,97.0,792,797,316,114,0
1.02,climb_cruise,452.8,452.8,34991.3,-111,0.53,-7.72,355.68,1.21,15.0,125.0,0,0,-0.14,-3.29,-1.32,-0.083,0.353,0.044,1.000,0.100,0.100,0.100,1,84.2,97.0,792,797,316,115,0
1.04,climb_cruise,452.8,452.8,34991.3,-113,0.53,-7.79,355.66,1.21,15.0,125.0,0,0,0.11,-3.21,-1.33,-0.086,0.358,0.044,1.000,0.100,0.100,0.100,1,84.0,97.1,792,797,316,115,0
1.06,climb_cruise,452.8,452.8,34991.2,-114,0.53,-7.85,355.63,1.22,15.0,125.0,0,0,0.33,-3.12,-1.32,-0.088,0.363,0.044,1.000,0.100,0.100,0.100,1,83.8,97.2,792,797,316,114,0
1.08,climb_cruise,452.7,452.7,34991.2,-116,0.54,-7.91,355.60,1.23,15.0,125.0,0,0,0.51,-3.03,-1.31,-0.090,0.368,0.044,1.000,0.100,0.100,0.100,1,83.7,97.2,792,797,316,116,0
1.10,climb_cruise,452.7,452.7,34991.2,-117,0.54,-7.97,355.57,1.25,15.0,125.0,0,0,0.64,-2.94,-1.29,-0.092,0.372,0.044,1.000,0.100,0.100,0.100,1,83.5,97.3,792,797,316,116,0
1.12,climb_cruise,452.7,452.7,34991.1,-119,0.55,-8.03,355.55,1.26,15.0,125.0,0,0,0.73,-2.85,-1.26,-0.094,0.377,0.044,1.000,0.100,0.100,0.100,1,83.3,97.3,792,797,316,115,0
1.14,climb_cruise,452.7,452.7,34991.1,-120,0.56,-8.09,355.52,1.28,15.0,125.0,0,0,0.78,-2.76,-1.23,-0.095,0.382,0.044,1.000,0.100,0.100,0.100,1,83.2,97.4,792,797,316,114,0
1.16,climb_cruise,452.7,452.7,34991.0,-121,0.58,-8.14,355.49,1.30,15.0,125.0,0,0,0.80,-2.66,-1.19,-0.096,0.387,0.044,1.000,0.100,0.100,0.100,1,83.0,97.4,792,798,316,116,0
1.18,climb_cruise,452.6,452.6,34991.0,-122,0.59,-8.20,355.47,1.32,15.0,125.0,0,0,0.79,-2.57,-1.15,-0.097,0.391,0.044,1.000,0.100,0.100,0.100,1,82.8,97.5,792,798,316,114,0
1.20,climb_cruise,452.6,452.6,34991.0,-123,0.60,-8.25,355.44,1.34,15.0,125.0,0,0,0.75,-2.47,-1.12,-0.098,0.396,0.044,1.000,0.100,0.100,0.100,1,82.7,97.5,792,798,316,114,0
1.22,climb_cruise,452.6,452.6,34990.9,-124,0.61,-8.29,355.42,1.36,15.0,125.0,0,0,0.69,-2.37,-1.08,-0.098,0.400,0.045,1.000,0.100,0.100,0.100,1,82.5,97.6,792,798,316,114,0
1.24,climb_cruise,452.6,452.6,34990.9,-125,0.62,-8.34,355.40,1.38,15.0,125.0,0,0,0.62,-2.27,-1.04,-0.099,0.405,0.045,1.000,0.100,0.100,0.100,1,82.3,97.6,792,798,316,116,0
1.26,climb_cruise,452.5,452.5,34990.8,-125,0.63,-8.39,355.37,1.39,15.0,125.0,0,0,0.54,-2.17,-1.00,-0.099,0.409,0.045,1.000,0.100,0.100,0.100,1,82.2,97.7,792,798,316,115,0
1.28,climb_cruise,452.5,452.5,34990.8,-126,0.64,-8.43,355.35,1.40,15.0,125.0,0,0,0.46,-2.08,-0.97,-0.100,0.413,0.045,1.000,0.100,0.100,0.100,1,82.0,97.7,792,798,316,115,0
1.30,climb_cruise,452.5,452.5,34990.7,-126,0.64,-8.47,355.33,1.42,15.0,125.0,0,0,0.37,-1.98,-0.94,-0.100,0.417,0.045,1.000,0.100,0.100,0.100,1,81.8,97.8,792,798,316,115,0
1.32,climb_cruise,452.5,452.5,34990.7,-127,0.65,-8.51,355.31,1.42,15.0,125.0,0,0,0.29,-1.88,-0.91,-0.101,0.421,0.045,1.000,0.100,0.100,0.100,1,81.7,97.8,792,798,316,114,0
1.34,climb_cruise,452.5,452.5,34990.7,-127,0.65,-8.54,355.30,1.43,15.0,125.0,0,0,0.22,-1.79,-0.88,-0.101,0.425,0.045,1.000,0.100,0.100,0.100,1,81.5,97.9,792,798,316,114,0
1.36,climb_cruise,452.4,452.4,34990.6,-128,0.65,-8.58,355.28,1.44,15.0,125.0,0,0,0.16,-1.69,-0.86,-0.102,0.429,0.045,1.000,0.100,0.100,0.100,1,81.4,97.9,792,798,316,116,0
1.38,climb_cruise,452.4,452.4,34990.6,-128,0.65,-8.61,355.26,1.44,15.0,125.0,0,0,0.11,-1.60,-0.84,-0.102,0.433,0.045,1.000,0.100,0.100,0.100,1,81.2,98.0,792,798,316,114,0
1.40,climb_cruise,452.4,452.4,34990.5,-128,0.65,-8.64,355.24,1.45,15.0,125.0,0,0,0.07,-1.50,-0.82,-0.103,0.436,0.045,1.000,0.100,0.100,0.100,1,81.0,98.0,792,798,316,114,0
1.42,climb_cruise,452.4,452.4,34990.5,-129,0.65,-8.67,355.23,1.45,15.0,125.0,0,0,0.05,-1.41,-0.81,-0.104,0.440,0.046,1.000,0.100,0.100,0.100,1,80.9,98.1,792,798,316,114,0
1.44,climb_cruise,452.4,452.4,34990.4,-129,0.65,-8.70,355.21,1.45,15.0,125.0,0,0,0.03,-1.32,-0.79,-0.105,0.444,0.046,1.000,0.100,0.100,0.100,1,80.7,98.1,792,799,316,114,0
1.46,climb_cruise,452.3,452.3,34990.4,-129,0.65,-8.73,355.20,1.45,15.0,125.0,0,0,0.03,-1.24,-0.78,-0.105,0.447,0.046,1.000,0.100,0.100,0.100,1,80.5,98.2,792,799,316,116,0
1.48,climb_cruise,452.3,452.3,34990.4,-130,0.65,-8.75,355.18,1.45,15.0,125.0,0,0,0.03,-1.15,-0.77,-0.106,0.451,0.046,1.000,0.100,0.100,0.100,1,80.4,98.2,792,799,316,116,0
1.50,climb_cruise,452.3,452.3,34990.3,-130,0.64,-8.77,355.16,1.45,15.0,125.0,0,0,0.05,-1.07,-0.77,-0.107,0.454,0.046,1.000,0.100,0.100,0.100,1,80.2,98.3,792,799,316,115,0
1.52,climb_cruise,452.3,452.3,34990.3,-130,0.64,-8.79,355.15,1.46,15.0,125.0,0,0,0.07,-0.98,-0.76,-0.108,0.458,0.046,1.000,0.100,0.100,0.100,1,80.1,98.3,792,799,316,115,0
1.54,climb_cruise,452.2,452.2,34990.2,-131,0.64,-8.81,355.13,1.46,15.0,125.0,0,0,0.10,-0.90,-0.76,-0.109,0.461,0.046,1.000,0.100,0.100,0.100,1,79.9,98.3,792,799,316,114,0
1.56,climb_cruise,452.2,452.2,34990.2,-131,0.64,-8.83,355.12,1.46,15.0,125.0,0,0,0.13,-0.82,-0.76,-0.110,0.464,0.046,1.000,0.100,0.100,0.100,1,79.7,98.4,792,799,316,115,0
1.58,climb_cruise,452.2,452.2,34990.1,-131,0.64,-8.85,355.10,1.46,15.0,125.0,0,0,0.16,-0.75,-0.76,-0.111,0.468,0.046,1.000,0.100,0.100,0.100,1,79.6,98.4,792,799,316,114,0
1.60,climb_cruise,452.2,452.2,34990.1,-132,0.64,-8.86,355.09,1.47,15.0,125.0,0,0,0.19,-0.67,-0.76,-0.112,0.471,0.046,1.000,0.100,0.100,0.100,1,79.4,98.5,792,799,316,114,0
1.62,climb_cruise,452.2,452.2,34990.0,-132,0.64,-8.87,355.07,1.47,15.0,125.0,0,0,0.23,-0.59,-0.76,-0.113,0.474,0.046,1.000,0.100,0.100,0.100,1,79.3,98.5,792,799,316,114,0
1.64,climb_cruise,452.1,452.1,34990.0,-132,0.65,-8.89,355.06,1.47,15.0,125.0,0,0,0.26,-0.52,-0.76,-0.114,0.477,0.046,1.000,0.100,0.100,0.100,1,79.1,98.6,792,799,316,116,0
1.66,climb_cruise,452.1,452.1,34990.0,-133,0.65,-8.89,355.04,1.48,15.0,125.0,0,0,0.29,-0.45,-0.76,-0.115,0.480,0.046,1.000,0.100,0.100,0.100,1,78.9,98.6,792,799,316,116,0
1.68,climb_cruise,452.1,452.1,34989.9,-133,0.65,-8.90,355.02,1.48,15.0,125.0,0,0,0.31,-0.38,-0.76,-0.116,0.483,0.046,1.000,0.100,0.100,0.100,1,78.8,98.6,792,799,316,115,0
1.70,climb_cruise,452.1,452.1,34989.9,-133,0.66,-8.91,355.01,1.49,15.0,125.0,0,0,0.33,-0.31,-0.76,-0.117,0.486,0.047,1.000,0.100,0.100,0.100,1,78.6,98.7,792,799,316,114,0
1.72,climb_cruise,452.0,452.0,34989.8,-133,0.66,-8.92,354.99,1.50,15.0,125.0,0,0,0.35,-0.24,-0.76,-0.117,0.489,0.047,1.000,0.100,0.100,0.100,1,78.5,98.7,792,799,316,114,0
1.74,climb_cruise,452.0,452.0,34989.8,-133,0.67,-8.92,354.98,1.50,15.0,125.0,0,0,0.37,-0.17,-0.76,-0.118,0.492,0.047,1.000,0.100,0.100,0.100,1,78.3,98.8,792,799,316,115,0
1.76,climb_cruise,452.0,452.0,34989.7,-133,0.67,-8.92,354.96,1.51,15.0,125.0,0,0,0.38,-0.11,-0.76,-0.119,0.495,0.047,1.000,0.100,0.100,0.100,1,78.2,98.8,792,799,316,116,0
1.78,climb_cruise,452.0,452.0,34989.7,-134,0.68,-8.93,354.94,1.51,15.0,125.0,0,0,0.39,-0.04,-0.75,-0.120,0.498,0.047,1.000,0.100,0.100,0.100,1,78.0,98.8,792,800,316,115,0
1.80,climb_cruise,452.0,452.0,34989.6,-134,0.68,-8.93,354.93,1.52,15.0,125.0,0,0,0.39,0.02,-0.75,-0.121,0.501,0.047,1.000,0.100,0.100,0.100,1,77.9,98.9,792,800,316,116,0
1.82,climb_cruise,451.9,451.9,34989.6,-134,0.69,-8.92,354.91,1.53,15.0,125.0,0,0,0.40,0.08,-0.75,-0.121,0.504,0.047,1.000,0.100,0.100,0.100,1,77.7,98.9,792,800,316,115,0
1.84,climb_cruise,451.9,451.9,34989.6,-134,0.69,-8.92,354.90,1.53,15.0,125.0,0,0,0.40,0.14,-0.75,-0.122,0.506,0.047,1.000,0.100,0.100,0.100,1,77.5,98.9,792,800,316,116,0
1.86,climb_cruise,451.9,451.9,34989.5,-134,0.70,-8.92,354.88,1.54,15.0,125.0,0,0,0.40,0.20,-0.75,-0.123,0.509,0.047,1.000,0.100,0.100,0.100,1,77.4,99.0,792,800,316,115,0
1.88,climb_cruise,451.9,451.9,34989.5,-133,0.70,-8.91,354.86,1.54,15.0,125.0,0,0,0.39,0.26,-0.74,-0.123,0.512,0.048,1.000,0.100,0.100,0.100,1,77.2,99.0,792,800,316,115,0
1.90,climb_cruise,451.9,451.9,34989.4,-133,0.71,-8.91,354.85,1.55,15.0,125.0,0,0,0.39,0.32,-0.74,-0.124,0.514,0.048,1.000,0.100,0.100,0.100,1,77.1,99.0,792,800,316,115,0
1.92,climb_cruise,451.8,451.8,34989.4,-133,0.72,-8.90,354.83,1.56,15.0,125.0,0,0,0.39,0.38,-0.74,-0.125,0.517,0.048,1.000,0.100,0.100,0.100,1,76.9,99.1,792,800,316,115,0
1.94,climb_cruise,451.8,451.8,34989.3,-133,0.72,-8.89,354.82,1.56,15.0,125.0,0,0,0.39,0.43,-0.73,-0.125,0.519,0.048,1.000,0.100,0.100,0.100,1,76.8,99.1,792,800,316,115,0
1.96,climb_cruise,451.8,451.8,34989.3,-133,0.73,-8.89,354.80,1.57,15.0,125.0,0,0,0.38,0.49,-0.73,-0.126,0.522,0.048,1.000,0.100,0.100,0.100,1,76.6,99.2,792,800,316,114,0
1.98,climb_cruise,451.8,451.8,34989.2,-133,0.73,-8.88,354.79,1.57,15.0,125.0,0,0,0.38,0.54,-0.72,-0.126,0.524,0.048,1.000,0.100,0.100,0.100,1,76.5,99.2,792,800,316,115,0
2.00,climb_cruise,451.7,451.7,34989.2,-132,0.74,-8.86,354.77,1.58,15.0,125.0,0,0,0.38,0.59,-0.72,-0.127,0.527,0.048,1.000,0.100,0.100,0.100,1,76.3,99.2,792,800,316,115,0
2.02,climb_cruise,451.7,451.7,34989.2,-132,0.74,-8.85,354.76,1.58,15.0,125.0,0,0,0.38,0.65,-0.71,-0.128,0.529,0.049,1.000,0.100,0.100,0.100,1,76.2,99.3,792,800,316,116,0
2.04,climb_cruise,451.7,451.7,34989.1,-132,0.75,-8.84,354.74,1.59,15.0,125.0,0,0,0.38,0.70,-0.71,-0.128,0.531,0.049,1.000,0.100,0.100,0.100,1,76.0,99.3,792,800,316,116,0
2.06,climb_cruise,451.7,451.7,34989.1,-131,0.75,-8.82,354.72,1.59,15.0,125.0,0,0,0.38,0.75,-0.70,-0.129,0.533,0.049,1.000,0.100,0.100,0.100,1,75.9,99.3,792,800,316,115,0
2.08,climb_cruise,451.7,451.7,34989.0,-131,0.76,-8.81,354.71,1.60,15.0,125.0,0,0,0.38,0.80,-0.70,-0.129,0.536,0.049,1.000,0.100,0.100,0.100,1,75.7,99.3,792,800,316,114,0
2.10,climb_cruise,451.6,451.6,34989.0,-131,0.76,-8.79,354.69,1.60,15.0,125.0,0,0,0.39,0.85,-0.69,-0.130,0.538,0.049,1.000,0.100,0.100,0.100,1,75.5,99.4,792,800,316,115,0
2.12,climb_cruise,451.6,451.6,34988.9,-130,0.77,-8.78,354.68,1.60,15.0,125.0,0,0,0.39,0.89,-0.69,-0.130,0.540,0.049,1.000,0.100,0.100,0.100,1,75.4,99.4,792,800,316,116,0
2.14,climb_cruise,451.6,451.6,34988.9,-130,0.78,-8.76,354.67,1.61,15.0,125.0,0,0,0.40,0.94,-0.68,-0.131,0.542,0.049,1.000,0.100,0.100,0.100,1,75.2,99.4,792,800,316,115,0
2.16,climb_cruise,451.6,451.6,34988.8,-129,0.78,-8.74,354.65,1.61,15.0,125.0,0,0,0.40,0.99,-0.68,-0.132,0.544,0.050,1.000,0.100,0.100,0.100,1,75.1,99.5,792,800,316,116,0
2.18,climb_cruise,451.6,451.6,34988.8,-129,0.79,-8.72,354.64,1.62,15.0,125.0,0,0,0.41,1.03,-0.67,-0.132,0.546,0.050,1.000,0.100,0.100,0.100,1,74.9,99.5,792,800,316,115,0
2.20,climb_cruise,451.5,451.5,34988.8,-128,0.79,-8.70,354.62,1.62,15.0,125.0,0,0,0.41,1.08,-0.67,-0.133,0.548,0.050,1.000,0.100,0.100,0.100,1,74.8,99.5,792,801,316,116,0
2.22,climb_cruise,451.5,451.5,34988.7,-128,0.80,-8.68,354.61,1.63,15.0,125.0,0,0,0.42,1.12,-0.66,-0.133,0.550,0.050,1.000,0.100,0.100,0.100,1,74.6,99.6,792,801,316,115,0
2.24,climb_cruise,451.5,451.5,34988.7,-127,0.81,-8.65,354.59,1.63,15.0,125.0,0,0,0.42,1.16,-0.66,-0.134,0.552,0.050,1.000,0.100,0.100,0.100,1,74.5,99.6,792,801,316,116,0
