time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,pitchRate_deg_s,rollRate_deg_s,yawRate_deg_s,ctrlElevator,ctrlAileron,ctrlRudder,ctrlThrottle,effElevator,effAileron,effRudder,motionEnabled,eng1_n1,eng2_n1,eng1_egt,eng2_egt,hydPress_psi,elecVolts,onGround
1.32,climb_cruise,448.4,448.4,34994.9,-368,0.24,-6.19,356.37,1.06,15.0,125.0,0,0,0.31,-2.52,-1.07,-0.161,0.303,0.037,1.000,0.100,0.100,0.100,1,73.8,89.8,763,785,316,115,0
1.34,climb_cruise,448.4,448.4,34994.8,-371,0.24,-6.24,356.34,1.07,15.0,125.0,0,0,0.31,-2.46,-1.05,-0.163,0.306,0.037,1.000,0.100,0.100,0.100,1,73.7,89.9,763,786,316,115,0
1.36,climb_cruise,448.4,448.4,34994.7,-374,0.25,-6.28,356.32,1.08,15.0,125.0,0,0,0.32,-2.39,-1.04,-0.165,0.310,0.037,1.000,0.100,0.100,0.100,1,73.5,90.0,763,786,316,115,0
1.38,climb_cruise,448.4,448.4,34994.6,-377,0.25,-6.33,356.30,1.10,15.0,125.0,0,0,0.33,-2.33,-1.03,-0.167,0.313,0.037,1.000,0.100,0.100,0.100,1,73.4,90.1,763,786,316,115,0
1.40,climb_cruise,448.3,448.3,34994.4,-380,0.26,-6.38,356.28,1.11,15.0,125.0,0,0,0.34,-2.27,-1.02,-0.170,0.317,0.037,1.000,0.100,0.100,0.100,1,73.2,90.3,763,786,316,116,0
1.42,climb_cruise,448.3,448.3,34994.3,-383,0.26,-6.42,356.26,1.12,15.0,125.0,0,0,0.35,-2.21,-1.01,-0.172,0.321,0.037,1.000,0.100,0.100,0.100,1,73.1,90.4,763,786,316,115,0
1.44,climb_cruise,448.3,448.3,34994.2,-386,0.26,-6.47,356.24,1.13,15.0,125.0,0,0,0.36,-2.14,-1.00,-0.174,0.324,0.037,1.000,0.100,0.100,0.100,1,72.9,90.5,763,787,316,116,0
1.46,climb_cruise,448.3,448.3,34994.0,-389,0.27,-6.51,356.22,1.15,15.0,125.0,0,0,0.36,-2.08,-1.00,-0.176,0.328,0.038,1.000,0.100,0.100,0.100,1,72.8,90.6,763,787,316,115,0
1.48,climb_cruise,448.2,448.2,34993.9,-391,0.27,-6.55,356.20,1.16,15.0,125.0,0,0,0.37,-2.02,-0.99,-0.178,0.331,0.038,1.000,0.100,0.100,0.100,1,72.6,90.7,763,787,316,114,0
1.50,climb_cruise,448.2,448.2,34993.8,-394,0.28,-6.59,356.18,1.17,15.0,125.0,0,0,0.38,-1.97,-0.99,-0.181,0.334,0.038,1.000,0.100,0.100,0.100,1,72.5,90.9,763,787,316,114,0
1.52,climb_cruise,448.2,448.2,34993.7,-397,0.29,-6.63,356.16,1.18,15.0,125.0,0,0,0.39,-1.91,-0.99,-0.183,0.338,0.038,1.000,0.100,0.100,0.100,1,72.3,91.0,763,787,316,114,0
1.54,climb_cruise,448.2,448.2,34993.5,-399,0.29,-6.67,356.14,1.19,15.0,125.0,0,0,0.40,-1.85,-0.99,-0.185,0.341,0.038,1.000,0.100,0.100,0.100,1,72.2,91.1,763,788,316,115,0
1.56,climb_cruise,448.2,448.2,34993.4,-401,0.30,-6.70,356.12,1.21,15.0,125.0,0,0,0.41,-1.79,-0.99,-0.187,0.345,0.038,1.000,0.100,0.100,0.100,1,72.1,91.2,763,788,316,116,0
1.58,climb_cruise,448.1,448.1,34993.2,-404,0.30,-6.74,356.09,1.22,15.0,125.0,0,0,0.42,-1.74,-0.99,-0.189,0.348,0.039,1.000,0.100,0.100,0.100,1,71.9,91.3,763,788,316,115,0
1.60,climb_cruise,448.1,448.1,34993.1,-406,0.31,-6.77,356.07,1.23,15.0,125.0,0,0,0.43,-1.68,-0.99,-0.192,0.351,0.039,1.000,0.100,0.100,0.100,1,71.8,91.4,763,788,316,115,0
1.62,climb_cruise,448.1,448.1,34993.0,-408,0.31,-6.81,356.05,1.24,15.0,125.0,0,0,0.43,-1.63,-0.99,-0.194,0.355,0.039,1.000,0.100,0.100,0.100,1,71.6,91.5,763,788,316,114,0
1.64,climb_cruise,448.1,448.1,34992.8,-410,0.32,-6.84,356.03,1.26,15.0,125.0,0,0,0.44,-1.57,-1.00,-0.196,0.358,0.039,1.000,0.100,0.100,0.100,1,71.5,91.6,763,789,316,115,0
1.66,climb_cruise,448.1,448.1,34992.7,-413,0.33,-6.87,356.01,1.27,15.0,125.0,0,0,0.45,-1.52,-1.00,-0.198,0.361,0.039,1.000,0.100,0.100,0.100,1,71.3,91.7,763,789,316,114,0
1.68,climb_cruise,448.0,448.0,34992.6,-415,0.33,-6.90,355.99,1.28,15.0,125.0,0,0,0.46,-1.47,-1.00,-0.200,0.364,0.039,1.000,0.100,0.100,0.100,1,71.2,91.9,763,789,316,115,0
1.70,climb_cruise,448.0,448.0,34992.4,-417,0.34,-6.93,355.97,1.30,15.0,125.0,0,0,0.47,-1.42,-1.00,-0.202,0.367,0.039,1.000,0.100,0.100,0.100,1,71.1,92.0,763,789,316,116,0
1.72,climb_cruise,448.0,448.0,34992.3,-418,0.35,-6.96,355.95,1.31,15.0,125.0,0,0,0.48,-1.37,-1.00,-0.204,0.371,0.040,1.000,0.100,0.100,0.100,1,70.9,92.1,763,789,316,115,0
1.74,climb_cruise,448.0,448.0,34992.1,-420,0.36,-6.98,355.93,1.32,15.0,125.0,0,0,0.48,-1.32,-1.00,-0.207,0.374,0.040,1.000,0.100,0.100,0.100,1,70.8,92.2,763,789,316,114,0
1.76,climb_cruise,448.0,448.0,34992.0,-422,0.36,-7.01,355.91,1.33,15.0,125.0,0,0,0.49,-1.27,-1.00,-0.209,0.377,0.040,1.000,0.100,0.100,0.100,1,70.6,92.3,763,790,316,115,0
1.78,climb_cruise,447.9,447.9,34991.9,-424,0.37,-7.03,355.89,1.35,15.0,125.0,0,0,0.50,-1.22,-1.00,-0.211,0.380,0.040,1.000,0.100,0.100,0.100,1,70.5,92.4,763,790,316,115,0
1.80,climb_cruise,447.9,447.9,34991.7,-425,0.38,-7.06,355.86,1.36,15.0,125.0,0,0,0.51,-1.17,-1.00,-0.213,0.383,0.040,1.000,0.100,0.100,0.100,1,70.4,92.5,763,790,316,115,0
1.82,climb_cruise,447.9,447.9,34991.6,-427,0.39,-7.08,355.84,1.37,15.0,125.0,0,0,0.52,-1.12,-1.00,-0.215,0.386,0.040,1.000,0.100,0.100,0.100,1,70.2,92.6,763,790,316,115,0
1.84,climb_cruise,447.9,447.9,34991.4,-428,0.39,-7.10,355.82,1.38,15.0,125.0,0,0,0.52,-1.08,-1.00,-0.217,0.389,0.041,1.000,0.100,0.100,0.100,1,70.1,92.7,763,790,316,115,0
1.86,climb_cruise,447.9,447.9,34991.3,-430,0.40,-7.12,355.80,1.40,15.0,125.0,0,0,0.53,-1.03,-1.00,-0.219,0.392,0.041,1.000,0.100,0.100,0.100,1,69.9,92.8,763,790,316,115,0
1.88,climb_cruise,447.8,447.8,34991.1,-431,0.41,-7.14,355.78,1.41,15.0,125.0,0,0,0.54,-0.98,-1.00,-0.221,0.395,0.041,1.000,0.100,0.100,0.100,1,69.8,92.9,763,791,316,116,0
1.90,climb_cruise,447.8,447.8,34991.0,-432,0.42,-7.16,355.76,1.42,15.0,125.0,0,0,0.55,-0.94,-0.99,-0.223,0.398,0.041,1.000,0.100,0.100,0.100,1,69.7,93.0,763,791,316,116,0
1.92,climb_cruise,447.8,447.8,34990.9,-434,0.43,-7.18,355.74,1.43,15.0,125.0,0,0,0.55,-0.89,-0.99,-0.225,0.401,0.041,1.000,0.100,0.100,0.100,1,69.5,93.1,763,791,316,115,0
1.94,climb_cruise,447.8,447.8,34990.7,-435,0.43,-7.20,355.72,1.45,15.0,125.0,0,0,0.56,-0.85,-0.99,-0.227,0.404,0.042,1.000,0.100,0.100,0.100,1,69.4,93.2,763,791,316,115,0
1.96,climb_cruise,447.8,447.8,34990.6,-436,0.44,-7.22,355.70,1.46,15.0,125.0,0,0,0.57,-0.80,-0.99,-0.229,0.407,0.042,1.000,0.100,0.100,0.100,1,69.2,93.3,763,791,316,115,0
1.98,climb_cruise,447.7,447.7,34990.4,-437,0.45,-7.23,355.67,1.47,15.0,125.0,0,0,0.57,-0.76,-0.98,-0.231,0.410,0.042,1.000,0.100,0.100,0.100,1,69.1,93.4,763,791,316,114,0
2.00,climb_cruise,447.7,447.7,34990.3,-438,0.46,-7.25,355.65,1.49,15.0,125.0,0,0,0.58,-0.72,-0.98,-0.233,0.412,0.042,1.000,0.100,0.100,0.100,1,69.0,93.5,763,792,316,115,0
2.02,climb_cruise,447.7,447.7,34990.1,-439,0.47,-7.26,355.63,1.50,15.0,125.0,0,0,0.59,-0.67,-0.97,-0.235,0.415,0.042,1.000,0.100,0.100,0.100,1,68.8,93.6,763,792,316,115,0
2.04,climb_cruise,447.7,447.7,34990.0,-440,0.48,-7.27,355.61,1.51,15.0,125.0,0,0,0.59,-0.63,-0.97,-0.237,0.418,0.042,1.000,0.100,0.100,0.100,1,68.7,93.7,763,792,316,115,0
2.06,climb_cruise,447.6,447.6,34989.8,-440,0.49,-7.29,355.59,1.52,15.0,125.0,0,0,0.60,-0.59,-0.97,-0.239,0.421,0.043,1.000,0.100,0.100,0.100,1,68.5,93.7,763,792,316,114,0
2.08,climb_cruise,447.6,447.6,34989.7,-441,0.50,-7.30,355.57,1.54,15.0,125.0,0,0,0.61,-0.55,-0.96,-0.241,0.423,0.043,1.000,0.100,0.100,0.100,1,68.4,93.8,763,792,316,115,0
2.10,climb_cruise,447.6,447.6,34989.5,-442,0.51,-7.31,355.55,1.55,15.0,125.0,0,0,0.61,-0.50,-0.96,-0.243,0.426,0.043,1.000,0.100,0.100,0.100,1,68.3,93.9,763,792,316,116,0
2.12,climb_cruise,447.6,447.6,34989.4,-442,0.52,-7.32,355.53,1.56,15.0,125.0,0,0,0.62,-0.46,-0.95,-0.245,0.429,0.043,1.000,0.100,0.100,0.100,1,68.1,94.0,763,792,316,115,0
2.14,climb_cruise,447.6,447.6,34989.2,-443,0.53,-7.33,355.51,1.57,15.0,125.0,0,0,0.63,-0.42,-0.95,-0.247,0.431,0.043,1.000,0.100,0.100,0.100,1,68.0,94.1,763,793,316,115,0
2.16,climb_cruise,447.5,447.5,34989.1,-443,0.54,-7.34,355.49,1.59,15.0,125.0,0,0,0.63,-0.38,-0.94,-0.249,0.434,0.044,1.000,0.100,0.100,0.100,1,67.9,94.2,763,793,316,115,0
2.18,climb_cruise,447.5,447.5,34988.9,-443,0.55,-7.34,355.47,1.60,15.0,125.0,0,0,0.64,-0.34,-0.94,-0.251,0.437,0.044,1.000,0.100,0.100,0.100,1,67.7,94.3,763,793,316,115,0
2.20,climb_cruise,447.5,447.5,34988.8,-444,0.56,-7.35,355.45,1.61,15.0,125.0,0,0,0.64,-0.30,-0.93,-0.253,0.439,0.044,1.000,0.100,0.100,0.100,1,67.6,94.4,763,793,316,116,0
2.22,climb_cruise,447.5,447.5,34988.6,-444,0.57,-7.35,355.43,1.62,15.0,125.0,0,0,0.65,-0.26,-0.93,-0.255,0.442,0.044,1.000,0.100,0.100,0.100,1,67.5,94.4,763,793,316,116,0
2.24,climb_cruise,447.5,447.5,34988.5,-444,0.58,-7.36,355.41,1.64,15.0,125.0,0,0,0.66,-0.22,-0.92,-0.256,0.444,0.044,1.000,0.100,0.100,0.100,1,67.3,94.5,763,793,316,116,0
