Arpt_ICAO	Procedure Type	Procedure Ident
KLUA	SIAP	R04
KLUA	SIAP	R22
KLUD	SIAP	R17
KLUD	SIAP	R35
KLUD	SID	BOTCH2
KLUD	SID	GARL6
KLUD	SID	JPOOL8
KLUD	SID	KING5
KLUD	SID	KUSSO3
KLUD	SID	NANDR4
KLUD	STAR	DODJE6
KLUD	STAR	LIKES4
KLUD	STAR	MOTZA1
KLUD	STAR	REEKO3
KLUD	STAR	SASIE8
KLUD	STAR	TRUUK3
KLUD	STAR	WESAT3
KLUF	STAR	LENNI4
KLUG	SIAP	R02
KLUG	SIAP	R20
KLUK	SIAP	I21
KLUK	SIAP	L21
KLUK	SIAP	R03
KLUK	SIAP	R21
KLUK	SIAP	R25
KLUK	SID	UCEEE2
KLUK	SID	XAVRR2
KLUK	STAR	CEGRM8
KLUK	STAR	GAVNN8
KLUK	STAR	HEDEE1
KLUK	STAR	JAKIE7
KLUK	STAR	SARGO5
KLUL	SIAP	R13
KLUL	SIAP	R31
KLUM	SIAP	D27
KLUM	SIAP	R09
KLUM	SIAP	R27
KLUV	SIAP	R16
KLUV	SIAP	R34
KLUX	SIAP	R08
KLUX	SIAP	R26
KLVJ	SIAP	R32
KLVJ	SID	BLTWY7
KLVJ	SID	BORRN6
KLVJ	SID	HOODO7
KLVJ	SID	INDIE8
KLVJ	SID	KARRR7
KLVJ	SID	LURIC8
KLVJ	SID	MMALT7
KLVJ	SID	STRYA8
KLVJ	SID	STYCK8
KLVJ	SID	WATFO6
KLVJ	SID	WYLSN8
KLVJ	STAR	CESAN4
KLVJ	STAR	HUDZY5
KLVJ	STAR	OHIIO4
KLVJ	STAR	SNDAY1
KLVJ	STAR	TKNIQ3
KLVJ	STAR	TSHRT2
KLVJ	STAR	WAPPL7
KLVK	SIAP	I25R
KLVK	SIAP	L25R
KLVK	SIAP	R25R
KLVK	SID	LVK3
KLVL	SIAP	RNV-A
KLVL	SIAP	RNV-B
KLVM	SIAP	R22
KLVM	SIAP	VDM-B
KLVN	SIAP	I30
KLVN	SIAP	L30
KLVN	SIAP	R12
KLVN	SIAP	R30
KLVN	SIAP	S12
KLVN	STAR	AGUDE6
KLVN	STAR	ENCEE3
KLVN	STAR	GEP1
KLVN	STAR	TWOLF4
KLVS	SIAP	R02
KLVS	SIAP	R20
KLVS	SIAP	R32
KLWA	SIAP	R05
KLWA	SIAP	R23
KLWB	SIAP	I04
KLWB	SIAP	L04
KLWB	SIAP	R04
KLWB	SIAP	R22
KLWC	SIAP	R15
KLWC	SIAP	R33
KLWC	SIAP	VDM-A
KLWD	SIAP	R18
KLWD	SIAP	R36
KLWM	SIAP	I05
KLWM	SIAP	L05
KLWM	SIAP	R05
KLWM	SIAP	R14
KLWM	SIAP	R23
KLWM	SIAP	R32
KLWM	STAR	DREEM3
KLWM	STAR	ZELKA2
KLWS	SIAP	H08-Z
KLWS	SIAP	H12-Z
KLWS	SIAP	H26-Z
KLWS	SIAP	H30
KLWS	SIAP	I26
KLWS	SIAP	R08-Y
KLWS	SIAP	R12-Y
KLWS	SIAP	R26-Y
KLWS	SID	POTOR2
KLWT	SIAP	R08
KLWT	SIAP	R26
KLWT	SIAP	S08
KLWV	SIAP	R09
KLWV	SIAP	R18
KLWV	SIAP	R27
KLWV	SIAP	R36
KLXL	SIAP	R31
KLXN	SIAP	R14
KLXN	SIAP	R32
KLXT	SIAP	R11
KLXT	SIAP	R18
KLXT	SIAP	R29
KLXT	SIAP	R36
KLXT	SIAP	VOR-A
KLXT	SID	CHIEF9
KLXT	SID	LAKES5
KLXT	SID	RACER8
KLXT	SID	ROYAL2
KLXT	SID	TIFTO8
KLXT	SID	WLDCT6
KLXT	STAR	BQS8
KLXT	STAR	JHAWK8
KLXT	STAR	TYGER7
KLXV	SIAP	R16
KLXV	SID	DAVVY2
KLXV	SID	LOZUL4
KLXY	SIAP	R36
KLYH	SIAP	I04
KLYH	SIAP	L04
KLYH	SIAP	R04
KLYH	SIAP	R17
KLYH	SIAP	R22
KLYH	SIAP	R35
KLYH	SID	HURTT5
KLYH	SID	LIBRT3
KLYO	SIAP	R17
KLYO	SIAP	R35
KLYO	SIAP	VOR-A
KLYV	SIAP	R18
KLYV	SIAP	R36
KLZU	SIAP	R07
KLZU	SIAP	R25
KLZU	STAR	BOKRT3
KLZU	STAR	BUKHD3
KLZU	STAR	DEHAN3
KLZU	STAR	SWTEE2
KLZU	STAR	WRGNZ3
KLZZ	SIAP	R34
KLZZ	SIAP	VOR-A
KMAC	SIAP	L10
KMAC	SIAP	R10
KMAC	SIAP	R28
KMAE	SIAP	R12
KMAE	SIAP	R30
KMAF	SIAP	I10
KMAF	SIAP	L10
KMAF	SIAP	R04
KMAF	SIAP	R10
KMAF	SIAP	R16R
KMAF	SIAP	R22
KMAF	SIAP	R28
KMAF	SIAP	R34L
KMAF	SIAP	S16R
KMAF	SIAP	S34L
KMAI	SIAP	R18
KMAI	SIAP	VOR-A
KMAL	SIAP	R05
KMAL	SIAP	R23
KMAN	SIAP	R11
KMAN	SIAP	RNV-B
KMAN	SID	ADEXE1
KMAN	SID	CADKI1
KMAO	SIAP	R04
KMAO	SIAP	R22
KMAW	SIAP	R14
KMAW	SIAP	R18
KMAW	SIAP	R32
KMAW	SIAP	R36
KMBG	SIAP	R12
KMBG	SIAP	R30
KMBL	SIAP	I28
KMBL	SIAP	L28
KMBL	SIAP	R10
KMBL	SIAP	R28
KMBO	SIAP	R17
KMBO	SIAP	R35
KMBO	SIAP	S17
KMBS	SIAP	I23
KMBS	SIAP	L23
KMBS	SIAP	R05
KMBS	SIAP	R14
KMBS	SIAP	R23
KMBS	SIAP	R32
KMBS	SIAP	S14
KMBT	SIAP	R18
KMBT	SIAP	R36
KMBY	SIAP	R13
KMBY	SIAP	R31
KMCB	SIAP	R16
KMCB	SIAP	R34
KMCB	SIAP	VDM-A
KMCC	SIAP	I16
KMCC	SIAP	L16
KMCD	SIAP	R08
KMCD	SIAP	R26
KMCE	SIAP	B12
KMCE	SIAP	I30
KMCE	SIAP	L30
KMCE	SIAP	R12
KMCE	SIAP	R30
KMCF	STAR	BLFRG3
KMCF	STAR	DADES2
KMCF	STAR	MAATY5
KMCF	STAR	RAYZZ3
KMCI	SIAP	H01LZ
KMCI	SIAP	H01RZ
KMCI	SIAP	H09-Z
KMCI	SIAP	H19LZ
KMCI	SIAP	H19RZ
KMCI	SIAP	H27-Z
KMCI	SIAP	I01L
KMCI	SIAP	I01R
KMCI	SIAP	I09
KMCI	SIAP	I19L
KMCI	SIAP	I19R
KMCI	SIAP	I27
KMCI	SIAP	L01L
KMCI	SIAP	L01R
KMCI	SIAP	L09
KMCI	SIAP	L19L
KMCI	SIAP	L19R
KMCI	SIAP	L27
KMCI	SIAP	R01LY
KMCI	SIAP	R01RY
KMCI	SIAP	R09-Y
KMCI	SIAP	R19LY
KMCI	SIAP	R19RY
KMCI	SIAP	R27-Y
KMCI	SID	CHIEF9
KMCI	SID	LAKES5
KMCI	SID	RACER8
KMCI	SID	ROYAL2
KMCI	SID	TIFTO8
KMCI	SID	WLDCT6
KMCI	STAR	BQS8
KMCI	STAR	JHAWK8
KMCI	STAR	JSONN4
KMCI	STAR	MHOMS3
KMCI	STAR	RUDDH3
KMCI	STAR	TYGER7
KMCI	STAR	WUTNG3
KMCK	SIAP	I12
KMCK	SIAP	L12
KMCK	SIAP	R12
KMCK	SIAP	R22
KMCK	SIAP	R30
KMCN	SIAP	I05
KMCN	SIAP	L05
KMCN	SIAP	R05
KMCN	SIAP	R14
KMCN	SIAP	R23
KMCN	SIAP	R32
KMCO	SIAP	H17LZ
KMCO	SIAP	H18RZ
KMCO	SIAP	H35RZ
KMCO	SIAP	H36LZ
KMCO	SIAP	I17L
KMCO	SIAP	I17R
KMCO	SIAP	I18R
KMCO	SIAP	I35L
KMCO	SIAP	I35R
KMCO	SIAP	I36L
KMCO	SIAP	I36R
KMCO	SIAP	L17L
KMCO	SIAP	L17R
KMCO	SIAP	L18R
KMCO	SIAP	L35L
KMCO	SIAP	L35R
KMCO	SIAP	L36L
KMCO	SIAP	L36R
KMCO	SIAP	R17LY
KMCO	SIAP	R17R
KMCO	SIAP	R18L
KMCO	SIAP	R18RY
KMCO	SIAP	R35L
KMCO	SIAP	R35RY
KMCO	SIAP	R36LY
KMCO	SIAP	R36R
KMCO	SID	DDANY3
KMCO	SID	FATHE4
KMCO	SID	FSHUN4
KMCO	SID	JEEMY4
KMCO	SID	MZULO3
KMCO	SID	OSPRY1
KMCO	SID	RDSOX1
KMCO	STAR	ALYNA4
KMCO	STAR	BITHO7
KMCO	STAR	GRNCH5
KMCO	STAR	GTOUT1
KMCO	STAR	JAFAR3
KMCO	STAR	JOKRS4
KMCO	STAR	LEESE3
KMCO	STAR	MINEE6
KMCO	STAR	MUNGI1
KMCO	STAR	PRICY5
KMCO	STAR	SHREK2
KMCO	STAR	SLOAO1
KMCO	STAR	SNFLD3
KMCW	SIAP	I36
KMCW	SIAP	L36
KMCW	SIAP	R12
KMCW	SIAP	R18
KMCW	SIAP	R30
KMCW	SIAP	R36
KMCW	SIAP	S36
KMCX	SIAP	R18
KMCX	SIAP	R36
KMCZ	SIAP	R03
KMCZ	SIAP	R21
KMDD	SIAP	R25
KMDD	SIAP	R34
KMDD	SIAP	S25
KMDD	SIAP	VOR-A
KMDF	SIAP	R17
KMDH	SIAP	I18L
KMDH	SIAP	L18L
KMDH	SIAP	R18L
KMDH	SIAP	R36R
KMDQ	SIAP	I18
KMDQ	SIAP	L18
KMDQ	SIAP	R18
KMDQ	SIAP	R36
KMDS	SIAP	R15
KMDS	SIAP	R33
KMDT	SIAP	I13
KMDT	SIAP	I31
KMDT	SIAP	L13
KMDT	SIAP	L31
KMDT	SIAP	R13
KMDT	SIAP	R31
KMDT	SIAP	S31
KMDW	SIAP	H04RY
KMDW	SIAP	H13LY
KMDW	SIAP	H22LX
KMDW	SIAP	H22LY
KMDW	SIAP	H31RY
KMDW	SIAP	I04R
KMDW	SIAP	I13L
KMDW	SIAP	I31R
KMDW	SIAP	L04R
KMDW	SIAP	L13L
KMDW	SIAP	L31R
KMDW	SIAP	R04RZ
KMDW	SIAP	R13LZ
KMDW	SIAP	R22LZ
KMDW	SIAP	R22R
KMDW	SIAP	R31RZ
KMDW	STAR	ENDEE8
KMDW	STAR	FISSK7
KMDW	STAR	PANGG7
KMDZ	SIAP	R09
KMDZ	SIAP	R16
KMDZ	SIAP	R27
KMDZ	SIAP	R34
KMEB	SIAP	R05
KMEB	SIAP	R23
KMEI	SIAP	I01
KMEI	SIAP	I19
KMEI	SIAP	L01
KMEI	SIAP	L19
KMEI	SIAP	R01
KMEI	SIAP	R04
KMEI	SIAP	R19
KMEI	SIAP	R22
KMEI	SIAP	VOR-A
KMEJ	SIAP	R17
KMEJ	SIAP	R35
KMEM	SIAP	H18CY
KMEM	SIAP	H18LX
KMEM	SIAP	H18LY
KMEM	SIAP	H18RX
KMEM	SIAP	H18RY
KMEM	SIAP	I09
KMEM	SIAP	I18C
KMEM	SIAP	I18L
KMEM	SIAP	I18R
KMEM	SIAP	I27
KMEM	SIAP	I36C
KMEM	SIAP	I36L
KMEM	SIAP	I36R
KMEM	SIAP	L09
KMEM	SIAP	L18C
KMEM	SIAP	L18L
KMEM	SIAP	L18R
KMEM	SIAP	L27
KMEM	SIAP	L36C
KMEM	SIAP	L36L
KMEM	SIAP	L36R
KMEM	SIAP	R09
KMEM	SIAP	R18CZ
KMEM	SIAP	R18LZ
KMEM	SIAP	R18RZ
KMEM	SIAP	R27
KMEM	SIAP	R36C
KMEM	SIAP	R36L
KMEM	SIAP	R36R
KMEM	SID	AUTMN6
KMEM	SID	AZONE7
KMEM	SID	BBKNG7
KMEM	SID	BINKY6
KMEM	SID	CHLDR5
KMEM	SID	CRSON7
KMEM	SID	DUCKZ5
KMEM	SID	ELVIS4
KMEM	SID	GENEH7
KMEM	SID	GMBUD7
KMEM	SID	GOETZ7
KMEM	SID	GRRIZ5
KMEM	SID	HOTRD5
KMEM	SID	JTEEE5
KMEM	SID	NIKEI5
KMEM	SID	OLEMS6
KMEM	SID	PIEPE6
KMEM	SID	SELPH7
KMEM	SID	ZUMIT5
KMEM	STAR	BLUZZ5
KMEM	STAR	BRBBQ3
KMEM	STAR	CONDR4
KMEM	STAR	DAWGG2
KMEM	STAR	HOBRK4
KMEM	STAR	HYTHR3
KMEM	STAR	MONAA4
KMEM	STAR	VANZE3
KMEM	STAR	WLDER1
KMER	SIAP	I31
KMER	SIAP	L31
KMER	SIAP	R13
KMER	SIAP	R31
KMEV	SIAP	R16
KMEV	SIAP	R34
KMEV	SID	MINDN3
KMEY	SIAP	R02
KMEY	SIAP	R20
KMEZ	SIAP	I27
KMEZ	SIAP	L27
KMEZ	SIAP	R17
KMFD	SIAP	I32
KMFD	SIAP	L32
KMFD	SIAP	N32
KMFD	SIAP	R05
KMFD	SIAP	R14
KMFD	SIAP	R23
KMFD	SIAP	R32
KMFE	SIAP	I14
KMFE	SIAP	I32
KMFE	SIAP	L14
KMFE	SIAP	L32
KMFE	SIAP	R14
KMFE	SIAP	R32
KMFI	SIAP	R05
KMFI	SIAP	R16
KMFI	SIAP	R23
KMFI	SIAP	R34
KMFR	SIAP	D14
KMFR	SIAP	H14-Z
KMFR	SIAP	H32-Z
KMFR	SIAP	I14
KMFR	SIAP	L14
KMFR	SIAP	LBC-B
KMFR	SIAP	R14-Y
KMFR	SIAP	R32-Y
KMFR	SIAP	RNV-D
KMFR	SIAP	VDM-C
KMFR	SID	EAGLE6
KMFR	SID	JKSN1
KMFR	SID	MFR1
KMFR	SID	SMKKY1
KMFV	SIAP	L03
KMFV	SIAP	R03
KMFV	SIAP	R21
KMGC	SIAP	R20
KMGE	STAR	BOKRT3
KMGE	STAR	BUKHD3
KMGE	STAR	DEHAN3
KMGE	STAR	SWTEE2
KMGE	STAR	WRGNZ3
KMGG	SIAP	RNV-A
KMGG	STAR	AGUDE6
KMGJ	SIAP	I04
KMGJ	SIAP	L04
KMGJ	SIAP	R04
KMGJ	SIAP	R08
KMGJ	SIAP	R22
KMGJ	SIAP	R26
KMGM	SIAP	I10-Z
KMGM	SIAP	I28-Y
KMGM	SIAP	I28-Z
KMGM	SIAP	L10-Z
KMGM	SIAP	L28
KMGM	SIAP	N10
KMGM	SIAP	R03
KMGM	SIAP	R10
KMGM	SIAP	R28
KMGM	SIAP	VOR-A
KMGN	SIAP	R10
KMGN	SIAP	R28
KMGR	SIAP	R04
KMGR	SIAP	R22
KMGW	SIAP	I18
KMGW	SIAP	L18
KMGW	SIAP	R18-Y
KMGW	SIAP	R18-Z
KMGW	SIAP	R36
KMGY	SIAP	L20
KMGY	SIAP	R02
KMGY	SIAP	R20
KMGY	STAR	DANEI3
KMHE	SIAP	I31
KMHE	SIAP	L31
KMHE	SIAP	R13
KMHE	SIAP	R18
KMHE	SIAP	R31
KMHE	SIAP	R36
KMHK	SIAP	I03
KMHK	SIAP	L03
KMHK	SIAP	R03
KMHK	SIAP	R21
KMHK	SID	WILSY3
KMHL	SIAP	R18
KMHL	SIAP	R36
KMHP	SIAP	R10
KMHP	SIAP	R28
KMHR	SIAP	I22LZ
KMHR	SIAP	L22LZ
KMHR	SIAP	R04R
KMHR	SIAP	R22L
KMHR	SIAP	R22R
KMHR	STAR	AMRVR2
KMHT	SIAP	H17-Z
KMHT	SIAP	H35-Z
KMHT	SIAP	I06
KMHT	SIAP	I17
KMHT	SIAP	I35
KMHT	SIAP	L06
KMHT	SIAP	L17
KMHT	SIAP	L35
KMHT	SIAP	R06
KMHT	SIAP	R17-Y
KMHT	SIAP	R24
KMHT	SIAP	R35-Y
KMHT	SID	PPORT4
KMHT	STAR	ROZZE2
KMHV	SIAP	R04
KMHV	SIAP	R22
KMHV	SIAP	R30
KMHV	SID	GLAZY1
KMHV	SID	JERID5
KMIA	SIAP	H08LY
KMIA	SIAP	H08RY
KMIA	SIAP	H12-Y
KMIA	SIAP	H26LZ
KMIA	SIAP	H27-Z
KMIA	SIAP	H30-Y
KMIA	SIAP	I08R
KMIA	SIAP	I09
KMIA	SIAP	I12
KMIA	SIAP	I26L
KMIA	SIAP	I27
KMIA	SIAP	I30
KMIA	SIAP	L08L
KMIA	SIAP	L08R
KMIA	SIAP	L09
KMIA	SIAP	L12
KMIA	SIAP	L26L
KMIA	SIAP	L26R
KMIA	SIAP	L27
KMIA	SIAP	L30
KMIA	SIAP	R08LZ
KMIA	SIAP	R08RZ
KMIA	SIAP	R09
KMIA	SIAP	R12-Z
KMIA	SIAP	R26LY
KMIA	SIAP	R26R
KMIA	SIAP	R27-Y
KMIA	SIAP	R30-Z
KMIA	SID	ALTNN2
KMIA	SID	BNGOS4
KMIA	SID	DORRL2
KMIA	SID	FLMGO2
KMIA	SID	FOLZZ3
KMIA	SID	GLADZ4
KMIA	SID	GWAVA2
KMIA	SID	HURCN4
KMIA	SID	KLADA2
KMIA	SID	LIFRR2
KMIA	SID	MAYNR3
KMIA	SID	NNOCE2
KMIA	STAR	BNFSH3
KMIA	STAR	CSTAL3
KMIA	STAR	DVALL4
KMIA	STAR	FOWEE2
KMIA	STAR	FROGZ5
KMIA	STAR	PALMZ2
KMIA	STAR	SNDBR3
KMIA	STAR	TARPN3
KMIA	STAR	VIICE2
KMIC	SIAP	R14
KMIC	SIAP	R32
KMIC	STAR	AGUDE6
KMIC	STAR	ENCEE3
KMIC	STAR	GEP1
KMIC	STAR	TWOLF4
KMIE	SIAP	I32
KMIE	SIAP	L32
KMIE	SIAP	R03
KMIE	SIAP	R14
KMIE	SIAP	R21
KMIE	SIAP	R32
KMIO	SIAP	R17
KMIT	SIAP	R12
KMIT	SIAP	VOR-A
KMIV	SIAP	I10
KMIV	SIAP	L10
KMIV	SIAP	R10
KMIV	SIAP	R14
KMIV	SIAP	R28
KMIV	SIAP	R32
KMIV	SIAP	VOR-A
KMIV	SID	LEEAH6
KMIW	SIAP	R13
KMIW	SIAP	R31
KMJD	SIAP	R18-Y
KMJD	SIAP	R18-Z
KMJD	SIAP	R36
KMJD	SIAP	VOR-A
KMJQ	SIAP	R14
KMJQ	SIAP	R32
KMJX	SIAP	I06
KMJX	SIAP	L06
KMJX	SIAP	R06
KMJX	SIAP	R24
KMJX	STAR	WAALK2
KMKA	SIAP	R15
KMKA	SIAP	R33
KMKC	SIAP	I04
KMKC	SIAP	I19
KMKC	SIAP	L04
KMKC	SIAP	L19
KMKC	SIAP	R01
KMKC	SIAP	R04
KMKC	SIAP	R19-Y
KMKC	SIAP	R19-Z
KMKC	SIAP	R22
KMKC	SID	CHIEF9
KMKC	SID	LAKES5
KMKC	SID	RACER8
KMKC	SID	ROYAL2
KMKC	SID	TIFTO8
KMKC	SID	WLDCT6
KMKC	STAR	BQS8
KMKC	STAR	JHAWK8
KMKC	STAR	TYGER7
KMKE	SIAP	H07RY
KMKE	SIAP	H25LY
KMKE	SIAP	I01L
KMKE	SIAP	I07R
KMKE	SIAP	I19R
KMKE	SIAP	L01L
KMKE	SIAP	L07R
KMKE	SIAP	L19R
KMKE	SIAP	L25L
KMKE	SIAP	R01L
KMKE	SIAP	R01R
KMKE	SIAP	R07L
KMKE	SIAP	R07RZ
KMKE	SIAP	R13
KMKE	SIAP	R19L
KMKE	SIAP	R19R
KMKE	SIAP	R25LZ
KMKE	SIAP	R25R
KMKE	SIAP	R31
KMKE	SID	ACCRA5
KMKE	SID	UECKR6
KMKE	STAR	GOPAC3
KMKG	SIAP	I24
KMKG	SIAP	I32
KMKG	SIAP	L24
KMKG	SIAP	L32
KMKG	SIAP	R06
KMKG	SIAP	R14
KMKG	SIAP	R24
KMKG	SIAP	R32
KMKJ	SIAP	L26
KMKJ	SIAP	R26
KMKL	SIAP	I02
KMKL	SIAP	L02
KMKL	SIAP	R02
KMKL	SIAP	R20
KMKN	SIAP	R17
KMKN	SIAP	R35
KMKO	SIAP	R04
KMKO	SIAP	R13
KMKO	SIAP	R22
KMKO	SIAP	R31
KMKS	SIAP	R05
KMKS	SIAP	R23
KMKS	SIAP	VDM-A
KMKT	SIAP	I33-Y
KMKT	SIAP	I33-Z
KMKT	SIAP	L33-Y
KMKT	SIAP	L33-Z
KMKT	SIAP	R04
KMKT	SIAP	R15
KMKT	SIAP	R22
KMKT	SIAP	R33
KMKV	SIAP	R04
KMKV	SIAP	VOR-A
KMKY	SIAP	R17
KMKY	SIAP	R35
KMKY	SID	CSHEL8
KMKY	STAR	PIKKR7
KMKY	STAR	SHFTY6
KMKY	STAR	ZEILR6
KMLB	SIAP	B27L
KMLB	SIAP	I09R
KMLB	SIAP	L09R
KMLB	SIAP	R09L
KMLB	SIAP	R09R
KMLB	SIAP	R27L
KMLB	SIAP	R27R
KMLB	SID	MLB8
KMLB	STAR	BITHO7
KMLB	STAR	JOKRS4
KMLB	STAR	PRICY5
KMLC	SIAP	R02
KMLC	SIAP	R20
KMLE	SIAP	R12
KMLE	SIAP	R30
KMLF	SIAP	R16
KMLF	SIAP	R34
KMLF	SIAP	VDM-A
KMLI	SIAP	I09
KMLI	SIAP	I27
KMLI	SIAP	L09
KMLI	SIAP	L27
KMLI	SIAP	R09
KMLI	SIAP	R13
KMLI	SIAP	R27
KMLI	SIAP	R31
KMLJ	SIAP	R10
KMLJ	SIAP	R28
KMLS	SIAP	R04
KMLS	SIAP	R13
KMLS	SIAP	R22
KMLS	SIAP	R31
KMLS	SIAP	S04
KMLS	SIAP	S22
KMLT	SIAP	R11
KMLT	SIAP	R29
KMLT	SIAP	S29
KMLU	SIAP	D04
KMLU	SIAP	I04
KMLU	SIAP	L04
KMLU	SIAP	R04
KMLU	SIAP	R14
KMLU	SIAP	R22
KMLU	SIAP	R32
KMLU	SIAP	S22
KMLU	SIAP	S32
KMMH	SIAP	R27
KMMH	SID	CROLI1
KMMH	SID	NIKOL2
KMMH	SID	OENNS1
KMMI	SIAP	R02
KMMI	SIAP	R20
KMMK	SIAP	R36
KMMK	SIAP	S36
KMML	SIAP	R12
KMML	SIAP	R30
KMMS	SIAP	R02
KMMS	SIAP	R20
KMMU	SIAP	H23-Y
KMMU	SIAP	I23-Y
KMMU	SIAP	I23-Z
KMMU	SIAP	L23-Y
KMMU	SIAP	L23-Z
KMMU	SIAP	R05
KMMU	SIAP	R23-X
KMMU	SIAP	R23-Z
KMMU	STAR	JAIKE4
KMMU	STAR	LVZ5
KMMU	STAR	MAZIE3
KMMV	SIAP	I22
KMMV	SIAP	L22
KMMV	SIAP	R04
KMMV	SIAP	R22
KMMV	SIAP	VDM-B
KMNE	SIAP	R01
KMNE	SIAP	R19
KMNE	SIAP	VDM-A
KMNF	SIAP	R10
KMNF	SIAP	R28
KMNI	SIAP	R20
KMNM	SIAP	I03
KMNM	SIAP	L03
KMNM	SIAP	R03
KMNM	SIAP	R21
KMNM	SIAP	R32
KMNN	SIAP	R07
KMNN	SIAP	R13
KMNN	SIAP	R25
KMNV	SIAP	R05
KMNV	SIAP	R23
KMNZ	SIAP	R18
KMNZ	SIAP	R36
KMOB	SIAP	I15
KMOB	SIAP	I33
KMOB	SIAP	L15
KMOB	SIAP	L33
KMOB	SIAP	R15
KMOB	SIAP	R18
KMOB	SIAP	R33
KMOB	SIAP	R36
KMOB	SIAP	VOR-A
KMOD	SIAP	I28R
KMOD	SIAP	L28R
KMOD	SIAP	R28R
KMOP	SIAP	R09
KMOP	SIAP	R27
KMOR	SIAP	R05
KMOR	SIAP	R23
KMOT	SIAP	B13
KMOT	SIAP	I31
KMOT	SIAP	L31
KMOT	SIAP	R08
KMOT	SIAP	R13
KMOT	SIAP	R26
KMOT	SIAP	R31
KMOX	SIAP	R14
KMOX	SIAP	R32
KMPE	SIAP	R18
KMPE	SIAP	R36
KMPG	SIAP	R06
KMPG	SIAP	R24
KMPI	SIAP	RNV-A
KMPI	SIAP	RNV-B
KMPJ	SIAP	R03
KMPO	SIAP	R05
KMPO	SIAP	R13
KMPO	SIAP	R31
KMPR	SIAP	R18
KMPR	SIAP	R36
KMPR	SIAP	S36
KMPV	SIAP	I17
KMPV	SIAP	L17
KMPV	SIAP	R17
KMPV	SIAP	R35
KMPZ	SIAP	R15
KMPZ	SIAP	R33
KMQB	SIAP	R09
KMQB	SIAP	R27
KMQI	SIAP	R05
KMQI	SIAP	R17
KMQI	SIAP	R23
KMQJ	SIAP	I25
KMQJ	SIAP	L25
KMQJ	SIAP	R07
KMQJ	SIAP	R16
KMQJ	SIAP	R25
KMQJ	SIAP	R34
KMQJ	SIAP	S34
KMQJ	SID	DAWNN1
KMQJ	SID	MAREO1
KMQJ	SID	MEARZ7
KMQJ	SID	OOM5
KMQJ	SID	ROCKY1
KMQJ	STAR	CLANG1
KMQJ	STAR	RACYR6
KMQS	SIAP	I29
KMQS	SIAP	L29
KMQS	SIAP	R11
KMQS	SIAP	R29
KMQS	STAR	BUNTS3
KMQS	STAR	JIIMS4
KMQS	STAR	PAATS4
KMQW	SIAP	R03
KMQW	SIAP	R21
KMQY	SIAP	I32
KMQY	SIAP	L32
KMQY	SIAP	R01
KMQY	SIAP	R14
KMQY	SIAP	R19
KMQY	SIAP	R32
KMRB	SIAP	I26
KMRB	SIAP	L26
KMRB	SIAP	R08
KMRB	SIAP	R26
KMRB	SIAP	VOR-A
KMRB	SID	CLTCH3
KMRB	SID	JDUBB4
KMRB	SID	SCRAM6
KMRB	SID	TRIXY5
KMRB	STAR	HYPER9
KMRB	STAR	PRIVO3
KMRB	STAR	TRSTN4
KMRC	SIAP	R06
KMRC	SIAP	R24
KMRF	SIAP	R31
KMRF	SIAP	S31
KMRH	SIAP	R03
KMRH	SIAP	R08
KMRH	SIAP	R14
KMRH	SIAP	R21
KMRH	SIAP	R26
KMRH	SIAP	R32
KMRJ	SIAP	R04
KMRJ	SIAP	R11
KMRJ	SIAP	R22
KMRJ	SIAP	R29
KMRN	SIAP	R03
KMRN	SIAP	R21
KMRT	SIAP	R09
KMRT	SIAP	R27
KMRY	SIAP	I10R
KMRY	SIAP	L10R
KMRY	SIAP	L28L
KMRY	SIAP	R10R
KMRY	SIAP	R28LY
KMRY	SID	MRY5
KMRY	SID	TORO7
KMSL	SIAP	I30-Y
KMSL	SIAP	I30-Z
KMSL	SIAP	L30-Y
KMSL	SIAP	L30-Z
KMSL	SIAP	R12
KMSL	SIAP	R18
KMSL	SIAP	R30
KMSL	SIAP	R36
KMSN	SIAP	I18
KMSN	SIAP	I21
KMSN	SIAP	I36
KMSN	SIAP	L18
KMSN	SIAP	L21
KMSN	SIAP	L36
KMSN	SIAP	R03
KMSN	SIAP	R14
KMSN	SIAP	R18
KMSN	SIAP	R21
KMSN	SIAP	R32
KMSN	SIAP	R36
KMSO	SIAP	H12-Z
KMSO	SIAP	H30
KMSO	SIAP	I12-Y
KMSO	SIAP	I12-Z
KMSO	SIAP	R12-Y
KMSO	SIAP	RNV-D
KMSO	SIAP	VOR-A
KMSO	SIAP	VOR-B
KMSO	SID	DIDLY5
KMSO	SID	GRZLY4
KMSO	SID	MZULA5
KMSO	SID	VICTO1
KMSP	SIAP	H12LY
KMSP	SIAP	H12RY
KMSP	SIAP	H30LY
KMSP	SIAP	H30RY
KMSP	SIAP	H35-Y
KMSP	SIAP	I12L
KMSP	SIAP	I12R
KMSP	SIAP	I30L
KMSP	SIAP	I30R
KMSP	SIAP	I35-V
KMSP	SIAP	I35-Z
KMSP	SIAP	L04
KMSP	SIAP	L12L
KMSP	SIAP	L12R
KMSP	SIAP	L17
KMSP	SIAP	L22
KMSP	SIAP	L30L
KMSP	SIAP	L30R
KMSP	SIAP	L35
KMSP	SIAP	R04
KMSP	SIAP	R12LZ
KMSP	SIAP	R12RZ
KMSP	SIAP	R22
KMSP	SIAP	R30LZ
